"chr" "start" "end" "difference"
"178" "cvirNC_035780.1" 26272889 26279873 1
"179" "cvirNC_035780.1" 26349133 26360712 -1
"180" "cvirNC_035780.1" 26587070 26639094 -3
"181" "cvirNC_035780.1" 27103050 27117889 1
"182" "cvirNC_035780.1" 27147368 27150613 -1
"183" "cvirNC_035780.1" 27329123 27357492 -1
"184" "cvirNC_035780.1" 27779534 27779604 4
"185" "cvirNC_035780.1" 28133474 28163808 1
"186" "cvirNC_035780.1" 28425981 28434658 -1
"187" "cvirNC_035780.1" 28437735 28445206 1
"188" "cvirNC_035780.1" 28743633 28757413 -1
"189" "cvirNC_035780.1" 28758744 28802704 10
"190" "cvirNC_035780.1" 28889561 28904051 -1
"191" "cvirNC_035780.1" 29404539 29415117 2
"192" "cvirNC_035780.1" 29477554 29490484 1
"193" "cvirNC_035780.1" 29818701 29818772 -2
"194" "cvirNC_035780.1" 30141813 30153309 -1
"195" "cvirNC_035780.1" 30177832 30182725 -1
"196" "cvirNC_035780.1" 30258303 30266959 -1
"197" "cvirNC_035780.1" 30267130 30271883 1
"198" "cvirNC_035780.1" 30500035 30509504 -1
"199" "cvirNC_035780.1" 30709759 30748068 1
"200" "cvirNC_035780.1" 30973848 30990133 2
"201" "cvirNC_035780.1" 31526631 31529781 1
"202" "cvirNC_035780.1" 32236220 32249023 1
"203" "cvirNC_035780.1" 32255479 32272717 1
"204" "cvirNC_035780.1" 32278477 32292315 1
"205" "cvirNC_035780.1" 32293361 32300806 -1
"206" "cvirNC_035780.1" 32398044 32437754 1
"207" "cvirNC_035780.1" 32557748 32578458 -1
"208" "cvirNC_035780.1" 32721224 32734817 -1
"209" "cvirNC_035780.1" 32754200 32800756 2
"210" "cvirNC_035780.1" 32880934 32904976 -1
"211" "cvirNC_035780.1" 33113984 33131892 -2
"212" "cvirNC_035780.1" 33138380 33148818 1
"213" "cvirNC_035780.1" 33155863 33165664 1
"214" "cvirNC_035780.1" 33171503 33252199 -1
"215" "cvirNC_035780.1" 33461973 33479797 1
"216" "cvirNC_035780.1" 33722701 33724248 -1
"217" "cvirNC_035780.1" 33835021 33847289 1
"218" "cvirNC_035780.1" 33981215 33990910 1
"219" "cvirNC_035780.1" 34371338 34371409 1
"220" "cvirNC_035780.1" 34576458 34601635 1
"221" "cvirNC_035780.1" 34665684 34683411 2
"222" "cvirNC_035780.1" 34699951 34730314 -1
"223" "cvirNC_035780.1" 34731665 34773074 1
"224" "cvirNC_035780.1" 34881501 34908505 1
"225" "cvirNC_035780.1" 35409161 35410007 1
"226" "cvirNC_035780.1" 35554098 35582856 1
"227" "cvirNC_035780.1" 35723102 35738932 1
"228" "cvirNC_035780.1" 36251202 36284517 -1
"229" "cvirNC_035780.1" 36515033 36525864 1
"230" "cvirNC_035780.1" 36592794 36593982 -1
"231" "cvirNC_035780.1" 36789756 36796810 1
"232" "cvirNC_035780.1" 36936953 36940510 1
"233" "cvirNC_035780.1" 37251755 37252914 1
"234" "cvirNC_035780.1" 37339386 37363452 1
"235" "cvirNC_035780.1" 37683779 37690489 1
"236" "cvirNC_035780.1" 37945038 37957423 1
"237" "cvirNC_035780.1" 38156977 38175841 -1
"238" "cvirNC_035780.1" 38757410 38758680 1
"239" "cvirNC_035780.1" 38842946 38867881 1
"240" "cvirNC_035780.1" 39102730 39127237 -1
"241" "cvirNC_035780.1" 39617141 39618662 -1
"242" "cvirNC_035780.1" 39712344 39749268 1
"243" "cvirNC_035780.1" 39803326 39803398 -2
"244" "cvirNC_035780.1" 40149244 40263919 2
"245" "cvirNC_035780.1" 40673621 40687137 1
"246" "cvirNC_035780.1" 40683644 40688406 1
"247" "cvirNC_035780.1" 42486546 42509612 1
"248" "cvirNC_035780.1" 42719707 42751605 -1
"249" "cvirNC_035780.1" 43133285 43135649 1
"250" "cvirNC_035780.1" 43206711 43225963 1
"251" "cvirNC_035780.1" 43378266 43423011 -1
"252" "cvirNC_035780.1" 43467529 43477166 -1
"253" "cvirNC_035780.1" 43579288 43639848 1
"254" "cvirNC_035780.1" 44046423 44053136 1
"255" "cvirNC_035780.1" 44069755 44073644 -1
"256" "cvirNC_035780.1" 44103079 44115229 1
"257" "cvirNC_035780.1" 44544123 44552587 1
"258" "cvirNC_035780.1" 44661430 44666702 1
"259" "cvirNC_035780.1" 44707379 44710412 -1
"260" "cvirNC_035780.1" 44742285 44750709 1
"261" "cvirNC_035780.1" 44769660 44775829 -1
"262" "cvirNC_035780.1" 45168820 45170956 1
"263" "cvirNC_035780.1" 45224993 45228359 -1
"264" "cvirNC_035780.1" 45233227 45238256 -1
"265" "cvirNC_035780.1" 45311955 45330320 2
"266" "cvirNC_035780.1" 45362293 45365699 -1
"267" "cvirNC_035780.1" 45470378 45471773 1
"268" "cvirNC_035780.1" 45526655 45539754 1
"269" "cvirNC_035780.1" 45625756 45627346 -1
"270" "cvirNC_035780.1" 45832064 45843894 2
"271" "cvirNC_035780.1" 45873421 45877260 -1
"272" "cvirNC_035780.1" 46017855 46022609 2
"273" "cvirNC_035780.1" 46309953 46311779 -1
"274" "cvirNC_035780.1" 46398721 46463608 1
"275" "cvirNC_035780.1" 46609528 46652994 1
"276" "cvirNC_035780.1" 46683714 46692495 1
"277" "cvirNC_035780.1" 46792244 46814036 1
"278" "cvirNC_035780.1" 46942298 46963194 1
"279" "cvirNC_035780.1" 47132326 47160838 -1
"280" "cvirNC_035780.1" 47265544 47273687 1
"281" "cvirNC_035780.1" 47499226 47502450 1
"282" "cvirNC_035780.1" 47542679 47549649 1
"283" "cvirNC_035780.1" 47721347 47722802 1
"284" "cvirNC_035780.1" 47941571 47967118 -2
"285" "cvirNC_035780.1" 48043497 48065046 1
"286" "cvirNC_035780.1" 48145440 48147181 -1
"287" "cvirNC_035780.1" 48293000 48301601 1
"288" "cvirNC_035780.1" 48533401 48540483 1
"289" "cvirNC_035780.1" 48933411 48949130 1
"290" "cvirNC_035780.1" 49023485 49128512 -1
"291" "cvirNC_035780.1" 49353707 49370115 -1
"292" "cvirNC_035780.1" 49447101 49447597 1
"293" "cvirNC_035780.1" 49463300 49463951 1
"294" "cvirNC_035780.1" 49871801 49886560 -1
"295" "cvirNC_035780.1" 49889529 49903204 -1
"296" "cvirNC_035780.1" 50047198 50060431 -2
"297" "cvirNC_035780.1" 50400983 50403488 1
"298" "cvirNC_035780.1" 50679819 50739417 -1
"299" "cvirNC_035780.1" 50694048 50802720 1
"300" "cvirNC_035780.1" 50915244 50932491 1
"301" "cvirNC_035780.1" 50983662 50990475 -2
"302" "cvirNC_035780.1" 51092502 51110087 -1
"303" "cvirNC_035780.1" 51105213 51113612 1
"304" "cvirNC_035780.1" 51124159 51143224 3
"305" "cvirNC_035780.1" 51634547 51646807 1
"306" "cvirNC_035780.1" 52153114 52156986 1
"307" "cvirNC_035780.1" 52225582 52232886 1
"308" "cvirNC_035780.1" 52253141 52254608 1
"309" "cvirNC_035780.1" 52378599 52440973 -1
"310" "cvirNC_035780.1" 52431093 52433025 -1
"311" "cvirNC_035780.1" 52537987 52555947 1
"312" "cvirNC_035780.1" 52803555 52815056 2
"313" "cvirNC_035780.1" 52823996 52832080 -1
"314" "cvirNC_035780.1" 53359993 53361424 -1
"315" "cvirNC_035780.1" 53371083 53374978 1
"316" "cvirNC_035780.1" 53377071 53394618 2
"317" "cvirNC_035780.1" 53463013 53464484 1
"318" "cvirNC_035780.1" 53485419 53492745 2
"319" "cvirNC_035780.1" 54227899 54230533 1
"320" "cvirNC_035780.1" 54231650 54250108 -1
"321" "cvirNC_035780.1" 54312776 54318218 -1
"322" "cvirNC_035780.1" 54341773 54346493 1
"323" "cvirNC_035780.1" 54477862 54486517 1
"324" "cvirNC_035780.1" 54607665 54612202 1
"325" "cvirNC_035780.1" 54665131 54734150 1
"326" "cvirNC_035780.1" 54937790 54951636 -1
"327" "cvirNC_035780.1" 55015238 55017064 -1
"328" "cvirNC_035780.1" 55221866 55224936 -1
"329" "cvirNC_035780.1" 55412350 55424348 1
"330" "cvirNC_035780.1" 55632390 55637968 1
"331" "cvirNC_035780.1" 55922164 55923343 1
"332" "cvirNC_035780.1" 56303344 56308167 1
"333" "cvirNC_035780.1" 56406183 56424452 1
"334" "cvirNC_035780.1" 56594511 56596430 1
"335" "cvirNC_035780.1" 57061961 57075144 1
"336" "cvirNC_035780.1" 57408954 57426634 -1
"337" "cvirNC_035780.1" 57624320 57643168 -1
"338" "cvirNC_035780.1" 57679840 57737553 1
"339" "cvirNC_035780.1" 58264855 58264927 3
"340" "cvirNC_035780.1" 58509452 58516577 1
"341" "cvirNC_035780.1" 58667565 58670087 1
"342" "cvirNC_035780.1" 58705473 58712199 1
"343" "cvirNC_035780.1" 58721279 58735070 -1
"344" "cvirNC_035780.1" 58836758 58880808 1
"345" "cvirNC_035780.1" 58906846 58919381 1
"346" "cvirNC_035780.1" 58972432 58990486 2
"347" "cvirNC_035780.1" 59128524 59170119 1
"348" "cvirNC_035780.1" 59324769 59348590 2
"349" "cvirNC_035780.1" 59792639 59823747 1
"350" "cvirNC_035780.1" 59877400 59905883 -1
"351" "cvirNC_035780.1" 59907896 59922737 -1
"352" "cvirNC_035780.1" 60091575 60091957 -1
"353" "cvirNC_035780.1" 60260535 60305536 4
"354" "cvirNC_035780.1" 60428082 60429338 -1
"355" "cvirNC_035780.1" 60523576 60526982 -1
"356" "cvirNC_035780.1" 60858768 60882774 1
"357" "cvirNC_035780.1" 61030208 61032471 -1
"358" "cvirNC_035780.1" 61034832 61040091 -2
"359" "cvirNC_035780.1" 61269374 61282978 -2
"360" "cvirNC_035780.1" 61684374 61697793 1
"361" "cvirNC_035780.1" 62161057 62238092 2
"362" "cvirNC_035780.1" 62427236 62442628 1
"363" "cvirNC_035780.1" 62456533 62466799 -1
"364" "cvirNC_035780.1" 63020669 63035153 -1
"365" "cvirNC_035780.1" 63071214 63092813 1
"366" "cvirNC_035780.1" 63225811 63234255 1
"367" "cvirNC_035780.1" 63296179 63301503 1
"368" "cvirNC_035780.1" 63353494 63356139 -1
"369" "cvirNC_035780.1" 63442832 63447411 2
"370" "cvirNC_035780.1" 63555589 63576266 1
"371" "cvirNC_035780.1" 63613929 63627214 1
"372" "cvirNC_035780.1" 63757527 63792498 -1
"373" "cvirNC_035780.1" 64713073 64720402 -1
"374" "cvirNC_035780.1" 64839012 64871279 1
"375" "cvirNC_035780.1" 64877277 64877702 1
"376" "cvirNC_035780.1" 64951361 64962345 -1
"377" "cvirNC_035780.1" 64962396 64978703 -1
"378" "cvirNC_035780.1" 65471685 65555896 -1
"379" "cvirNC_035781.1" 96883 99999 -1
"380" "cvirNC_035781.1" 128439 140736 -1
"381" "cvirNC_035781.1" 619148 628953 1
"382" "cvirNC_035781.1" 743321 774572 1
"383" "cvirNC_035781.1" 932133 935185 1
"384" "cvirNC_035781.1" 1045152 1049448 -1
"385" "cvirNC_035781.1" 1433204 1441532 -1
"386" "cvirNC_035781.1" 1537925 1544429 2
"387" "cvirNC_035781.1" 1602826 1603236 1
"388" "cvirNC_035781.1" 2012733 2034185 -1
"389" "cvirNC_035781.1" 2575924 2579123 -1
"390" "cvirNC_035781.1" 2909644 2928928 -1
"391" "cvirNC_035781.1" 3048612 3050977 1
"392" "cvirNC_035781.1" 3142179 3164098 -1
"393" "cvirNC_035781.1" 3306985 3332012 -1
"394" "cvirNC_035781.1" 3352585 3396633 -1
"395" "cvirNC_035781.1" 3632365 3638938 1
"396" "cvirNC_035781.1" 3729978 3735200 1
"397" "cvirNC_035781.1" 3876045 3891772 1
"398" "cvirNC_035781.1" 3944906 3967408 1
"399" "cvirNC_035781.1" 3986468 4001650 1
"400" "cvirNC_035781.1" 4094605 4108505 1
"401" "cvirNC_035781.1" 4292739 4323075 -1
"402" "cvirNC_035781.1" 4339171 4361128 -1
"403" "cvirNC_035781.1" 4526756 4556514 1
"404" "cvirNC_035781.1" 4578080 4601381 -1
"405" "cvirNC_035781.1" 4619789 4651917 -1
"406" "cvirNC_035781.1" 5729126 5738375 1
"407" "cvirNC_035781.1" 6296648 6338881 1
"408" "cvirNC_035781.1" 7327148 7348755 1
"409" "cvirNC_035781.1" 7643574 7666901 -1
"410" "cvirNC_035781.1" 7673799 7677371 -1
"411" "cvirNC_035781.1" 7828345 7847411 1
"412" "cvirNC_035781.1" 7948746 7969899 -1
"413" "cvirNC_035781.1" 8096911 8131461 -1
"414" "cvirNC_035781.1" 8359159 8393105 3
"415" "cvirNC_035781.1" 8622099 8638276 1
"416" "cvirNC_035781.1" 8639482 8664335 -1
"417" "cvirNC_035781.1" 8646763 8652694 2
"418" "cvirNC_035781.1" 8972856 8974687 1
"419" "cvirNC_035781.1" 8979772 9035748 1
"420" "cvirNC_035781.1" 9069030 9093422 1
"421" "cvirNC_035781.1" 9226285 9231763 1
"422" "cvirNC_035781.1" 9232380 9238688 -1
"423" "cvirNC_035781.1" 9552987 9585895 2
"424" "cvirNC_035781.1" 9625037 9643441 -1
"425" "cvirNC_035781.1" 9652772 9659439 1
"426" "cvirNC_035781.1" 9782694 9791995 -1
"427" "cvirNC_035781.1" 9971254 9998725 1
"428" "cvirNC_035781.1" 10359659 10377439 2
"429" "cvirNC_035781.1" 10396225 10410147 1
"430" "cvirNC_035781.1" 10416559 10438076 -1
"431" "cvirNC_035781.1" 11158184 11174835 -1
"432" "cvirNC_035781.1" 11395428 11398809 1
"433" "cvirNC_035781.1" 11438794 11460864 1
"434" "cvirNC_035781.1" 11471967 11492274 -1
"435" "cvirNC_035781.1" 11872038 11907853 2
"436" "cvirNC_035781.1" 11935416 11946986 2
"437" "cvirNC_035781.1" 12069109 12089594 1
"438" "cvirNC_035781.1" 12353062 12384072 1
"439" "cvirNC_035781.1" 12626523 12629639 1
"440" "cvirNC_035781.1" 13755996 13771076 -1
"441" "cvirNC_035781.1" 14086614 14089793 -2
"442" "cvirNC_035781.1" 14400768 14416443 1
"443" "cvirNC_035781.1" 14770062 14773086 1
"444" "cvirNC_035781.1" 15308402 15326590 1
"445" "cvirNC_035781.1" 15643275 15686803 -1
"446" "cvirNC_035781.1" 15859165 15861849 -1
"447" "cvirNC_035781.1" 16250708 16276991 1
"448" "cvirNC_035781.1" 16381360 16386625 1
"449" "cvirNC_035781.1" 16467811 16476748 -1
"450" "cvirNC_035781.1" 16484436 16505144 -1
"451" "cvirNC_035781.1" 16542957 16560683 -1
"452" "cvirNC_035781.1" 16593672 16601186 1
"453" "cvirNC_035781.1" 16746369 16756009 -1
"454" "cvirNC_035781.1" 17006271 17014877 1
"455" "cvirNC_035781.1" 17434749 17435393 1
"456" "cvirNC_035781.1" 17521587 17534467 -1
"457" "cvirNC_035781.1" 17619753 17648082 1
"458" "cvirNC_035781.1" 17763447 17786517 2
"459" "cvirNC_035781.1" 17820661 17831359 1
"460" "cvirNC_035781.1" 17950861 17981661 1
"461" "cvirNC_035781.1" 18051873 18073046 1
"462" "cvirNC_035781.1" 18129334 18148412 2
"463" "cvirNC_035781.1" 18188870 18206329 1
"464" "cvirNC_035781.1" 18234072 18239822 1
"465" "cvirNC_035781.1" 18637344 18638536 1
"466" "cvirNC_035781.1" 18695598 18716206 -1
"467" "cvirNC_035781.1" 18818989 18826507 1
"468" "cvirNC_035781.1" 18859276 18870703 1
"469" "cvirNC_035781.1" 18950012 18964940 1
"470" "cvirNC_035781.1" 19091374 19112443 1
"471" "cvirNC_035781.1" 19167929 19185577 4
"472" "cvirNC_035781.1" 19276968 19290904 1
"473" "cvirNC_035781.1" 19858411 19860515 -1
"474" "cvirNC_035781.1" 20061506 20066275 -1
"475" "cvirNC_035781.1" 20256279 20273418 4
"476" "cvirNC_035781.1" 20284640 20286600 -1
"477" "cvirNC_035781.1" 20289604 20293175 -1
"478" "cvirNC_035781.1" 20939058 21005130 -1
"479" "cvirNC_035781.1" 21305476 21429392 2
"480" "cvirNC_035781.1" 21931416 21991836 -1
"481" "cvirNC_035781.1" 22240769 22292088 1
"482" "cvirNC_035781.1" 22398916 22404810 1
"483" "cvirNC_035781.1" 22611644 22703042 2
"484" "cvirNC_035781.1" 23217301 23224634 1
"485" "cvirNC_035781.1" 23251728 23253686 1
"486" "cvirNC_035781.1" 23290814 23314585 1
"487" "cvirNC_035781.1" 23547365 23984687 3
"488" "cvirNC_035781.1" 23579208 23628408 1
"489" "cvirNC_035781.1" 23596227 23602842 1
"490" "cvirNC_035781.1" 23704212 23726612 2
"491" "cvirNC_035781.1" 23931632 23938683 1
"492" "cvirNC_035781.1" 24246573 24262669 1
"493" "cvirNC_035781.1" 24513891 24515425 1
"494" "cvirNC_035781.1" 24628881 24655092 3
"495" "cvirNC_035781.1" 24762830 24777142 -1
"496" "cvirNC_035781.1" 24785255 24787117 -1
"497" "cvirNC_035781.1" 24872261 24882059 1
"498" "cvirNC_035781.1" 24936793 24953997 -2
"499" "cvirNC_035781.1" 25151499 25155938 -1
"500" "cvirNC_035781.1" 25256125 25275312 -1
"501" "cvirNC_035781.1" 25394359 25412424 2
"502" "cvirNC_035781.1" 25966881 26014698 3
"503" "cvirNC_035781.1" 26079193 26095471 -1
"504" "cvirNC_035781.1" 27014622 27017958 -1
"505" "cvirNC_035781.1" 27090519 27095659 1
"506" "cvirNC_035781.1" 27402497 27405505 -1
"507" "cvirNC_035781.1" 27511512 27512993 1
"508" "cvirNC_035781.1" 27543115 27561763 1
"509" "cvirNC_035781.1" 27832529 27848240 1
"510" "cvirNC_035781.1" 27907084 27970692 1
"511" "cvirNC_035781.1" 27980673 27983607 1
"512" "cvirNC_035781.1" 27997056 28002935 1
"513" "cvirNC_035781.1" 28098719 28106183 1
"514" "cvirNC_035781.1" 28286882 28301520 1
"515" "cvirNC_035781.1" 28621136 28635487 1
"516" "cvirNC_035781.1" 28843009 28865738 9
"517" "cvirNC_035781.1" 29304482 29319435 1
"518" "cvirNC_035781.1" 29335540 29341882 -1
"519" "cvirNC_035781.1" 29898193 29915965 -1
"520" "cvirNC_035781.1" 30013268 30023815 -1
"521" "cvirNC_035781.1" 30099310 30116007 -1
"522" "cvirNC_035781.1" 31133797 31133905 -2
"523" "cvirNC_035781.1" 31133996 31149350 -1
"524" "cvirNC_035781.1" 31155533 31158683 1
"525" "cvirNC_035781.1" 31299597 31305037 1
"526" "cvirNC_035781.1" 31398479 31408986 1
"527" "cvirNC_035781.1" 31520382 31560168 -1
"528" "cvirNC_035781.1" 31584128 31602623 1
"529" "cvirNC_035781.1" 31894851 31901395 1
"530" "cvirNC_035781.1" 31910544 31911325 1
