gene_name	t_name	Predom_exp
LOC111099083	rna-XM_022430442.1	9.63885675
LOC111099084	rna-XR_002633625.1	2.2103825
LOC111099085	rna-XR_002633626.1	0.1362925
LOC111099086	rna-XR_002633627.1	0
LOC111099087	rna-XM_022430445.1	4.69258075
LOC111099088	rna-XM_022430450.1	8.2565025
LOC111099089	rna-XR_002633628.1	0.43886575
LOC111099090	rna-XM_022430449.1	6.6350195
LOC111099091	rna-XM_022430451.1	4.5081355
LOC111099092	rna-XM_022430452.1	4.59093775
LOC111099093	rna-XM_022430453.1	64.1051625
LOC111099094	rna-XR_002633629.1	7.61834525
LOC111099095	rna-XM_022430455.1	7.80529475
LOC111099096	rna-XM_022430456.1	3.70022675
LOC111099097	rna-XM_022430459.1	2.1796575
LOC111099098	rna-XM_022430461.1	6.7113165
LOC111099099	rna-XM_022430462.1	8.2570735
LOC111099100	gene-LOC111099100	5.91314725
LOC111099101	rna-XM_022430465.1	6.7241485
LOC111099102	rna-XM_022430470.1	6.2726485
LOC111099103	rna-XM_022430468.1	7.49069725
LOC111099104	rna-XM_022430471.1	9.64644375
LOC111099105	rna-XM_022430472.1	4.261161
LOC111099106	rna-XM_022430473.1	8.51091125
LOC111099107	rna-XM_022430477.1	8.24880625
LOC111099108	rna-XM_022430478.1	47.9787045
LOC111099109	rna-XM_022430482.1	5.44542725
LOC111099110	rna-XM_022430479.1	5.681957
LOC111099111	rna-XM_022430480.1	9.0766125
LOC111099112	rna-XM_022430481.1	8.0384665
LOC111099113	rna-XR_002633630.1	5.39981375
LOC111099114	rna-XR_002633631.1	11.0781715
LOC111099115	rna-XM_022430483.1	5.08468725
LOC111099116	rna-XM_022430484.1	5.742921
LOC111099117	rna-XM_022430485.1	7.99764475
LOC111099118	rna-XM_022430486.1	5.680112
LOC111099119	rna-XM_022430487.1	9.20829125
LOC111099120	rna-XM_022430488.1	8.519813
LOC111099121	rna-XM_022430492.1	5.35021
LOC111099122	rna-XM_022430489.1	2.9468865
LOC111099123	rna-XM_022430493.1	6.0486375
LOC111099124	rna-XM_022430494.1	6.9019205
LOC111099125	rna-XM_022430498.1	2.4728085
LOC111099126	rna-XM_022430500.1	0.01223025
LOC111099127	rna-XM_022430503.1	11.51197425
LOC111099128	rna-XM_022430506.1	0.87753525
LOC111099129	rna-XR_002633633.1	5.00097475
LOC111099130	rna-XM_022430507.1	6.607283
LOC111099131	rna-XM_022430508.1	3.556513
LOC111099132	rna-XR_002633634.1	9.56615575
LOC111099133	rna-XM_022430511.1	2.454714
LOC111099134	rna-XM_022430520.1	0.41201875
LOC111099135	rna-XM_022430517.1	4.57889725
LOC111099136	rna-XR_002633642.1	12.20452925
LOC111099137	rna-XM_022430521.1	26.221335
LOC111099138	rna-XM_022430522.1	13.016262
LOC111099139	rna-XM_022430524.1	4.2448025
LOC111099140	rna-XM_022430525.1	4.54783275
LOC111099141	rna-XM_022430526.1	3.2492965
LOC111099142	rna-XR_002633643.1	4.05409
LOC111099143	rna-XM_022430529.1	55.2303185
LOC111099144	rna-XR_002633644.1	5.53365325
LOC111099145	rna-XR_002633645.1	12.69531975
LOC111099146	rna-XM_022430528.1	10.72042325
LOC111099147	rna-XM_022430531.1	3.96314175
LOC111099148	rna-XM_022430533.1	10.45799025
LOC111099149	rna-XR_002633647.1	2.92461525
LOC111099150	rna-XM_022430535.1	2.42129375
LOC111099151	rna-XM_022430542.1	8.321607
LOC111099152	rna-XM_022430540.1	3.9564875
LOC111099153	rna-XM_022430541.1	4.2574935
LOC111099154	rna-XM_022430543.1	14.6910395
LOC111099155	rna-XM_022430544.1	6.08758
LOC111099156	rna-XM_022430545.1	5.70056375
LOC111099157	rna-XM_022430552.1	4.4263345
LOC111099158	rna-XM_022430565.1	6.83680675
LOC111099159	rna-XR_002633648.1	4.51204575
LOC111099160	rna-XR_002633649.1	4.05477375
LOC111099161	rna-XM_022430566.1	5.9644385
LOC111099162	rna-XM_022430568.1	4.62754675
LOC111099163	rna-XM_022430569.1	7.97358675
LOC111099164	rna-XM_022430570.1	2.4511005
LOC111099165	rna-XM_022430573.1	4.889714
LOC111099166	rna-XM_022430571.1	4.5093365
LOC111099167	rna-XR_002633650.1	2.472665
LOC111099168	rna-XM_022430572.1	6.44904075
LOC111099169	rna-XM_022430574.1	10.55784425
LOC111099170	rna-XM_022430575.1	8.376328
LOC111099171	rna-XM_022430577.1	5.9935015
LOC111099172	rna-XM_022430582.1	35.97745925
LOC111099173	rna-XM_022430583.1	2.2766925
LOC111099174	rna-XM_022430586.1	6.61106775
LOC111099175	rna-XM_022430584.1	8.003544
LOC111099176	rna-XM_022430585.1	6.204771
LOC111099177	rna-XR_002633652.1	3.00809525
LOC111099178	rna-XM_022430587.1	10.23364775
LOC111099179	rna-XM_022430588.1	8.1126685
LOC111099180	rna-XM_022430589.1	5.48168
LOC111099181	rna-XM_022430590.1	4.43549775
LOC111099182	rna-XM_022430592.1	13.8083655
LOC111099183	rna-XM_022430593.1	8.50177825
LOC111099184	rna-XM_022430595.1	16.77681225
LOC111099185	rna-XM_022430596.1	6.19620975
LOC111099186	rna-XM_022430597.1	11.2468905
LOC111099187	rna-XR_002633653.1	6.14288125
LOC111099188	rna-XM_022430598.1	5.0718555
LOC111099189	rna-XR_002633654.1	6.2655695
LOC111099190	rna-XM_022430599.1	7.8867845
LOC111099191	rna-XM_022430603.1	4.429935
LOC111099192	rna-XM_022430601.1	8.2344325
LOC111099193	rna-XM_022430602.1	12.5190565
LOC111099194	rna-XM_022430605.1	4.19098325
LOC111099195	rna-XM_022430618.1	5.91351725
LOC111099196	rna-XM_022430623.1	7.471794
LOC111099197	rna-XM_022430630.1	2.8573535
LOC111099198	rna-XR_002633659.1	10.16757975
LOC111099199	rna-XM_022430628.1	4.27135925
LOC111099200	rna-XM_022430631.1	7.9845555
LOC111099201	rna-XM_022430632.1	12.303559
LOC111099202	rna-XM_022430633.1	8.0162005
LOC111099203	rna-XM_022430634.1	8.38922675
LOC111099204	rna-XM_022430635.1	3.67804725
LOC111099205	rna-XM_022430636.1	133.55585425
LOC111099206	rna-XM_022430638.1	6.92333175
LOC111099207	rna-XM_022430642.1	12.4658525
LOC111099208	rna-XR_002633660.1	7.749242
LOC111099209	rna-XM_022430641.1	57.1444495
LOC111099210	rna-XM_022430643.1	10.04002875
LOC111099211	rna-XM_022430644.1	3.7329705
LOC111099212	rna-XM_022430645.1	8.93840075
LOC111099213	rna-XM_022430646.1	7.21746275
LOC111099214	rna-XM_022430647.1	4.563805
LOC111099215	rna-XM_022430648.1	5.14140225
LOC111099216	rna-XM_022430649.1	14.0968325
LOC111099217	rna-XM_022430663.1	5.7211475
LOC111099218	rna-XM_022430650.1	13.1553055
LOC111099219	rna-XM_022430651.1	8.7302955
LOC111099220	rna-XM_022430652.1	7.4189505
LOC111099221	rna-XM_022430655.1	10.51977275
LOC111099222	rna-XM_022430660.1	7.9738985
LOC111099223	rna-XR_002633661.1	3.62672725
LOC111099224	rna-XM_022430664.1	11.85500325
LOC111099225	rna-XM_022430665.1	9.2530055
LOC111099226	rna-XM_022430666.1	4.13339675
LOC111099227	rna-XM_022430667.1	9.03617575
LOC111099228	rna-XM_022430670.1	4.0332235
LOC111099229	rna-XM_022430672.1	11.48968625
LOC111099230	rna-XM_022430673.1	6.39829025
LOC111099246	rna-XM_022430676.1	3.29474525
LOC111099262	rna-XM_022430677.1	6.32964725
LOC111099278	rna-XR_002633662.1	6.703029
LOC111099289	rna-XR_002633663.1	6.9922235
LOC111099300	rna-XM_022430678.1	5.20645925
LOC111099316	rna-XM_022430684.1	1.801676
LOC111099327	rna-XM_022430681.1	7.79531375
LOC111099343	rna-XM_022430682.1	8.1122345
LOC111099359	rna-XM_022430683.1	24.89770675
LOC111099375	rna-XM_022430685.1	5.6234505
LOC111099408	rna-XR_002633664.1	18.63372625
LOC111099409	rna-XM_022430688.1	1.0683315
LOC111099410	rna-XM_022430691.1	8.2576965
LOC111099411	rna-XR_002633665.1	1.53732
LOC111099412	rna-XR_002633666.1	0.83868175
LOC111099413	rna-XM_022430690.1	0.2386195
LOC111099414	rna-XM_022430692.1	3.18764575
LOC111099415	rna-XM_022430694.1	3.05018575
LOC111099416	rna-XR_002633667.1	6.705687
LOC111099417	rna-XM_022430695.1	15.57729725
LOC111099418	rna-XM_022430696.1	18.2980865
LOC111099419	rna-XM_022430697.1	11.95479775
LOC111099420	rna-XM_022430710.1	5.2327195
LOC111099421	rna-XM_022430698.1	4.691071
LOC111099422	rna-XR_002633668.1	0
LOC111099423	rna-XM_022430699.1	3.291418
LOC111099424	rna-XM_022430701.1	4.00117575
LOC111099425	rna-XM_022430702.1	0
LOC111099426	rna-XM_022430707.1	11.109933
LOC111099427	rna-XM_022430708.1	7.527702
LOC111099428	rna-XM_022430711.1	10.60078225
LOC111099429	rna-XM_022430712.1	4.3002345
LOC111099430	rna-XM_022430713.1	0.94368675
LOC111099431	rna-XR_002633669.1	0
LOC111099432	rna-XM_022430715.1	3.829395
LOC111099433	rna-XR_002633670.1	1.82710225
LOC111099434	rna-XM_022430717.1	5.97340025
LOC111099435	rna-XR_002633671.1	0.794958
LOC111099436	rna-XM_022430718.1	4.23647325
LOC111099437	rna-XM_022430719.1	7.831142
LOC111099438	rna-XM_022430722.1	0.31468325
LOC111099439	rna-XM_022430725.1	5.57622675
LOC111099440	rna-XR_002633672.1	7.3342855
LOC111099441	rna-XR_002633673.1	0.00152175
LOC111099442	rna-XM_022430723.1	4.550504
LOC111099443	rna-XM_022430726.1	7.37979525
LOC111099444	rna-XR_002633674.1	0.045231
LOC111099445	rna-XR_002633675.1	3.271536
LOC111099446	rna-XM_022430727.1	8.9745485
LOC111099447	rna-XM_022430728.1	4.2507455
LOC111099448	rna-XM_022430761.1	5.93319575
LOC111099449	rna-XM_022430729.1	6.1307465
LOC111099450	rna-XM_022430731.1	4.20009025
LOC111099451	rna-XM_022430735.1	6.23406825
LOC111099452	rna-XR_002633676.1	0.703879
LOC111099453	rna-XM_022430733.1	22.305829
LOC111099454	rna-XM_022430734.1	5.7416305
LOC111099455	rna-XM_022430736.1	13.7033075
LOC111099456	rna-XM_022430737.1	0
LOC111099457	rna-XR_002633680.1	1.6841705
LOC111099458	rna-XM_022430741.1	64.67821575
LOC111099459	rna-XM_022430752.1	6.2241345
LOC111099460	rna-XM_022430742.1	42.62965575
LOC111099461	rna-XM_022430745.1	7.27094325
LOC111099462	rna-XM_022430746.1	1.57478625
LOC111099463	rna-XM_022430750.1	0.70523125
LOC111099464	rna-XM_022430751.1	9.95510975
LOC111099465	rna-XM_022430754.1	0.6985895
LOC111099466	rna-XM_022430755.1	0.39799125
LOC111099467	rna-XR_002633689.1	6.0274565
LOC111099468	rna-XM_022430756.1	10.89056775
LOC111099469	rna-XM_022430757.1	10.71398525
LOC111099470	rna-XM_022430758.1	7.65521475
LOC111099471	rna-XM_022430762.1	9.34641275
LOC111099472	rna-XR_002633691.1	0
LOC111099473	rna-XM_022430759.1	10.25528025
LOC111099474	rna-XM_022430760.1	3.62893775
LOC111099475	rna-XM_022430763.1	6.98713875
LOC111099476	rna-XM_022430764.1	6.56824575
LOC111099477	rna-XM_022430766.1	7.868736
LOC111099478	rna-XM_022430767.1	8.9741485
LOC111099479	rna-XM_022430768.1	7.34887925
LOC111099480	rna-XM_022430770.1	4.30972725
LOC111099481	rna-XM_022430784.1	5.129389
LOC111099482	rna-XM_022430771.1	0.622879
LOC111099483	rna-XM_022430772.1	6.79186
LOC111099484	rna-XM_022430777.1	7.74152675
LOC111099485	rna-XM_022430778.1	6.02085225
LOC111099486	rna-XM_022430779.1	0
LOC111099487	rna-XR_002633692.1	2.91918375
LOC111099488	rna-XR_002633693.1	0
LOC111099489	rna-XM_022430787.1	6.47727575
LOC111099490	rna-XM_022430788.1	3.510954
LOC111099491	rna-XM_022430790.1	0.73523875
LOC111099492	rna-XR_002633695.1	6.4034635
LOC111099493	rna-XM_022430793.1	2.558615
LOC111099494	rna-XM_022430794.1	5.929329
LOC111099495	rna-XM_022430795.1	1.68188525
LOC111099496	rna-XM_022430796.1	4.4098755
LOC111099497	rna-XM_022430799.1	1.62451575
LOC111099498	rna-XM_022430800.1	2.78976975
LOC111099499	rna-XM_022430802.1	0.98757575
LOC111099500	rna-XM_022430803.1	7.58409275
LOC111099501	rna-XM_022430804.1	0
LOC111099502	rna-XM_022430811.1	5.1680415
LOC111099503	rna-XM_022430808.1	9.4219415
LOC111099504	rna-XM_022430810.1	1.78392625
LOC111099505	rna-XR_002633697.1	10.22915625
LOC111099506	rna-XM_022430814.1	35.497548
LOC111099507	rna-XM_022430816.1	3.27488575
LOC111099508	rna-XR_002633698.1	1.381522
LOC111099509	rna-XM_022430822.1	8.89873025
LOC111099510	rna-XM_022430819.1	0.0134235
LOC111099511	rna-XM_022430821.1	5.340605
LOC111099512	rna-XR_002633699.1	2.25454175
LOC111099513	rna-XM_022430823.1	0.9931415
LOC111099514	rna-XM_022430824.1	12.9326915
LOC111099515	rna-XM_022430826.1	1.6007595
LOC111099516	rna-XM_022430828.1	4.14921775
LOC111099517	rna-XM_022430829.1	8.069722
LOC111099518	rna-XM_022430854.1	5.029082
LOC111099519	rna-XM_022430831.1	4.356454
LOC111099520	rna-XR_002633700.1	0.55608225
LOC111099521	rna-XM_022430833.1	7.707043
LOC111099522	rna-XM_022430835.1	9.90819975
LOC111099523	rna-XM_022430836.1	5.9320705
LOC111099524	rna-XM_022430837.1	7.92999125
LOC111099525	rna-XR_002633701.1	5.37501425
LOC111099526	rna-XM_022430838.1	6.209376
LOC111099527	rna-XM_022430839.1	9.64015175
LOC111099528	rna-XM_022430840.1	4.83903825
LOC111099529	rna-XM_022430875.1	4.67237325
LOC111099530	rna-XR_002633702.1	7.478041
LOC111099531	rna-XM_022430842.1	6.78276625
LOC111099532	rna-XR_002633703.1	0.124073
LOC111099533	rna-XM_022430845.1	6.2825325
LOC111099534	rna-XM_022430846.1	25.465965
LOC111099535	rna-XM_022430847.1	6.97490575
LOC111099536	rna-XM_022430849.1	2.1139045
LOC111099537	rna-XM_022430850.1	4.0060895
LOC111099538	rna-XR_002633705.1	2.31591625
LOC111099539	rna-XM_022430852.1	10.759292
LOC111099540	rna-XM_022430853.1	4.86887875
LOC111099541	rna-XR_002633706.1	0.12167675
LOC111099542	rna-XM_022430855.1	1.4224665
LOC111099543	rna-XM_022430857.1	3.66062525
LOC111099544	rna-XM_022430858.1	5.44098775
LOC111099545	rna-XM_022430859.1	10.0742865
LOC111099546	rna-XM_022430860.1	2.573626
LOC111099547	rna-XM_022430861.1	11.17080025
LOC111099548	rna-XM_022430865.1	28.6220055
LOC111099549	rna-XM_022430864.1	0.26146825
LOC111099550	rna-XR_002633707.1	0.700088
LOC111099551	rna-XM_022430866.1	3.08839025
LOC111099552	rna-XM_022430868.1	4.797836
LOC111099553	rna-XM_022430869.1	4.9139725
LOC111099554	rna-XM_022430870.1	4.06543425
LOC111099555	rna-XM_022430871.1	8.3983795
LOC111099556	rna-XM_022430872.1	0.249311
LOC111099557	rna-XM_022430876.1	9.12030175
LOC111099558	rna-XM_022430873.1	1.09800075
LOC111099559	rna-XM_022430874.1	0.8490685
LOC111099560	rna-XR_002633709.1	4.52788075
LOC111099561	rna-XR_002633710.1	4.771337
LOC111099562	rna-XR_002633711.1	0.67358975
LOC111099563	rna-XM_022430877.1	0.319701
LOC111099564	rna-XM_022430880.1	1.21745375
LOC111099565	gene-LOC111099565	4.72336325
LOC111099566	rna-XM_022430881.1	3.87564325
LOC111099567	rna-XM_022430885.1	5.1407585
LOC111099568	rna-XR_002633712.1	3.4165915
LOC111099569	rna-XM_022430886.1	2.33128375
LOC111099570	rna-XM_022430888.1	5.46027725
LOC111099571	rna-XM_022430889.1	10.69747875
LOC111099572	rna-XM_022430890.1	15.58965175
LOC111099573	rna-XM_022430893.1	14.026409
LOC111099574	rna-XM_022430892.1	2.31481675
LOC111099575	rna-XR_002633713.1	0.980811
LOC111099576	rna-XR_002633718.1	18.79718175
LOC111099577	rna-XM_022430895.1	3.0770605
LOC111099578	rna-XM_022430896.1	9.48227825
LOC111099579	rna-XM_022430898.1	0.1066675
LOC111099580	rna-XM_022430920.1	12.05876325
LOC111099581	rna-XM_022430900.1	2.974052
LOC111099582	rna-XM_022430901.1	9.077197
LOC111099583	rna-XM_022430903.1	2.376739
LOC111099584	rna-XM_022430906.1	8.2784375
LOC111099585	rna-XM_022430907.1	15.821424
LOC111099586	rna-XM_022430908.1	0.55200875
LOC111099587	rna-XM_022430915.1	0.54566625
LOC111099588	rna-XM_022430916.1	14.6092415
LOC111099589	rna-XM_022430917.1	16.54316475
LOC111099590	rna-XM_022430918.1	2.1815115
LOC111099591	rna-XM_022430921.1	2.82666625
LOC111099592	rna-XM_022430922.1	4.22463375
LOC111099593	rna-XM_022430926.1	6.296434
LOC111099594	rna-XM_022430932.1	8.564199
LOC111099595	rna-XM_022430928.1	0.1613925
LOC111099596	rna-XM_022430929.1	0.7666515
LOC111099597	rna-XM_022430934.1	8.835854
LOC111099598	rna-XM_022430935.1	4.17187875
LOC111099599	rna-XR_002633723.1	0.49100975
LOC111099600	rna-XM_022430937.1	3.672176
LOC111099601	rna-XM_022430939.1	6.80724925
LOC111099602	rna-XM_022430942.1	0
LOC111099603	rna-XM_022430944.1	7.1299015
LOC111099604	rna-XM_022430955.1	12.26787725
LOC111099605	rna-XM_022430994.1	5.23803525
LOC111099606	rna-XM_022430958.1	2.08082875
LOC111099607	rna-XR_002633724.1	4.390853
LOC111099608	rna-XM_022430959.1	3.2709995
LOC111099609	rna-XM_022430960.1	4.806285
LOC111099610	rna-XM_022430961.1	5.8408965
LOC111099611	rna-XR_002633725.1	11.5203945
LOC111099612	rna-XM_022430967.1	9.34433575
LOC111099613	rna-XM_022430971.1	3.8775175
LOC111099614	rna-XM_022430976.1	2.036979
LOC111099615	rna-XM_022430972.1	6.92714775
LOC111099616	rna-XR_002633727.1	4.05186725
LOC111099617	rna-XM_022430979.1	7.418597
LOC111099618	rna-XM_022430980.1	0.53320425
LOC111099619	rna-XM_022430981.1	0.10487975
LOC111099620	rna-XM_022430982.1	1.79525875
LOC111099621	rna-XM_022430985.1	3.45641875
LOC111099622	rna-XM_022430986.1	3.05394725
LOC111099623	rna-XM_022430987.1	10.13151825
LOC111099624	rna-XR_002633728.1	5.71465425
LOC111099625	rna-XM_022430988.1	3.4286175
LOC111099626	rna-XM_022430989.1	9.00873275
LOC111099627	rna-XM_022430990.1	5.6527095
LOC111099628	rna-XM_022430995.1	15.142643
LOC111099629	rna-XM_022430991.1	8.72576225
LOC111099630	rna-XM_022430992.1	5.2679915
LOC111099631	rna-XM_022430993.1	20.83147525
LOC111099632	rna-XR_002633730.1	0.64503625
LOC111099633	rna-XM_022430999.1	2.05339725
LOC111099634	rna-XM_022431000.1	0
LOC111099635	rna-XR_002633731.1	0.671237
LOC111099636	rna-XR_002633732.1	0
LOC111099637	rna-XR_002633733.1	10.8383805
LOC111099638	rna-XR_002633734.1	8.4202505
LOC111099639	rna-XM_022431002.1	3.4528095
LOC111099640	rna-XR_002633735.1	0.11010975
LOC111099641	rna-XM_022431006.1	1.7244975
LOC111099642	rna-XM_022431007.1	2.4735265
LOC111099643	rna-XM_022431011.1	4.72175825
LOC111099644	rna-XM_022431009.1	0
LOC111099645	rna-XR_002633736.1	3.80221275
LOC111099646	rna-XM_022431012.1	0.40972075
LOC111099647	rna-XR_002633737.1	1.325358
LOC111099648	rna-XM_022431013.1	5.15864175
LOC111099649	rna-XR_002633739.1	0.78612775
LOC111099650	rna-XM_022431016.1	6.4260825
LOC111099651	rna-XM_022431017.1	1.6855805
LOC111099652	rna-XM_022431022.1	6.72055875
LOC111099653	rna-XM_022431018.1	5.304869
LOC111099654	rna-XM_022431019.1	3.172535
LOC111099655	rna-XM_022431023.1	1.18750925
LOC111099656	rna-XM_022431024.1	5.30455
LOC111099657	rna-XM_022431025.1	21.58095075
LOC111099658	rna-XM_022431026.1	7.64232225
LOC111099659	rna-XM_022431039.1	8.8761975
LOC111099660	rna-XM_022431027.1	1.81362475
LOC111099661	rna-XR_002633740.1	4.51711275
LOC111099662	rna-XR_002633741.1	0
LOC111099663	rna-XM_022431029.1	0.7547685
LOC111099664	rna-XM_022431040.1	4.88873375
LOC111099665	rna-XM_022431041.1	1.13540025
LOC111099666	rna-XM_022431042.1	13.3113775
LOC111099667	rna-XM_022431043.1	0
LOC111099668	rna-XM_022431055.1	6.63638425
LOC111099669	rna-XM_022431057.1	5.8099055
LOC111099670	rna-XM_022431060.1	3.7708165
LOC111099671	rna-XM_022431058.1	8.2957935
LOC111099672	gene-LOC111099672	3.40509525
LOC111099673	rna-XR_002633744.1	0.050561
LOC111099674	rna-XM_022431065.1	3.00153
LOC111099675	rna-XR_002633745.1	3.66036325
LOC111099676	rna-XM_022431067.1	15.25678275
LOC111099677	rna-XR_002633751.1	7.49891275
LOC111099678	rna-XM_022431089.1	1.47176725
LOC111099679	rna-XM_022431068.1	6.035438
LOC111099680	rna-XM_022431069.1	8.82663925
LOC111099681	rna-XM_022431070.1	13.766243
LOC111099682	rna-XM_022431072.1	4.130393
LOC111099683	rna-XM_022431074.1	2.76223525
LOC111099684	rna-XM_022431076.1	2.3273695
LOC111099685	rna-XM_022431077.1	3.686628
LOC111099686	rna-XM_022431078.1	0.1756245
LOC111099687	rna-XM_022431082.1	4.1921375
LOC111099688	rna-XM_022431083.1	3.33224275
LOC111099689	rna-XM_022431086.1	1.4924215
LOC111099690	rna-XM_022431088.1	7.79308
LOC111099691	rna-XM_022431090.1	5.0630455
LOC111099692	rna-XM_022431091.1	6.34295325
LOC111099693	rna-XM_022431103.1	14.765038
LOC111099694	rna-XM_022431102.1	8.30505075
LOC111099695	rna-XR_002633748.1	2.701393
LOC111099696	rna-XM_022431104.1	3.534071
LOC111099697	rna-XM_022431107.1	5.70672
LOC111099698	rna-XR_002633749.1	0
LOC111099699	rna-XR_002633750.1	1.85899475
LOC111099700	rna-XM_022431108.1	4.2382265
LOC111099701	rna-XM_022431127.1	6.199679
LOC111099702	rna-XM_022431113.1	6.37846125
LOC111099703	rna-XM_022431115.1	12.8569085
LOC111099704	rna-XM_022431116.1	11.185512
LOC111099705	rna-XM_022431117.1	0.0766675
LOC111099706	rna-XR_002633754.1	2.20458525
LOC111099707	rna-XM_022431118.1	0.167236
LOC111099708	rna-XM_022431119.1	0.8252205
LOC111099709	rna-XR_002633757.1	1.850585
LOC111099710	rna-XR_002633758.1	0.16414275
LOC111099711	rna-XM_022431121.1	0.79558175
LOC111099712	rna-XM_022431125.1	2.69527825
LOC111099713	rna-XM_022431126.1	3.5236895
LOC111099714	rna-XR_002633760.1	1.849316
LOC111099715	rna-XM_022431128.1	8.23324325
LOC111099716	rna-XM_022431129.1	9.8299215
LOC111099717	rna-XM_022431130.1	11.333303
LOC111099718	rna-XM_022431131.1	7.87438975
LOC111099719	rna-XR_002633761.1	0
LOC111099720	rna-XR_002633762.1	0.4397955
LOC111099721	rna-XM_022431136.1	2.258525
LOC111099722	rna-XM_022431137.1	20.00530125
LOC111099723	rna-XM_022431140.1	5.02086875
LOC111099724	rna-XM_022431141.1	6.20649275
LOC111099725	rna-XM_022431142.1	2.3886525
LOC111099726	rna-XM_022431143.1	0
LOC111099727	rna-XM_022431147.1	1.71848275
LOC111099728	rna-XM_022431148.1	3.97844875
LOC111099729	rna-XM_022431149.1	10.54277575
LOC111099730	rna-XM_022431150.1	0
LOC111099731	rna-XM_022431153.1	8.5071635
LOC111099732	rna-XM_022431156.1	8.69213875
LOC111099733	rna-XR_002633764.1	0.5132855
LOC111099734	rna-XM_022431155.1	4.591785
LOC111099735	rna-XM_022431160.1	6.73480875
LOC111099736	rna-XM_022431161.1	9.01707425
LOC111099737	rna-XM_022431163.1	7.03386325
LOC111099738	rna-XM_022431170.1	14.7594055
LOC111099739	rna-XM_022431168.1	5.950749
LOC111099740	rna-XM_022431169.1	7.11939575
LOC111099741	rna-XM_022431171.1	97.204763
LOC111099742	rna-XM_022431172.1	5.98915
LOC111099743	rna-XR_002633768.1	0.90815075
LOC111099744	rna-XM_022431173.1	3.47118025
LOC111099745	rna-XR_002633769.1	4.1249295
LOC111099746	rna-XM_022431177.1	6.27690425
LOC111099747	rna-XM_022431201.1	3.40776975
LOC111099748	rna-XM_022431180.1	7.31706825
LOC111099749	rna-XM_022431182.1	12.891193
LOC111099750	rna-XM_022431183.1	0
LOC111099751	rna-XM_022431224.1	4.56147275
LOC111099752	rna-XM_022431186.1	5.45747575
LOC111099753	rna-XM_022431187.1	1.595884
LOC111099754	rna-XM_022431188.1	4.9713665
LOC111099755	rna-XM_022431191.1	9.64631025
LOC111099756	rna-XM_022431192.1	11.40750275
LOC111099757	rna-XR_002633770.1	10.86622125
LOC111099758	rna-XR_002633771.1	6.88570425
