chr	start	end	mean
cvirNC_035780.1	1838755	1841281	15.1837368333333
cvirNC_035780.1	1840607	1842557	11.6447966666667
cvirNC_035780.1	1848220	1849477	13.9536593333333
cvirNC_035780.1	1856841	1863697	2.33614065
cvirNC_035780.1	1874661	1878188	11.242455
cvirNC_035780.1	1878806	1881983	7.25912383333333
cvirNC_035780.1	1882143	1890106	18.9688846666667
cvirNC_035780.1	1892805	1898535	9.59830616666667
cvirNC_035780.1	1919019	1926830	6.85202983333333
cvirNC_035780.1	1928718	1940217	12.5006586666667
cvirNC_035780.1	1940413	1952761	11.5640646666667
cvirNC_035780.1	1955555	1981097	13.1780388333333
cvirNC_035780.1	1982711	1993041	9.9762855
cvirNC_035780.1	1995230	1997350	11.1656475
cvirNC_035780.1	1997841	1998704	0.615576
cvirNC_035780.1	2002152	2007805	5.29587756666667
cvirNC_035780.1	2008426	2020602	6.1322925
cvirNC_035780.1	2025787	2028053	11.208034
cvirNC_035780.1	2028071	2046722	12.9670133333333
cvirNC_035780.1	2060215	2063945	2.79615283333333
cvirNC_035780.1	2063986	2067024	1.40952666666667
cvirNC_035780.1	2071890	2139231	1.386183
cvirNC_035780.1	2161223	2166803	8.8084305
cvirNC_035780.1	2169616	2170594	7.32966616666667
cvirNC_035780.1	2169940	2198004	7.06834716666667
cvirNC_035780.1	2200370	2214720	12.2918993333333
cvirNC_035780.1	2215606	2223571	5.7480615
cvirNC_035780.1	2260471	2265634	8.0912855
cvirNC_035780.1	2265679	2283419	6.12046566666667
cvirNC_035780.1	2322055	2350944	8.59058833333333
cvirNC_035780.1	2380664	2391321	13.6126183333333
cvirNC_035780.1	2392317	2407896	11.795814
cvirNC_035780.1	2413119	2424450	10.00569175
cvirNC_035780.1	2413594	2416601	11.3717033333333
cvirNC_035780.1	2428485	2437730	8.44589466666667
cvirNC_035780.1	2444648	2446603	11.8168765
cvirNC_035780.1	2460941	2463301	11.772771
cvirNC_035780.1	2463664	2478866	9.516851
cvirNC_035780.1	2478727	2492972	15.9382065
cvirNC_035780.1	2500364	2508028	7.0041675
cvirNC_035780.1	2510379	2516296	9.40325833333333
cvirNC_035780.1	2524425	2553408	14.5084433333333
cvirNC_035780.1	2554181	2599559	15.4970533333333
cvirNC_035780.1	2605983	2613799	16.1433196666667
cvirNC_035780.1	2622064	2630407	11.7129265
cvirNC_035780.1	2636102	2650036	10.6147318285144
cvirNC_035780.1	2650087	2651517	3.40864616666667
cvirNC_035780.1	2653510	2664271	15.095678
cvirNC_035780.1	2665069	2670707	9.91186216666667
cvirNC_035780.1	2677962	2698757	11.3337833333333
cvirNC_035780.1	2715859	2743633	9.51041483333333
cvirNC_035780.1	2743875	2762522	8.84300181889893
cvirNC_035780.1	2764023	2768283	7.06727133333333
cvirNC_035780.1	2768318	2771708	12.5703458333333
cvirNC_035780.1	2836338	2838568	13.1298405
cvirNC_035780.1	2852608	2861907	8.20364616666667
cvirNC_035780.1	2863719	2875976	11.3670426666667
cvirNC_035780.1	2875976	2882219	5.97165033333333
cvirNC_035780.1	2897281	2904164	7.54944116666667
cvirNC_035780.1	2906683	2907477	2.59294933333333
cvirNC_035780.1	2919222	2924444	9.87822816666667
cvirNC_035780.1	2928484	2930094	2.922009
cvirNC_035780.1	2931744	2936496	28.555295
cvirNC_035780.1	2937551	2937621	0.802255833333333
cvirNC_035780.1	2949747	2953009	9.04745916666667
cvirNC_035780.1	2979773	2989042	15.826945
cvirNC_035780.1	2993656	2996780	7.67825883333333
cvirNC_035780.1	2997762	3000443	6.01992183333333
cvirNC_035780.1	3004876	3006396	5.453127
cvirNC_035780.1	3012612	3016387	4.50264846534428
cvirNC_035780.1	3015789	3025125	6.491849
cvirNC_035780.1	3016638	3022277	9.810378
cvirNC_035780.1	3026213	3049596	11.4647851666667
cvirNC_035780.1	3034858	3043005	7.66461566666667
cvirNC_035780.1	3051760	3053547	10.4785058333333
cvirNC_035780.1	3070311	3078520	6.16051166666667
cvirNC_035780.1	3101787	3114765	9.6855635
cvirNC_035780.1	3114949	3115751	5.4205315
cvirNC_035780.1	3123534	3139605	7.07540016666667
cvirNC_035780.1	3141167	3150711	8.04738716666667
cvirNC_035780.1	3155262	3161565	11.5599401666667
cvirNC_035780.1	3189045	3193152	8.015345
cvirNC_035780.1	3196099	3211319	8.59564216666667
cvirNC_035780.1	3211541	3232507	9.98798366666667
cvirNC_035780.1	3233170	3235688	11.6260983333333
cvirNC_035780.1	3238126	3250761	15.426811
cvirNC_035780.1	3245892	3265788	8.20362316666667
cvirNC_035780.1	3323506	3325002	6.27726233333333
cvirNC_035780.1	3341512	3342570	8.2167065
cvirNC_035780.1	3342747	3343880	2.450088
cvirNC_035780.1	3343958	3345355	6.3623145
cvirNC_035780.1	3348104	3354091	5.69926616666667
cvirNC_035780.1	3360585	3366567	8.14163866666667
cvirNC_035780.1	3376106	3379058	4.2637445
cvirNC_035780.1	3379153	3381662	2.46930366666667
cvirNC_035780.1	3399989	3408434	10.7554715
cvirNC_035780.1	3414281	3415915	14.9734658333333
cvirNC_035780.1	3424450	3436311	7.584155
cvirNC_035780.1	3438774	3464408	10.2494073333333
cvirNC_035780.1	3473206	3486317	9.69763233333333
cvirNC_035780.1	3492475	3493506	9.96312123333333
cvirNC_035780.1	3507345	3512512	5.1008495
cvirNC_035780.1	3517611	3518657	9.81711083333333
cvirNC_035780.1	3519458	3522700	6.79526933333333
cvirNC_035780.1	3527994	3528887	10.7277925
cvirNC_035780.1	3537514	3538463	6.2247875
cvirNC_035780.1	3542837	3543632	8.68483983333333
cvirNC_035780.1	3545295	3550207	7.29614833333333
cvirNC_035780.1	3550315	3552602	12.783685
cvirNC_035780.1	3554796	3556838	6.598625
cvirNC_035780.1	3559448	3572274	6.559975
cvirNC_035780.1	3571851	3586138	2.66396198333333
cvirNC_035780.1	3590620	3602303	5.17410233333333
cvirNC_035780.1	3603654	3635803	10.0349921666667
cvirNC_035780.1	3605677	3608565	7.70049616666667
cvirNC_035780.1	3637454	3642567	5.17780316666667
cvirNC_035780.1	3643906	3644577	22.6668346666667
cvirNC_035780.1	3672033	3679631	8.22003183333333
cvirNC_035780.1	3685823	3694132	7.761239
cvirNC_035780.1	3696069	3702892	5.0727945
cvirNC_035780.1	3709487	3731355	7.6868155
cvirNC_035780.1	3742213	3743271	9.25993316666667
cvirNC_035780.1	3746784	3752164	4.89563366666667
cvirNC_035780.1	3752583	3757797	7.33181083333333
cvirNC_035780.1	3758532	3765298	6.90886016666667
cvirNC_035780.1	3766207	3769475	2.09321833333333
cvirNC_035780.1	3771199	3779809	5.30562483333333
cvirNC_035780.1	3779863	3788827	5.47665687232416
cvirNC_035780.1	3793738	3799748	2.47131145
cvirNC_035780.1	3812208	3816668	5.34776916666667
cvirNC_035780.1	3821736	3830259	4.58337616666667
cvirNC_035780.1	3833913	3850572	7.58262366666667
cvirNC_035780.1	3850672	3852462	7.813395
cvirNC_035780.1	3855403	3879259	7.86523766666667
cvirNC_035780.1	3879644	3900475	7.60665233333333
cvirNC_035780.1	3914300	3918047	8.46096866666667
cvirNC_035780.1	3920144	3928549	4.87549816666667
cvirNC_035780.1	3930723	3933945	1.125294
cvirNC_035780.1	3934135	3936908	3.99302216666667
cvirNC_035780.1	3939048	3949872	6.62900031666667
cvirNC_035780.1	3953804	3966889	4.81002116666667
cvirNC_035780.1	3977190	3992465	7.1183975
cvirNC_035780.1	3996432	4013875	7.13140366666667
cvirNC_035780.1	4012455	4013027	4.68282266666667
cvirNC_035780.1	4014035	4018721	8.10383383333333
cvirNC_035780.1	4019514	4023265	9.02004683333333
cvirNC_035780.1	4023314	4027505	0.507633333333333
cvirNC_035780.1	4035331	4046467	7.07727166666667
cvirNC_035780.1	4063705	4068299	5.19914583333333
cvirNC_035780.1	4071898	4073025	18.9645148333333
cvirNC_035780.1	4075792	4090455	7.15116216666667
cvirNC_035780.1	4096590	4100442	13.653562
cvirNC_035780.1	4101243	4105914	5.37019883333333
cvirNC_035780.1	4106001	4111699	7.37099315925517
cvirNC_035780.1	4111587	4123104	7.7343735813277
cvirNC_035780.1	4126655	4142083	8.08816666666667
cvirNC_035780.1	4153587	4165615	8.6637195
cvirNC_035780.1	4168100	4178564	5.79402608333333
cvirNC_035780.1	4180766	4184023	8.3177485
cvirNC_035780.1	4184237	4187276	7.37070583333333
cvirNC_035780.1	4189520	4197602	4.69607733333333
cvirNC_035780.1	4201451	4205190	10.2398058333333
cvirNC_035780.1	4219525	4243840	7.0258675
cvirNC_035780.1	4244302	4263987	6.3877365
cvirNC_035780.1	4267666	4269413	10.5187185
cvirNC_035780.1	4282771	4298209	8.45432283333333
cvirNC_035780.1	4301652	4307708	4.6870325
cvirNC_035780.1	4312895	4317345	2.9464785
cvirNC_035780.1	4330509	4337426	7.05535983333333
cvirNC_035780.1	4342763	4354904	6.46707433333333
cvirNC_035780.1	4354977	4367161	8.33156683333333
cvirNC_035780.1	4368778	4372780	8.63387633333333
cvirNC_035780.1	4373699	4380364	7.45263033333333
cvirNC_035780.1	4382243	4388459	6.33737283333333
cvirNC_035780.1	4389141	4394485	5.83804483333333
cvirNC_035780.1	4397181	4401310	3.72240966666667
cvirNC_035780.1	4408651	4429034	4.91311316666667
cvirNC_035780.1	4528857	4535657	7.383879
cvirNC_035780.1	4538920	4548247	5.73785333333333
cvirNC_035780.1	4557742	4565740	9.5419415
cvirNC_035780.1	4593889	4598966	4.7104425
cvirNC_035780.1	4600555	4637023	10.5479646666667
cvirNC_035780.1	4604009	4606600	4.90612566666667
cvirNC_035780.1	4632147	4635001	8.58199666666667
cvirNC_035780.1	4638763	4655938	8.00633766666667
cvirNC_035780.1	4659717	4675435	6.6365245
cvirNC_035780.1	4681704	4694463	3.7544615
cvirNC_035780.1	4697237	4699348	3.09665116666667
cvirNC_035780.1	4701559	4705850	4.2626585
cvirNC_035780.1	4707053	4710471	4.26288533333333
cvirNC_035780.1	4712174	4712954	5.730921
cvirNC_035780.1	4712962	4726844	3.2781335
cvirNC_035780.1	4741769	4747575	6.47478733333333
cvirNC_035780.1	4749521	4779422	4.48034083333333
cvirNC_035780.1	4790897	4793704	4.33740933333333
cvirNC_035780.1	4801569	4815766	1.54491526666667
cvirNC_035780.1	4821192	4825826	4.09175966666667
cvirNC_035780.1	4847455	4859825	1.96256835
cvirNC_035780.1	4873877	4876877	3.56504903333333
cvirNC_035780.1	4877869	4890053	0.755963
cvirNC_035780.1	4895023	4904987	0.165459833333333
cvirNC_035780.1	4917459	4942587	5.71927683333333
cvirNC_035780.1	4959372	4991977	6.04536966666667
cvirNC_035780.1	4992543	5016848	9.80602283333333
cvirNC_035780.1	5020866	5041322	11.6864556666667
cvirNC_035780.1	5039897	5074279	8.5832005
cvirNC_035780.1	5090616	5128577	7.96892883333333
cvirNC_035780.1	5128880	5129608	10.2660956666667
cvirNC_035780.1	5129687	5139634	10.1628675
cvirNC_035780.1	5170006	5210712	6.49178883333333
cvirNC_035780.1	5226306	5247588	2.07874733333333
cvirNC_035780.1	5256402	5259634	20.1926991666667
cvirNC_035780.1	5268354	5275155	0.0138715
cvirNC_035780.1	5287066	5292105	1.35009783333333
cvirNC_035780.1	5300793	5324822	1.00716375333333
cvirNC_035780.1	5329422	5345609	1.9296955
cvirNC_035780.1	5346926	5349837	4.25335816666667
cvirNC_035780.1	5356777	5361548	1.739688
cvirNC_035780.1	5400975	5403441	8.4654525
cvirNC_035780.1	5404872	5420338	2.04182965
cvirNC_035780.1	5442762	5461992	2.62033216666667
cvirNC_035780.1	5462299	5466084	3.85475066666667
cvirNC_035780.1	5474916	5505507	6.00776966666667
cvirNC_035780.1	5504736	5508280	11.1279095
cvirNC_035780.1	5508309	5527197	3.12576916666667
cvirNC_035780.1	5527458	5918223	3.25323614012769
cvirNC_035780.1	5549998	5566416	91.0750545
cvirNC_035780.1	5739590	5745436	4.28490748533204
cvirNC_035780.1	5748110	5764084	2.49016494675541
cvirNC_035780.1	5768957	5772628	5.62187616666667
cvirNC_035780.1	5779138	5786878	3.5321825
cvirNC_035780.1	5794526	5795387	8.58929333333333
cvirNC_035780.1	5797011	5805118	2.65660733333333
cvirNC_035780.1	5848333	5860906	3.61434775679245
cvirNC_035780.1	5930292	5936120	5.13933133333333
cvirNC_035780.1	5938815	5951391	5.74652883333333
cvirNC_035780.1	5953052	5962871	4.43033916666667
cvirNC_035780.1	5970912	5984287	4.69192618026349
cvirNC_035780.1	5980350	5982751	2.56976666666667
cvirNC_035780.1	5984389	5985241	6.02040516666667
cvirNC_035780.1	5986885	5995339	4.21207616666667
cvirNC_035780.1	6029253	6044691	10.217741855692
cvirNC_035780.1	6079947	6105371	10.7150461666667
cvirNC_035780.1	6105477	6115961	8.578112
cvirNC_035780.1	6128030	6129157	12.9662186666667
cvirNC_035780.1	6131116	6133530	7.56908033333333
cvirNC_035780.1	6132120	6132550	1.44778433333333
cvirNC_035780.1	6137421	6148478	4.34223716666667
cvirNC_035780.1	6151251	6154867	3.764728
cvirNC_035780.1	6162111	6163752	10.8913386666667
cvirNC_035780.1	6165196	6165696	5.3695195
cvirNC_035780.1	6183506	6187835	5.18202583333333
cvirNC_035780.1	6195282	6199711	8.5519845
cvirNC_035780.1	6221881	6223144	10.6824053333333
cvirNC_035780.1	6239612	6242277	18.2092883333333
cvirNC_035780.1	6264833	6267090	6.40696966666667
cvirNC_035780.1	6271912	6276042	10.3191943333333
cvirNC_035780.1	6276925	6279500	7.043109
cvirNC_035780.1	6322730	6334798	6.63433716666667
cvirNC_035780.1	6337712	6355573	10.575305
cvirNC_035780.1	6363290	6363361	7.1848955
cvirNC_035780.1	6364641	6369949	10.2363335
cvirNC_035780.1	6372753	6379231	9.3219185
cvirNC_035780.1	6379352	6383718	7.59627216666667
cvirNC_035780.1	6386501	6388323	9.45342333333333
cvirNC_035780.1	6388510	6406759	10.762492
cvirNC_035780.1	6409665	6416204	147.867878333333
cvirNC_035780.1	6419625	6431055	10.3232373333333
cvirNC_035780.1	6431294	6437528	7.88910316666667
cvirNC_035780.1	6437734	6448112	10.1437729718511
cvirNC_035780.1	6457204	6460225	8.98115066666667
cvirNC_035780.1	6460297	6474099	7.62235833333333
cvirNC_035780.1	6474130	6609428	7.05200066666667
cvirNC_035780.1	6479778	6493047	8.74170766666667
cvirNC_035780.1	6516411	6520870	11.335236
cvirNC_035780.1	6525805	6532825	11.9569725
cvirNC_035780.1	6536379	6539633	6.83962833333333
cvirNC_035780.1	6542095	6544991	6.859439
cvirNC_035780.1	6552195	6558340	0.783926333333333
cvirNC_035780.1	6566125	6570345	8.44523783333333
cvirNC_035780.1	6572349	6578675	9.6328705
cvirNC_035780.1	6581579	6583787	9.47853833333333
cvirNC_035780.1	6593639	6595665	12.976283
cvirNC_035780.1	6600411	6604956	8.68433683333333
cvirNC_035780.1	6609614	6617540	7.9863234033237
cvirNC_035780.1	6618151	6624011	23.8560816666667
cvirNC_035780.1	6626250	6630796	3.17218816666667
cvirNC_035780.1	6637619	6641442	3.87558216666667
cvirNC_035780.1	6642642	6650302	2.83085266666667
cvirNC_035780.1	6651017	6651989	2.907931
cvirNC_035780.1	6653487	6655658	4.42631733333333
cvirNC_035780.1	6676126	6717050	2.00207256666667
cvirNC_035780.1	6721106	6745518	2.48370133333333
cvirNC_035780.1	6746869	6760612	1.79163316666667
cvirNC_035780.1	6760973	6762313	3.3975865
cvirNC_035780.1	6772926	6783600	5.304719
cvirNC_035780.1	6784469	6796441	5.62787716666667
cvirNC_035780.1	6805505	6812307	5.98307266666667
cvirNC_035780.1	6812526	6823506	9.8196185
cvirNC_035780.1	6826798	6832888	4.7548953
cvirNC_035780.1	6841095	6849512	5.07585466666667
cvirNC_035780.1	6852667	6856461	2.16068133333333
cvirNC_035780.1	6858668	6873921	7.24319966666667
cvirNC_035780.1	6878053	6880695	4.09503416666667
cvirNC_035780.1	6882152	6890382	5.54405186666667
cvirNC_035780.1	6890936	6891942	3.50398466666667
cvirNC_035780.1	6893435	6894374	4.74549166666667
cvirNC_035780.1	6911722	6947002	3.23757083333333
cvirNC_035780.1	6957396	6959364	8.743527
cvirNC_035780.1	6966701	6977505	4.83645866666667
cvirNC_035780.1	6979148	6990391	4.40511583333333
cvirNC_035780.1	7016304	7018499	13.03261
cvirNC_035780.1	7067804	7070871	13.0868405
cvirNC_035780.1	7077445	7102942	5.47885133333333
cvirNC_035780.1	7103281	7115773	6.00422316666667
cvirNC_035780.1	7115931	7134979	9.9587035
cvirNC_035780.1	7138117	7143409	693.250336666667
cvirNC_035780.1	7180204	7194894	9.1909235
cvirNC_035780.1	7221259	7230149	14.3820426666667
cvirNC_035780.1	7232704	7235333	13.065791
cvirNC_035780.1	7235566	7250182	15.5445595
cvirNC_035780.1	7260156	7262546	16.1059781666667
cvirNC_035780.1	7262836	7274470	11.4877061666667
cvirNC_035780.1	7295075	7306858	15.52737
cvirNC_035780.1	7307475	7307547	0.911824833333333
cvirNC_035780.1	7313912	7327414	8.18007383333333
cvirNC_035780.1	7330448	7330520	0.936842166666667
cvirNC_035780.1	7331788	7343936	7.8487845
cvirNC_035780.1	7347276	7347348	0.669156833333333
cvirNC_035780.1	7349046	7353965	4.39430683333333
cvirNC_035780.1	7362650	7386171	9.97956666666667
cvirNC_035780.1	7386723	7414898	10.2438726666667
cvirNC_035780.1	7417775	7419604	15.038617
cvirNC_035780.1	7429515	7437794	14.3281416666667
cvirNC_035780.1	7440146	7448256	8.95728433333333
cvirNC_035780.1	7448379	7460184	1.94336333333333
cvirNC_035780.1	7462520	7484110	7.2933125
cvirNC_035780.1	7492336	7498975	2.427696
cvirNC_035780.1	7504984	7518262	7.73430533333333
cvirNC_035780.1	7520664	7533035	7.2779685
cvirNC_035780.1	7537699	7540588	12.21875
cvirNC_035780.1	7540759	7549675	8.29567266666667
cvirNC_035780.1	7542793	7544860	8.23606716666667
cvirNC_035780.1	7544985	7547717	9.80077616666667
cvirNC_035780.1	7553427	7555165	11.6597971666667
cvirNC_035780.1	7571885	7596667	24.1290686666667
cvirNC_035780.1	7599219	7611397	9.78538033333333
cvirNC_035780.1	7623007	7628394	13.0225966666667
cvirNC_035780.1	7638094	7641132	9.73447216666667
cvirNC_035780.1	7644230	7658994	6.73520416666667
cvirNC_035780.1	7696045	7720000	11.2109912990741
cvirNC_035780.1	7748433	7759007	2.39603083333333
cvirNC_035780.1	7769874	7786773	2.07903533333333
cvirNC_035780.1	7813125	7821327	1.9745065
cvirNC_035780.1	7824705	7841626	3.07812483333333
cvirNC_035780.1	7862439	7869860	3.33077333333333
cvirNC_035780.1	7875702	7894869	5.3795111875667
cvirNC_035780.1	7898151	7909318	7.8256205
cvirNC_035780.1	7918111	7929370	12.0789261666667
cvirNC_035780.1	7933283	7961895	9.09571266666667
cvirNC_035780.1	7962010	7966245	5.422381
cvirNC_035780.1	7966292	7970158	10.3974565
cvirNC_035780.1	7970408	7975154	9.24614266666667
cvirNC_035780.1	7975237	7982162	7.69322666666667
cvirNC_035780.1	7993660	7997415	17.6329761666667
cvirNC_035780.1	8003747	8006376	12.3228505
cvirNC_035780.1	8009824	8020164	8.20776166666667
cvirNC_035780.1	8024566	8035529	12.6516826666667
cvirNC_035780.1	8044163	8051650	9.93889816666667
cvirNC_035780.1	8052589	8056490	8.40776166666667
cvirNC_035780.1	8059494	8072390	37.808286
cvirNC_035780.1	8073245	8080186	6.703683
cvirNC_035780.1	8080367	8081692	8.3201185
cvirNC_035780.1	8082685	8084651	9.93583583333333
cvirNC_035780.1	8090370	8098992	10.595134
cvirNC_035780.1	8102203	8103999	15.5367951666667
cvirNC_035780.1	8104314	8116455	10.9433223333333
cvirNC_035780.1	8109797	8111841	43.9710133333333
cvirNC_035780.1	8116419	8120996	11.8742196666667
cvirNC_035780.1	8122845	8129093	7.723919
cvirNC_035780.1	8131059	8135404	6.69089
cvirNC_035780.1	8135483	8152406	7.31298783333333
cvirNC_035780.1	8155358	8158602	17.886718
cvirNC_035780.1	8169904	8172094	13.2036841666667
cvirNC_035780.1	8181103	8186242	11.8106843333333
cvirNC_035780.1	8189591	8196705	9.85934083333333
cvirNC_035780.1	8199563	8237332	6.9571985
cvirNC_035780.1	8218828	8220922	3.8048555
cvirNC_035780.1	8222876	8246047	8.12091166666667
cvirNC_035780.1	8260034	8287945	14.5308
cvirNC_035780.1	8289704	8292618	9.55917666666667
cvirNC_035780.1	8292814	8306980	6.95483914018395
cvirNC_035780.1	8306842	8308416	9.2022295
cvirNC_035780.1	8308657	8310945	7.49759533333333
cvirNC_035780.1	8313010	8314296	3.54966133333333
cvirNC_035780.1	8320999	8326294	6.49802883333333
cvirNC_035780.1	8336198	8339336	7.632474
cvirNC_035780.1	8340399	8352840	7.66362766666667
cvirNC_035780.1	8365125	8376350	7.461044
cvirNC_035780.1	8381914	8388705	3.744399
cvirNC_035780.1	8401040	8404074	13.5995066666667
cvirNC_035780.1	8443750	8445014	9.34330783333333
cvirNC_035780.1	8477172	8482343	14.6572785
cvirNC_035780.1	8492273	8502116	37.72576
cvirNC_035780.1	8508004	8508997	27.6946066666667
cvirNC_035780.1	8512990	8533322	10.5461975
cvirNC_035780.1	8535007	8548200	10.1994856666667
cvirNC_035780.1	8560936	8564456	1.765435
cvirNC_035780.1	8566212	8575984	11.5513525
cvirNC_035780.1	8579031	8579698	4.02119033333333
cvirNC_035780.1	8583544	8586379	4.43636833333333
cvirNC_035780.1	8591587	8595577	0.8989867
cvirNC_035780.1	8602090	8605789	0
cvirNC_035780.1	8608694	8611342	2.58975966666667
cvirNC_035780.1	8612812	8620976	7.67179366666667
cvirNC_035780.1	8635765	8643465	11.5547871497994
cvirNC_035780.1	8644724	8669554	8.37522133333333
cvirNC_035780.1	8672409	8679479	11.6481123333333
cvirNC_035780.1	8679665	8683977	8.85573116666667
cvirNC_035780.1	8684142	8692057	6.51944760248619
cvirNC_035780.1	8692509	8698183	5.51904716666667
cvirNC_035780.1	8698514	8701494	142.94703
cvirNC_035780.1	8705557	8715475	11.8618986666667
cvirNC_035780.1	8717138	8727459	8.934566
cvirNC_035780.1	8734216	8748560	13.7775201666667
cvirNC_035780.1	8752736	8768743	10.8736328333333
cvirNC_035780.1	8761499	8763551	14.2166056666667
cvirNC_035780.1	8769461	8794242	6.5135335
cvirNC_035780.1	8778017	8782462	9.54671283333333
cvirNC_035780.1	8783899	8787293	8.75681983333333
cvirNC_035780.1	8794567	8818934	14.4980483333333
cvirNC_035780.1	8819118	8823985	10.8399985
cvirNC_035780.1	8829533	8833841	11.7843333333333
cvirNC_035780.1	8833968	8837153	8.9437715
cvirNC_035780.1	8842869	8850351	7.882508
cvirNC_035780.1	8851480	8904298	10.5307346666667
cvirNC_035780.1	8878802	8890809	18.3194783333333
cvirNC_035780.1	8891942	8916867	14.649895
cvirNC_035780.1	8919790	8924585	8.7882045
