chr	start	end	methylation_mean
cvirNC_035780.1	444907	453310	1.22178045
cvirNC_035780.1	485479	500367	0.530887708333333
cvirNC_035780.1	502147	508829	0.312362691666667
cvirNC_035780.1	511797	526500	0.327046416666667
cvirNC_035780.1	526525	542191	1.83619955833333
cvirNC_035780.1	527850	534541	10.2066487083333
cvirNC_035780.1	544088	573497	71.7708075
cvirNC_035780.1	573630	585444	74.25549
cvirNC_035780.1	604924	622983	72.5559333333333
cvirNC_035780.1	625970	662443	60.8912625
cvirNC_035780.1	663525	671754	70.9372316666667
cvirNC_035780.1	671959	675504	58.5476975
cvirNC_035780.1	682820	730982	4.02309591666667
cvirNC_035780.1	686400	724737	2.99184240833333
cvirNC_035780.1	731072	776437	52.9563166666667
cvirNC_035780.1	777050	782032	57.12714
cvirNC_035780.1	786318	790538	0.978959733333333
cvirNC_035780.1	790827	792748	16.5174775833333
cvirNC_035780.1	794545	800915	0.291149666666667
cvirNC_035780.1	802779	829369	1.939746875
cvirNC_035780.1	831309	836828	0.0927152233333333
cvirNC_035780.1	841204	844397	0.258203375
cvirNC_035780.1	848082	854748	0.328120791666667
cvirNC_035780.1	860083	865303	0.3875202
cvirNC_035780.1	866950	870208	0.239546240833333
cvirNC_035780.1	873286	876502	0.263852463333333
cvirNC_035780.1	884611	885996	0.216671575
cvirNC_035780.1	886637	897738	0.509246158333333
cvirNC_035780.1	900326	903430	1.9877457
cvirNC_035780.1	904241	905671	0.378215181666667
cvirNC_035780.1	908503	921086	71.9886825
cvirNC_035780.1	921228	923103	22.5214691666667
cvirNC_035780.1	927409	934670	0.416752383333333
cvirNC_035780.1	938662	951816	71.5896283333333
cvirNC_035780.1	957967	963094	1.84220013333333
cvirNC_035780.1	962702	964602	26.2688595416667
cvirNC_035780.1	970363	981628	0.469888791666667
cvirNC_035780.1	984471	995318	72.6231741666667
cvirNC_035780.1	995489	1008165	60.785135
cvirNC_035780.1	1038480	1053423	1.95021388333333
cvirNC_035780.1	1101448	1190874	1.99609106666667
cvirNC_035780.1	1229194	1261514	2.96104343333333
cvirNC_035780.1	1280831	1282416	0.413894529166667
cvirNC_035780.1	1321893	1323311	0
cvirNC_035780.1	1332677	1336216	0.298197066666667
cvirNC_035780.1	1357834	1359771	2.86209348333333
cvirNC_035780.1	1389975	1399847	2.08004345833333
cvirNC_035780.1	1432944	1458091	2.445684925
cvirNC_035780.1	1449970	1456485	1.480957475
cvirNC_035780.1	1503802	1513830	0.473964553333333
cvirNC_035780.1	1513765	1522483	0.6489862
cvirNC_035780.1	1543472	1545772	13.5686324616667
cvirNC_035780.1	1547067	1548720	13.451623825
cvirNC_035780.1	1575100	1575558	0.26894145
cvirNC_035780.1	1584884	1591482	0.491943341666667
cvirNC_035780.1	1630358	1641055	2.33206738333333
cvirNC_035780.1	1674069	1678920	1.04733964166667
cvirNC_035780.1	1720303	1741095	1.64646563333333
cvirNC_035780.1	1763699	1778839	1.97576295
cvirNC_035780.1	1821446	1834660	0.288897808333333
cvirNC_035780.1	1838755	1841281	17.6202540909091
cvirNC_035780.1	1840607	1842557	2.2628025
cvirNC_035780.1	1848220	1849477	0.258866375
cvirNC_035780.1	1856841	1863697	2.38227055833333
cvirNC_035780.1	1874661	1878188	0.390324783333333
cvirNC_035780.1	1878806	1881983	3.95776920833333
cvirNC_035780.1	1882143	1890106	68.2281375
cvirNC_035780.1	1892805	1898535	23.8371602909091
cvirNC_035780.1	1919019	1926830	57.4240925
cvirNC_035780.1	1928718	1940217	72.0229675
cvirNC_035780.1	1940413	1952761	65.637995
cvirNC_035780.1	1955555	1981097	68.7328766666667
cvirNC_035780.1	1982711	1993041	65.1954091666667
cvirNC_035780.1	1995230	1997350	0.271363273333333
cvirNC_035780.1	1997841	1998704	0.916185411111111
cvirNC_035780.1	2002152	2007805	1.23521444166667
cvirNC_035780.1	2008426	2020602	1.74012939166667
cvirNC_035780.1	2025787	2028053	2.590453625
cvirNC_035780.1	2028071	2046722	61.9739666666667
cvirNC_035780.1	2060215	2063945	0.209595327272727
cvirNC_035780.1	2063986	2067024	0.418082254166667
cvirNC_035780.1	2071890	2139231	4.65231225
cvirNC_035780.1	2161223	2166803	0.76988725
cvirNC_035780.1	2169616	2170594	0.745499716666667
cvirNC_035780.1	2169940	2198004	1.300302425
cvirNC_035780.1	2200370	2214720	0.331700975
cvirNC_035780.1	2260471	2265634	0.5615237
cvirNC_035780.1	2265679	2283419	0.277483313333333
cvirNC_035780.1	2322055	2350944	0.543093383333333
cvirNC_035780.1	2380664	2391321	0.627385433333333
cvirNC_035780.1	2392317	2407896	2.46971046666667
cvirNC_035780.1	2413119	2424450	1.38728624166667
cvirNC_035780.1	2413594	2416601	7.3338611
cvirNC_035780.1	2428485	2437730	4.4415692
cvirNC_035780.1	2444648	2446603	0.74661155
cvirNC_035780.1	2460941	2463301	1.23218665
cvirNC_035780.1	2463664	2478866	55.1157666666667
cvirNC_035780.1	2478727	2492972	51.8889225
cvirNC_035780.1	2500364	2508028	4.89225308333333
cvirNC_035780.1	2510379	2516296	8.60865716666667
cvirNC_035780.1	2524425	2553408	51.0049875
cvirNC_035780.1	2554181	2599559	62.7689366666667
cvirNC_035780.1	2605983	2613799	0.718072525
cvirNC_035780.1	2622064	2630407	0.270667691666667
cvirNC_035780.1	2636102	2650036	0.301152016666667
cvirNC_035780.1	2650087	2651517	0.249793486666667
cvirNC_035780.1	2653510	2664271	43.6709433333333
cvirNC_035780.1	2665069	2670707	61.8304675
cvirNC_035780.1	2677962	2698757	45.0462125
cvirNC_035780.1	2715859	2743633	45.4531683333333
cvirNC_035780.1	2743875	2762522	63.6716641666667
cvirNC_035780.1	2764023	2768283	61.1070858333333
cvirNC_035780.1	2768318	2771708	69.7417516666667
cvirNC_035780.1	2836338	2838568	0.259047593333333
cvirNC_035780.1	2852608	2861907	3.20885425
cvirNC_035780.1	2863719	2875976	0.543104491666667
cvirNC_035780.1	2875976	2882219	0.244178166666667
cvirNC_035780.1	2897281	2904164	0.257183275
cvirNC_035780.1	2906683	2907477	0.850090591666667
cvirNC_035780.1	2919222	2924444	67.2420825
cvirNC_035780.1	2928484	2930094	11.1171784416667
cvirNC_035780.1	2931744	2936496	61.038955
cvirNC_035780.1	2937551	2937621	0.392495844444444
cvirNC_035780.1	2949747	2953009	0.306433566666667
cvirNC_035780.1	2979773	2989042	0.633086208333333
cvirNC_035780.1	2993656	2996780	51.8486766666667
cvirNC_035780.1	3004876	3006396	0.3203483475
cvirNC_035780.1	3012612	3016387	0.340173593333333
cvirNC_035780.1	3015789	3025125	12.5823291333333
cvirNC_035780.1	3016638	3022277	32.5018084416667
cvirNC_035780.1	3026213	3049596	4.84768491666667
cvirNC_035780.1	3034858	3043005	50.3695341666667
cvirNC_035780.1	3051760	3053547	0.294766095833333
cvirNC_035780.1	3101787	3114765	0.57595135
cvirNC_035780.1	3114949	3115751	0.276816639166667
cvirNC_035780.1	3123534	3139605	0.539032158333333
cvirNC_035780.1	3141167	3150711	0.66890795
cvirNC_035780.1	3155262	3161565	0.481636375833333
cvirNC_035780.1	3189045	3193152	0.358123908333333
cvirNC_035780.1	3196099	3211319	34.1012775
cvirNC_035780.1	3211541	3232507	16.9442925
cvirNC_035780.1	3233170	3235688	0.283088125
cvirNC_035780.1	3238126	3250761	1.63694640833333
cvirNC_035780.1	3245892	3265788	0.343146758333333
cvirNC_035780.1	3323506	3325002	1.6116247525
cvirNC_035780.1	3348104	3354091	40.9964900909091
cvirNC_035780.1	3360585	3366567	0.301750033333333
cvirNC_035780.1	3399989	3408434	1.53294681666667
cvirNC_035780.1	3414281	3415915	1.509756
cvirNC_035780.1	3424450	3436311	0.351581908333333
cvirNC_035780.1	3438774	3464408	0.508867316666667
cvirNC_035780.1	3473206	3486317	0.312107091666667
cvirNC_035780.1	3492475	3493506	0.220352775833333
cvirNC_035780.1	3507345	3512512	0.75757575
cvirNC_035780.1	3517611	3518657	0.301557553333333
cvirNC_035780.1	3519458	3522700	0.229572673333333
cvirNC_035780.1	3527994	3528887	0.2391264025
cvirNC_035780.1	3537514	3538463	0.23817172
cvirNC_035780.1	3542837	3543632	0.2377495
cvirNC_035780.1	3545295	3550207	1.04645116083333
cvirNC_035780.1	3550315	3552602	0.25695512
cvirNC_035780.1	3554796	3556838	0.2639153575
cvirNC_035780.1	3559448	3572274	11.0583579166667
cvirNC_035780.1	3571851	3586138	24.3989841666667
cvirNC_035780.1	3590620	3602303	62.6342216666667
cvirNC_035780.1	3603654	3635803	29.8709225
cvirNC_035780.1	3605677	3608565	0.1838184075
cvirNC_035780.1	3637454	3642567	49.5623433333333
cvirNC_035780.1	3643906	3644577	2.7315494775
cvirNC_035780.1	3672033	3679631	62.1226075
cvirNC_035780.1	3685823	3694132	1.87518816666667
cvirNC_035780.1	3696069	3702892	70.8652466666667
cvirNC_035780.1	3709487	3731355	3.60873075
cvirNC_035780.1	3742213	3743271	0.446885625
cvirNC_035780.1	3746784	3752164	0.3335270025
cvirNC_035780.1	3752583	3757797	0.550937254166667
cvirNC_035780.1	3758532	3765298	0.213515568333333
cvirNC_035780.1	3766207	3769475	0.699289988333333
cvirNC_035780.1	3771199	3779809	35.2165958333333
cvirNC_035780.1	3779863	3788827	0.606920283333333
cvirNC_035780.1	3793738	3799748	0.207102241666667
cvirNC_035780.1	3812208	3816668	44.6100141666667
cvirNC_035780.1	3821736	3830259	47.8897741666667
cvirNC_035780.1	3833913	3850572	80.1270708333333
cvirNC_035780.1	3855403	3879259	61.7774158333333
cvirNC_035780.1	3879644	3900475	2.34592555833333
cvirNC_035780.1	3914300	3918047	50.1342858333333
cvirNC_035780.1	3920144	3928549	60.775005
cvirNC_035780.1	3930723	3933945	52.1952222222222
cvirNC_035780.1	3934135	3936908	46.1326
cvirNC_035780.1	3939048	3949872	4.1402235
cvirNC_035780.1	3953804	3966889	2.38557233333333
cvirNC_035780.1	3977190	3992465	49.0765733333333
cvirNC_035780.1	3996432	4013875	46.50483
cvirNC_035780.1	4012455	4013027	0.179398166666667
cvirNC_035780.1	4014035	4018721	1.18958304
cvirNC_035780.1	4019514	4023265	0.3288926
cvirNC_035780.1	4023314	4027505	12.5056285916667
cvirNC_035780.1	4035331	4046467	78.61164
cvirNC_035780.1	4063705	4068299	59.3474358333333
cvirNC_035780.1	4071898	4073025	0.251567083333333
cvirNC_035780.1	4075792	4090455	66.8556791666667
cvirNC_035780.1	4096590	4100442	0.511643916666667
cvirNC_035780.1	4101243	4105914	2.02133607416667
cvirNC_035780.1	4106001	4111699	9.546549575
cvirNC_035780.1	4111587	4123104	80.6722008333333
cvirNC_035780.1	4126655	4142083	65.7685233333333
cvirNC_035780.1	4153587	4165615	1.89656493333333
cvirNC_035780.1	4168100	4178564	0.890982691666667
cvirNC_035780.1	4180766	4184023	39.9096533333333
cvirNC_035780.1	4184237	4187276	65.8306475
cvirNC_035780.1	4189520	4197602	70.4808391666667
cvirNC_035780.1	4201451	4205190	58.1062816666667
cvirNC_035780.1	4219525	4243840	4.810625
cvirNC_035780.1	4244302	4263987	67.9855125
cvirNC_035780.1	4267666	4269413	8.43560874083333
cvirNC_035780.1	4282771	4298209	83.0599908333333
cvirNC_035780.1	4301652	4307708	63.3740883333333
cvirNC_035780.1	4312895	4317345	55.162645
cvirNC_035780.1	4330509	4337426	0.715068483333333
cvirNC_035780.1	4342763	4354904	3.89450425
cvirNC_035780.1	4354977	4367161	48.7862775
cvirNC_035780.1	4368778	4372780	4.61468701666667
cvirNC_035780.1	4373699	4380364	0.325801143333333
cvirNC_035780.1	4382243	4388459	0.846362991666667
cvirNC_035780.1	4389141	4394485	0.23628148
cvirNC_035780.1	4408651	4429034	0.760456458333333
cvirNC_035780.1	4528857	4535657	65.4603825
cvirNC_035780.1	4538920	4548247	3.841104575
cvirNC_035780.1	4557742	4565740	57.5021008333333
cvirNC_035780.1	4593889	4598966	54.4425625
cvirNC_035780.1	4600555	4637023	23.6379925
cvirNC_035780.1	4604009	4606600	34.4569585
cvirNC_035780.1	4632147	4635001	0.213884845
cvirNC_035780.1	4638763	4655938	49.1907566666667
cvirNC_035780.1	4659717	4675435	69.7147741666667
cvirNC_035780.1	4681704	4694463	16.9133105
cvirNC_035780.1	4697237	4699348	0.276248691666667
cvirNC_035780.1	4701559	4705850	3.79553632916667
cvirNC_035780.1	4707053	4710471	0.293215333333333
cvirNC_035780.1	4712174	4712954	0.178599857142857
cvirNC_035780.1	4712962	4726844	0.822974883333333
cvirNC_035780.1	4741769	4747575	1.15060443666667
cvirNC_035780.1	4749521	4779422	0.835807158333333
cvirNC_035780.1	4790897	4793704	0.353439722727273
cvirNC_035780.1	4801569	4815766	20.457419575
cvirNC_035780.1	4821192	4825826	0
cvirNC_035780.1	4847455	4859825	1.44487263333333
cvirNC_035780.1	4873877	4876877	0.6398362
cvirNC_035780.1	4877869	4890053	3.759746375
cvirNC_035780.1	4895023	4904987	0.336557954545455
cvirNC_035780.1	4917459	4942587	45.3585291666667
cvirNC_035780.1	4959372	4991977	57.5576316666667
cvirNC_035780.1	4992543	5016848	55.4995725
cvirNC_035780.1	5020866	5041322	63.8292133333333
cvirNC_035780.1	5039897	5074279	61.93288
cvirNC_035780.1	5090616	5128577	58.183605
cvirNC_035780.1	5128880	5129608	67.3870583333333
cvirNC_035780.1	5129687	5139634	59.9556866666667
cvirNC_035780.1	5170006	5210712	31.6710791666667
cvirNC_035780.1	5226306	5247588	34.6098141666667
cvirNC_035780.1	5256402	5259634	22.9282259583333
cvirNC_035780.1	5268354	5275155	0.4817252
cvirNC_035780.1	5287066	5292105	1.76882026666667
cvirNC_035780.1	5300793	5324822	8.31596116666667
cvirNC_035780.1	5329422	5345609	3.2588368
cvirNC_035780.1	5346926	5349837	0.961286225
cvirNC_035780.1	5356777	5361548	6.26940499166667
cvirNC_035780.1	5400975	5403441	11.2643204166667
cvirNC_035780.1	5404872	5420338	4.13808925
cvirNC_035780.1	5442762	5461992	52.05297
cvirNC_035780.1	5462299	5466084	0.274425901666667
cvirNC_035780.1	5474916	5505507	1.74511258333333
cvirNC_035780.1	5504736	5508280	0.8884355
cvirNC_035780.1	5508309	5527197	1.25148604166667
cvirNC_035780.1	5527458	5918223	4.3576795
cvirNC_035780.1	5549998	5566416	3.429860425
cvirNC_035780.1	5739590	5745436	18.4777905425
cvirNC_035780.1	5748110	5764084	7.39709715833333
cvirNC_035780.1	5768957	5772628	0.230633208181818
cvirNC_035780.1	5779138	5786878	27.0710783333333
cvirNC_035780.1	5794526	5795387	0.710503841666667
cvirNC_035780.1	5797011	5805118	54.7020883333333
cvirNC_035780.1	5848333	5860906	32.8700550833333
cvirNC_035780.1	5930292	5936120	32.7949491666667
cvirNC_035780.1	5938815	5951391	0.834533858333333
cvirNC_035780.1	5953052	5962871	1.558585
cvirNC_035780.1	5970912	5984287	14.1798734833333
cvirNC_035780.1	5980350	5982751	0.261352571
cvirNC_035780.1	5984389	5985241	0.203787383333333
cvirNC_035780.1	5986885	5995339	52.4062925
cvirNC_035780.1	6029253	6044691	0.6941062
cvirNC_035780.1	6079947	6105371	38.01706
cvirNC_035780.1	6105477	6115961	75.1887058333333
cvirNC_035780.1	6128030	6129157	0.260835775
cvirNC_035780.1	6131116	6133530	0.25627261
cvirNC_035780.1	6132120	6132550	0.1914224
cvirNC_035780.1	6137421	6148478	3.32628365833333
cvirNC_035780.1	6151251	6154867	0.260666799166667
cvirNC_035780.1	6162111	6163752	2.76875190833333
cvirNC_035780.1	6165196	6165696	6.27816878083333
cvirNC_035780.1	6183506	6187835	0.293238966666667
cvirNC_035780.1	6195282	6199711	0.267780110833333
cvirNC_035780.1	6221881	6223144	2.27272725
cvirNC_035780.1	6239612	6242277	49.8634858333333
cvirNC_035780.1	6264833	6267090	0.919662008333333
cvirNC_035780.1	6271912	6276042	0.682182325
cvirNC_035780.1	6276925	6279500	1.32205202454545
cvirNC_035780.1	6322730	6334798	16.4964691666667
cvirNC_035780.1	6337712	6355573	58.4645233333333
cvirNC_035780.1	6363290	6363361	0.850423291666667
cvirNC_035780.1	6364641	6369949	60.9990291666667
cvirNC_035780.1	6372753	6379231	73.6937016666667
cvirNC_035780.1	6379352	6383718	45.4704925
cvirNC_035780.1	6386501	6388323	49.7234333333333
cvirNC_035780.1	6388510	6406759	68.7363416666667
cvirNC_035780.1	6409665	6416204	62.1965641666667
cvirNC_035780.1	6419625	6431055	72.2932066666667
cvirNC_035780.1	6431294	6437528	54.18657
cvirNC_035780.1	6437734	6448112	61.0702875
cvirNC_035780.1	6457204	6460225	49.5215866666667
cvirNC_035780.1	6460297	6474099	74.55098
cvirNC_035780.1	6474130	6609428	59.5799366666667
cvirNC_035780.1	6479778	6493047	58.5938433333333
cvirNC_035780.1	6516411	6520870	73.7709833333333
cvirNC_035780.1	6525805	6532825	56.6832091666667
cvirNC_035780.1	6536379	6539633	66.8887041666667
cvirNC_035780.1	6542095	6544991	74.1134233333333
cvirNC_035780.1	6552195	6558340	44.7638775
cvirNC_035780.1	6566125	6570345	62.9010491666667
cvirNC_035780.1	6572349	6578675	55.9078558333333
cvirNC_035780.1	6581579	6583787	60.06949
cvirNC_035780.1	6593639	6595665	67.1778541666667
cvirNC_035780.1	6600411	6604956	78.47045
cvirNC_035780.1	6609614	6617540	71.1050475
cvirNC_035780.1	6618151	6624011	65.0425558333333
cvirNC_035780.1	6626250	6630796	3.91410086666667
cvirNC_035780.1	6637619	6641442	0.254262473333333
cvirNC_035780.1	6642642	6650302	5.217066
cvirNC_035780.1	6651017	6651989	0.645007966666667
cvirNC_035780.1	6653487	6655658	4.26418446363636
cvirNC_035780.1	6676126	6717050	20.3107759166667
cvirNC_035780.1	6746869	6760612	0.439392745454545
cvirNC_035780.1	6760973	6762313	0
cvirNC_035780.1	6772926	6783600	5.48876341666667
cvirNC_035780.1	6784469	6796441	59.0245966666667
cvirNC_035780.1	6805505	6812307	30.1121978583333
cvirNC_035780.1	6812526	6823506	40.0942883333333
cvirNC_035780.1	6826798	6832888	0.432601043333333
cvirNC_035780.1	6841095	6849512	0.997944758333333
cvirNC_035780.1	6852667	6856461	0.409862116666667
cvirNC_035780.1	6858668	6873921	0.789794075
cvirNC_035780.1	6878053	6880695	0.365440660833333
cvirNC_035780.1	6882152	6890382	0.5449282125
cvirNC_035780.1	6890936	6891942	0.810858725
cvirNC_035780.1	6893435	6894374	0.28941371
cvirNC_035780.1	6911722	6947002	39.8710308333333
cvirNC_035780.1	6957396	6959364	1.046744
cvirNC_035780.1	6966701	6977505	2.502012
cvirNC_035780.1	6979148	6990391	62.4130083333333
cvirNC_035780.1	7016304	7018499	0.301209666666667
cvirNC_035780.1	7067804	7070871	0.622524731666667
cvirNC_035780.1	7077445	7102942	0.799528125
cvirNC_035780.1	7103281	7115773	61.9178183333333
cvirNC_035780.1	7115931	7134979	28.5074683333333
cvirNC_035780.1	7138117	7143409	0.540966825
cvirNC_035780.1	7180204	7194894	1.86080874166667
cvirNC_035780.1	7221259	7230149	53.0562916666667
cvirNC_035780.1	7232704	7235333	0.256846375
cvirNC_035780.1	7235566	7250182	0.328707816666667
cvirNC_035780.1	7260156	7262546	0.243987765
cvirNC_035780.1	7262836	7274470	0.368422991666667
cvirNC_035780.1	7295075	7306858	71.1982016666667
cvirNC_035780.1	7307475	7307547	0.401269190909091
cvirNC_035780.1	7330448	7330520	0.52278632
cvirNC_035780.1	7331788	7343936	0.386601283333333
cvirNC_035780.1	7347276	7347348	0.1602564125
cvirNC_035780.1	7349046	7353965	66.8500183333333
cvirNC_035780.1	7362650	7386171	1.38624765
cvirNC_035780.1	7386723	7414898	59.2094216666667
cvirNC_035780.1	7417775	7419604	0.268105325
cvirNC_035780.1	7429515	7437794	0.251881275
cvirNC_035780.1	7440146	7448256	0.480335266666667
cvirNC_035780.1	7448379	7460184	0.691963310833333
cvirNC_035780.1	7462520	7484110	0.8296872
cvirNC_035780.1	7492336	7498975	7.18962835833333
cvirNC_035780.1	7504984	7518262	0.686260158333333
cvirNC_035780.1	7520664	7533035	18.6449554166667
cvirNC_035780.1	7537699	7540588	24.9871283333333
cvirNC_035780.1	7540759	7549675	5.82428533333333
cvirNC_035780.1	7542793	7544860	29.7433996666667
cvirNC_035780.1	7544985	7547717	0.30850048
cvirNC_035780.1	7553427	7555165	0.27246905
cvirNC_035780.1	7571885	7596667	20.269065
cvirNC_035780.1	7599219	7611397	44.7420083333333
cvirNC_035780.1	7623007	7628394	0.463056733333333
cvirNC_035780.1	7638094	7641132	62.5637283333333
cvirNC_035780.1	7644230	7658994	29.2644008333333
cvirNC_035780.1	7696045	7720000	0.358629016666667
cvirNC_035780.1	7748433	7759007	0.249527
cvirNC_035780.1	7769874	7786773	0.246441334166667
cvirNC_035780.1	7813125	7821327	0.3926006
cvirNC_035780.1	7824705	7841626	0.419175133333333
cvirNC_035780.1	7862439	7869860	0.254635083333333
cvirNC_035780.1	7875702	7894869	0.780909883333333
cvirNC_035780.1	7898151	7909318	0.97923275
cvirNC_035780.1	7918111	7929370	74.3065791666667
cvirNC_035780.1	7933283	7961895	0.927954641666667
cvirNC_035780.1	7962010	7966245	57.5629658333333
cvirNC_035780.1	7966292	7970158	60.3590658333333
cvirNC_035780.1	7970408	7975154	1.1645782
cvirNC_035780.1	7975237	7982162	0.348798891666667
cvirNC_035780.1	7993660	7997415	0.258323216666667
cvirNC_035780.1	8009824	8020164	6.2014648
cvirNC_035780.1	8024566	8035529	0.244235258333333
cvirNC_035780.1	8044163	8051650	55.3677175
cvirNC_035780.1	8052589	8056490	43.1576033333333
cvirNC_035780.1	8059494	8072390	57.8875275
cvirNC_035780.1	8073245	8080186	57.691965
cvirNC_035780.1	8080367	8081692	46.02055
cvirNC_035780.1	8082685	8084651	44.5582916666667
cvirNC_035780.1	8090370	8098992	59.7471525
cvirNC_035780.1	8102203	8103999	0.3170746
cvirNC_035780.1	8104314	8116455	1.47949810833333
cvirNC_035780.1	8109797	8111841	1.41374656666667
cvirNC_035780.1	8116419	8120996	3.5483134
cvirNC_035780.1	8122845	8129093	1.57112749166667
cvirNC_035780.1	8131059	8135404	0.334666958333333
cvirNC_035780.1	8155358	8158602	32.210685
cvirNC_035780.1	8169904	8172094	0.386961625
cvirNC_035780.1	8181103	8186242	0.301397941666667
cvirNC_035780.1	8189591	8196705	72.624925
cvirNC_035780.1	8199563	8237332	58.62517
cvirNC_035780.1	8218828	8220922	72.01357
cvirNC_035780.1	8222876	8246047	55.5492183333333
cvirNC_035780.1	8260034	8287945	73.3939983333333
cvirNC_035780.1	8289704	8292618	56.7378208333333
cvirNC_035780.1	8292814	8306980	4.52704041666667
cvirNC_035780.1	8306842	8308416	0.346676510833333
cvirNC_035780.1	8308657	8310945	0.26824734
cvirNC_035780.1	8313010	8314296	0.246975708333333
cvirNC_035780.1	8320999	8326294	0.249712933333333
cvirNC_035780.1	8336198	8339336	0.794585231666667
cvirNC_035780.1	8340399	8352840	0.384058783333333
cvirNC_035780.1	8365125	8376350	0.350239533333333
cvirNC_035780.1	8381914	8388705	0.411654325
cvirNC_035780.1	8401040	8404074	0.276639775833333
cvirNC_035780.1	8443750	8445014	0.309341898333333
cvirNC_035780.1	8477172	8482343	0.371319395
cvirNC_035780.1	8492273	8502116	1.46318336666667
cvirNC_035780.1	8508004	8508997	0.242332125
cvirNC_035780.1	8512990	8533322	49.0419233333333
cvirNC_035780.1	8535007	8548200	50.096075
cvirNC_035780.1	8560936	8564456	0.321091189166667
cvirNC_035780.1	8566212	8575984	3.66182955
cvirNC_035780.1	8579031	8579698	0.3421979
cvirNC_035780.1	8583544	8586379	0.3227943575
cvirNC_035780.1	8591587	8595577	2.1237041925
cvirNC_035780.1	8602090	8605789	0.246869068333333
cvirNC_035780.1	8608694	8611342	0.24999
cvirNC_035780.1	8612812	8620976	1.3879047
cvirNC_035780.1	8635765	8643465	4.22216403333333
cvirNC_035780.1	8644724	8669554	61.4955358333333
cvirNC_035780.1	8672409	8679479	6.95777366666667
cvirNC_035780.1	8679665	8683977	58.7066825
cvirNC_035780.1	8684142	8692057	58.9353025
cvirNC_035780.1	8692509	8698183	49.1130925
cvirNC_035780.1	8698514	8701494	52.5459525
cvirNC_035780.1	8705557	8715475	64.1372333333333
cvirNC_035780.1	8717138	8727459	1.43695988333333
cvirNC_035780.1	8734216	8748560	0.361964433333333
cvirNC_035780.1	8752736	8768743	1.714784675
cvirNC_035780.1	8761499	8763551	0.296810756666667
cvirNC_035780.1	8769461	8794242	5.34263175
cvirNC_035780.1	8778017	8782462	0.252920966666667
cvirNC_035780.1	8783899	8787293	0.5660653
cvirNC_035780.1	8794567	8818934	55.4723975
cvirNC_035780.1	8819118	8823985	45.0689191666667
cvirNC_035780.1	8829533	8833841	57.3677466666667
cvirNC_035780.1	8833968	8837153	46.6077133333333
cvirNC_035780.1	8842869	8850351	52.5925008333333
cvirNC_035780.1	8851480	8904298	42.0995275
cvirNC_035780.1	8878802	8890809	48.4886683333333
cvirNC_035780.1	8891942	8916867	53.4834116666667
cvirNC_035780.1	8919790	8924585	56.492965
cvirNC_035780.1	8929145	8941284	61.0221858333333
cvirNC_035780.1	8941429	8943356	18.8910758333333
cvirNC_035780.1	8951007	8951628	0.388352898333333
cvirNC_035780.1	8954063	8955756	0.25192525
cvirNC_035780.1	8971890	8974460	0.407690409166667
cvirNC_035780.1	8990815	8992509	0.31041463
cvirNC_035780.1	9011563	9043404	41.2766875
cvirNC_035780.1	9014476	9020599	1.198981225
cvirNC_035780.1	9020939	9022027	8.16286933333333
cvirNC_035780.1	9052951	9065161	0.852816833333333
cvirNC_035780.1	9067862	9076213	3.86390908333333
cvirNC_035780.1	9080279	9090126	0.461924225
cvirNC_035780.1	9092949	9103065	53.4869483333333
