chr	start	end	mean
cvirNC_035780.1	1919019	1926830	7.1645473
cvirNC_035780.1	1928718	1940217	12.7059583
cvirNC_035780.1	1940413	1952761	13.3728384
cvirNC_035780.1	1955555	1981097	14.0523102
cvirNC_035780.1	1982711	1993041	10.1878393
cvirNC_035780.1	1995230	1997350	11.7883158
cvirNC_035780.1	1997841	1998704	0.3693456
cvirNC_035780.1	2002152	2007805	5.47501654
cvirNC_035780.1	2008426	2020602	7.2826802
cvirNC_035780.1	2025787	2028053	11.4666898
cvirNC_035780.1	2028071	2046722	12.8056723
cvirNC_035780.1	2060215	2063945	3.2537678
cvirNC_035780.1	2063986	2067024	1.6505682
cvirNC_035780.1	2071890	2139231	1.2747663
cvirNC_035780.1	2161223	2166803	9.0879914
cvirNC_035780.1	2169616	2170594	7.6854155
cvirNC_035780.1	2169940	2198004	6.8809276
cvirNC_035780.1	2200370	2214720	12.2329575
cvirNC_035780.1	2215606	2223571	5.3558762
cvirNC_035780.1	2260471	2265634	8.0279099
cvirNC_035780.1	2265679	2283419	6.325487
cvirNC_035780.1	2322055	2350944	8.0543209
cvirNC_035780.1	2380664	2391321	13.4758843
cvirNC_035780.1	2392317	2407896	11.9044806
cvirNC_035780.1	2413119	2424450	10.27275545
cvirNC_035780.1	2413594	2416601	18.8972687
cvirNC_035780.1	2428485	2437730	8.7479688
cvirNC_035780.1	2444648	2446603	11.0921513
cvirNC_035780.1	2460941	2463301	12.1069562
cvirNC_035780.1	2463664	2478866	9.0776271
cvirNC_035780.1	2478727	2492972	14.4450974
cvirNC_035780.1	2500364	2508028	7.427328
cvirNC_035780.1	2510379	2516296	11.0565045
cvirNC_035780.1	2524425	2553408	15.518317
cvirNC_035780.1	2554181	2599559	16.639521
cvirNC_035780.1	2605983	2613799	16.7909203
cvirNC_035780.1	2622064	2630407	11.7103341
cvirNC_035780.1	2636102	2650036	10.6641997932652
cvirNC_035780.1	2650087	2651517	3.069576
cvirNC_035780.1	2653510	2664271	13.1456478
cvirNC_035780.1	2665069	2670707	9.9322952
cvirNC_035780.1	2677962	2698757	12.9608704
cvirNC_035780.1	2715859	2743633	9.6444299
cvirNC_035780.1	2743875	2762522	9.10072078599659
cvirNC_035780.1	2764023	2768283	6.5783267
cvirNC_035780.1	2768318	2771708	12.4740716
cvirNC_035780.1	2836338	2838568	13.1152264
cvirNC_035780.1	2852608	2861907	8.5914676
cvirNC_035780.1	2863719	2875976	11.7558985
cvirNC_035780.1	2875976	2882219	6.0873463
cvirNC_035780.1	2897281	2904164	7.3745476
cvirNC_035780.1	2906683	2907477	2.3427838
cvirNC_035780.1	2919222	2924444	10.7216496
cvirNC_035780.1	2928484	2930094	2.9896686
cvirNC_035780.1	2931744	2936496	31.413559
cvirNC_035780.1	2937551	2937621	1.1924384
cvirNC_035780.1	2949747	2953009	8.4267107
cvirNC_035780.1	2979773	2989042	17.510591
cvirNC_035780.1	2993656	2996780	7.7272885
cvirNC_035780.1	2997762	3000443	6.0318218
cvirNC_035780.1	3004876	3006396	5.2122581
cvirNC_035780.1	3012612	3016387	4.02232260424077
cvirNC_035780.1	3015789	3025125	6.6598927
cvirNC_035780.1	3016638	3022277	8.902741
cvirNC_035780.1	3026213	3049596	11.9701966
cvirNC_035780.1	3034858	3043005	7.6099547
cvirNC_035780.1	3051760	3053547	9.7768996
cvirNC_035780.1	3070311	3078520	6.0268589
cvirNC_035780.1	3101787	3114765	11.3236595
cvirNC_035780.1	3114949	3115751	6.5704459
cvirNC_035780.1	3123534	3139605	6.8432609
cvirNC_035780.1	3141167	3150711	7.8660173
cvirNC_035780.1	3155262	3161565	10.9644785
cvirNC_035780.1	3189045	3193152	7.4481128
cvirNC_035780.1	3196099	3211319	8.5584606
cvirNC_035780.1	3211541	3232507	10.6605858
cvirNC_035780.1	3233170	3235688	11.2524958
cvirNC_035780.1	3238126	3250761	15.9290195
cvirNC_035780.1	3245892	3265788	9.2196179
cvirNC_035780.1	3323506	3325002	5.9455239
cvirNC_035780.1	3341512	3342570	8.125556
cvirNC_035780.1	3342747	3343880	2.5163228
cvirNC_035780.1	3343958	3345355	6.3312064
cvirNC_035780.1	3348104	3354091	5.7929892
cvirNC_035780.1	3360585	3366567	7.3651164
cvirNC_035780.1	3376106	3379058	4.6696927
cvirNC_035780.1	3379153	3381662	3.082781
cvirNC_035780.1	3399989	3408434	10.4404897
cvirNC_035780.1	3414281	3415915	12.7659673
cvirNC_035780.1	3424450	3436311	7.4556336
cvirNC_035780.1	3438774	3464408	10.4661927
cvirNC_035780.1	3473206	3486317	10.3716696
cvirNC_035780.1	3492475	3493506	12.46348074
cvirNC_035780.1	3507345	3512512	4.9345295
cvirNC_035780.1	3517611	3518657	10.3064754
cvirNC_035780.1	3519458	3522700	7.3006235
cvirNC_035780.1	3527994	3528887	21.718137
cvirNC_035780.1	3537514	3538463	6.0746979
cvirNC_035780.1	3542837	3543632	9.2591331
cvirNC_035780.1	3545295	3550207	6.8555098
cvirNC_035780.1	3550315	3552602	13.399837
cvirNC_035780.1	3554796	3556838	6.5579089
cvirNC_035780.1	3559448	3572274	6.4170468
cvirNC_035780.1	3571851	3586138	2.84825569
cvirNC_035780.1	3590620	3602303	5.3967289
cvirNC_035780.1	3603654	3635803	10.3112063
cvirNC_035780.1	3605677	3608565	8.1100894
cvirNC_035780.1	3637454	3642567	5.3071358
cvirNC_035780.1	3643906	3644577	20.9210962
cvirNC_035780.1	3672033	3679631	8.3055632
cvirNC_035780.1	3685823	3694132	8.1651101
cvirNC_035780.1	3696069	3702892	5.211596
cvirNC_035780.1	3709487	3731355	7.1788912
cvirNC_035780.1	3742213	3743271	7.835425
cvirNC_035780.1	3746784	3752164	5.2159673
cvirNC_035780.1	3752583	3757797	7.1213271
cvirNC_035780.1	3758532	3765298	6.8601516
cvirNC_035780.1	3766207	3769475	3.3202425
cvirNC_035780.1	3771199	3779809	5.7665369
cvirNC_035780.1	3779863	3788827	5.30385404266055
cvirNC_035780.1	3793738	3799748	2.13754263
cvirNC_035780.1	3812208	3816668	5.2753169
cvirNC_035780.1	3821736	3830259	4.1956947
cvirNC_035780.1	3833913	3850572	8.3957551
cvirNC_035780.1	3850672	3852462	8.7841941
cvirNC_035780.1	3855403	3879259	7.5651173
cvirNC_035780.1	3879644	3900475	8.0425906
cvirNC_035780.1	3914300	3918047	8.7702815
cvirNC_035780.1	3920144	3928549	5.1381476
cvirNC_035780.1	3930723	3933945	1.153942
cvirNC_035780.1	3934135	3936908	4.1949818
cvirNC_035780.1	3939048	3949872	6.43099169
cvirNC_035780.1	3953804	3966889	6.2648002
cvirNC_035780.1	3977190	3992465	7.9122671
cvirNC_035780.1	3996432	4013875	7.2367399
cvirNC_035780.1	4012455	4013027	4.5616902
cvirNC_035780.1	4014035	4018721	8.404322
cvirNC_035780.1	4019514	4023265	9.4248939
cvirNC_035780.1	4023314	4027505	0.5149666
cvirNC_035780.1	4035331	4046467	8.8862083
cvirNC_035780.1	4063705	4068299	4.5056784
cvirNC_035780.1	4071898	4073025	18.6117208
cvirNC_035780.1	4075792	4090455	7.4801939
cvirNC_035780.1	4096590	4100442	13.3362749
cvirNC_035780.1	4101243	4105914	5.673316
cvirNC_035780.1	4106001	4111699	6.96754092649761
cvirNC_035780.1	4111587	4123104	7.75469616498254
cvirNC_035780.1	4126655	4142083	8.8024014
cvirNC_035780.1	4153587	4165615	7.99644
cvirNC_035780.1	4168100	4178564	6.10502485
cvirNC_035780.1	4180766	4184023	9.0629496
cvirNC_035780.1	4184237	4187276	7.2928291
cvirNC_035780.1	4189520	4197602	5.0778097
cvirNC_035780.1	4201451	4205190	10.5458547
cvirNC_035780.1	4219525	4243840	7.2912226
cvirNC_035780.1	4244302	4263987	7.0956921
cvirNC_035780.1	4267666	4269413	11.3967264
cvirNC_035780.1	4282771	4298209	8.7437289
cvirNC_035780.1	4301652	4307708	5.7340339
cvirNC_035780.1	4312895	4317345	2.691985
cvirNC_035780.1	4330509	4337426	7.4083753
cvirNC_035780.1	4342763	4354904	6.4717884
cvirNC_035780.1	4354977	4367161	8.4550267
cvirNC_035780.1	4368778	4372780	9.1964392
cvirNC_035780.1	4373699	4380364	7.6457106
cvirNC_035780.1	4382243	4388459	6.9150267
cvirNC_035780.1	4389141	4394485	6.4615158
cvirNC_035780.1	4397181	4401310	4.8636011
cvirNC_035780.1	4408651	4429034	5.0331097
cvirNC_035780.1	4528857	4535657	8.1216961
cvirNC_035780.1	4538920	4548247	5.9150158
cvirNC_035780.1	4557742	4565740	9.2711206
cvirNC_035780.1	4593889	4598966	4.8398933
cvirNC_035780.1	4600555	4637023	10.2434824
cvirNC_035780.1	4604009	4606600	4.8708472
cvirNC_035780.1	4632147	4635001	8.9649518
cvirNC_035780.1	4638763	4655938	8.7122503
cvirNC_035780.1	4659717	4675435	7.2193383
cvirNC_035780.1	4681704	4694463	5.279164
cvirNC_035780.1	4697237	4699348	2.9505087
cvirNC_035780.1	4701559	4705850	6.9071128
cvirNC_035780.1	4707053	4710471	4.8373085
cvirNC_035780.1	4712174	4712954	5.4254907
cvirNC_035780.1	4712962	4726844	2.6742075
cvirNC_035780.1	4741769	4747575	6.8152605
cvirNC_035780.1	4749521	4779422	4.3734809
cvirNC_035780.1	4790897	4793704	4.3620586
cvirNC_035780.1	4801569	4815766	1.42485394
cvirNC_035780.1	4821192	4825826	3.939742
cvirNC_035780.1	4847455	4859825	2.12362351
cvirNC_035780.1	4873877	4876877	2.96565002
cvirNC_035780.1	4877869	4890053	1.1056203
cvirNC_035780.1	4895023	4904987	0.2337657
cvirNC_035780.1	4917459	4942587	4.8051089
cvirNC_035780.1	4959372	4991977	6.7803826
cvirNC_035780.1	4992543	5016848	10.3474608
cvirNC_035780.1	5020866	5041322	11.2615057
cvirNC_035780.1	5039897	5074279	8.3657916
cvirNC_035780.1	5090616	5128577	8.5404088
cvirNC_035780.1	5128880	5129608	9.6601011
cvirNC_035780.1	5129687	5139634	10.4777276
cvirNC_035780.1	5170006	5210712	7.4125968
cvirNC_035780.1	5226306	5247588	1.8056984
cvirNC_035780.1	5256402	5259634	25.1329645
cvirNC_035780.1	5268354	5275155	0.0132214
cvirNC_035780.1	5287066	5292105	1.0979001
cvirNC_035780.1	5300793	5324822	0.843619768
cvirNC_035780.1	5329422	5345609	1.8743063
cvirNC_035780.1	5346926	5349837	4.2441118
cvirNC_035780.1	5356777	5361548	1.4064661
cvirNC_035780.1	5400975	5403441	8.095971
cvirNC_035780.1	5404872	5420338	1.22509779
cvirNC_035780.1	5442762	5461992	1.9199947
cvirNC_035780.1	5462299	5466084	3.0032041
cvirNC_035780.1	5474916	5505507	5.8418136
cvirNC_035780.1	5504736	5508280	13.5624834
cvirNC_035780.1	5508309	5527197	2.9375559
cvirNC_035780.1	5527458	5918223	3.20236498546987
cvirNC_035780.1	5549998	5566416	66.5097264
cvirNC_035780.1	5739590	5745436	3.9222162647969
cvirNC_035780.1	5748110	5764084	2.48086043061564
cvirNC_035780.1	5768957	5772628	4.7698471
cvirNC_035780.1	5779138	5786878	3.3889969
cvirNC_035780.1	5794526	5795387	8.3631273
cvirNC_035780.1	5797011	5805118	2.64892107391304
cvirNC_035780.1	5848333	5860906	3.05116908532075
cvirNC_035780.1	5930292	5936120	4.6788121
cvirNC_035780.1	5938815	5951391	5.366448
cvirNC_035780.1	5953052	5962871	4.72794492
cvirNC_035780.1	5970912	5984287	4.26815935720801
cvirNC_035780.1	5980350	5982751	2.9145149
cvirNC_035780.1	5984389	5985241	6.3904412
cvirNC_035780.1	5986885	5995339	3.7204465
cvirNC_035780.1	6029253	6044691	10.0110748710074
cvirNC_035780.1	6079947	6105371	10.0013135
cvirNC_035780.1	6105477	6115961	8.0375398
cvirNC_035780.1	6128030	6129157	12.3011143
cvirNC_035780.1	6131116	6133530	7.6536484
cvirNC_035780.1	6132120	6132550	1.3400811
cvirNC_035780.1	6137421	6148478	3.8013608
cvirNC_035780.1	6151251	6154867	3.4917873
cvirNC_035780.1	6162111	6163752	11.6112099
cvirNC_035780.1	6165196	6165696	8.0559475
cvirNC_035780.1	6183506	6187835	4.6217645
cvirNC_035780.1	6195282	6199711	7.7705944
cvirNC_035780.1	6221881	6223144	10.7930757
cvirNC_035780.1	6239612	6242277	18.342869
cvirNC_035780.1	6264833	6267090	6.2339023
cvirNC_035780.1	6271912	6276042	10.9137553
cvirNC_035780.1	6276925	6279500	5.4602748
cvirNC_035780.1	6322730	6334798	6.6360206
cvirNC_035780.1	6337712	6355573	9.7331433
cvirNC_035780.1	6363290	6363361	7.8623599
cvirNC_035780.1	6364641	6369949	11.3032981
cvirNC_035780.1	6372753	6379231	9.0477058
cvirNC_035780.1	6379352	6383718	6.8133772
cvirNC_035780.1	6386501	6388323	8.3384459
cvirNC_035780.1	6388510	6406759	10.0584104
cvirNC_035780.1	6409665	6416204	178.464724
cvirNC_035780.1	6419625	6431055	10.2831219
cvirNC_035780.1	6431294	6437528	7.3999589
cvirNC_035780.1	6437734	6448112	10.277837878476
cvirNC_035780.1	6457204	6460225	8.1601903
cvirNC_035780.1	6460297	6474099	7.9437921
cvirNC_035780.1	6474130	6609428	7.0498221
cvirNC_035780.1	6479778	6493047	8.516993
cvirNC_035780.1	6516411	6520870	11.3153957
cvirNC_035780.1	6525805	6532825	11.0297419
cvirNC_035780.1	6536379	6539633	7.5378415
cvirNC_035780.1	6542095	6544991	7.3843209
cvirNC_035780.1	6552195	6558340	0.7533734
cvirNC_035780.1	6566125	6570345	7.5737012
cvirNC_035780.1	6572349	6578675	9.315063
cvirNC_035780.1	6581579	6583787	8.978001
cvirNC_035780.1	6593639	6595665	12.1014471
cvirNC_035780.1	6600411	6604956	8.5097687
cvirNC_035780.1	6609614	6617540	7.63315988800578
cvirNC_035780.1	6618151	6624011	23.15806
cvirNC_035780.1	6626250	6630796	4.510862
cvirNC_035780.1	6637619	6641442	3.6009107
cvirNC_035780.1	6642642	6650302	2.5530492
cvirNC_035780.1	6651017	6651989	2.9034425
cvirNC_035780.1	6653487	6655658	3.8340305
cvirNC_035780.1	6676126	6717050	1.63947494
cvirNC_035780.1	6721106	6745518	2.2319458
cvirNC_035780.1	6746869	6760612	1.3927459
cvirNC_035780.1	6760973	6762313	2.4130026
cvirNC_035780.1	6772926	6783600	5.2840936
cvirNC_035780.1	6784469	6796441	4.5954706
cvirNC_035780.1	6805505	6812307	6.2234208
cvirNC_035780.1	6812526	6823506	9.4541843
cvirNC_035780.1	6826798	6832888	5.05426398
cvirNC_035780.1	6841095	6849512	5.7115725
cvirNC_035780.1	6852667	6856461	1.8482749
cvirNC_035780.1	6858668	6873921	5.6812267
cvirNC_035780.1	6878053	6880695	4.096609
cvirNC_035780.1	6882152	6890382	5.77266792
cvirNC_035780.1	6890936	6891942	3.3199553
cvirNC_035780.1	6893435	6894374	4.1556351
cvirNC_035780.1	6911722	6947002	2.3654143
cvirNC_035780.1	6957396	6959364	7.6183559
cvirNC_035780.1	6966701	6977505	5.5323058
cvirNC_035780.1	6979148	6990391	4.8452788
cvirNC_035780.1	7016304	7018499	12.1774155
cvirNC_035780.1	7067804	7070871	13.0424932
cvirNC_035780.1	7077445	7102942	5.1074144
cvirNC_035780.1	7103281	7115773	6.0600833
cvirNC_035780.1	7115931	7134979	9.2790576
cvirNC_035780.1	7138117	7143409	512.169669
cvirNC_035780.1	7180204	7194894	8.7279252
cvirNC_035780.1	7221259	7230149	12.5392993
cvirNC_035780.1	7232704	7235333	12.4811704
cvirNC_035780.1	7235566	7250182	14.0250458
cvirNC_035780.1	7260156	7262546	16.563934
cvirNC_035780.1	7262836	7274470	10.9089008
cvirNC_035780.1	7295075	7306858	16.091877
cvirNC_035780.1	7307475	7307547	0.9029648
cvirNC_035780.1	7313912	7327414	8.0943629
cvirNC_035780.1	7330448	7330520	0.917769
cvirNC_035780.1	7331788	7343936	7.5047483
cvirNC_035780.1	7347276	7347348	0.5337589
cvirNC_035780.1	7349046	7353965	4.2399048
cvirNC_035780.1	7362650	7386171	9.9535988
cvirNC_035780.1	7386723	7414898	10.4070918
cvirNC_035780.1	7417775	7419604	14.6695253
cvirNC_035780.1	7429515	7437794	13.9562109
cvirNC_035780.1	7440146	7448256	10.9713566
cvirNC_035780.1	7448379	7460184	1.8858654
cvirNC_035780.1	7462520	7484110	6.9893027
cvirNC_035780.1	7492336	7498975	3.0384323
cvirNC_035780.1	7504984	7518262	7.3739472
cvirNC_035780.1	7520664	7533035	6.751741
cvirNC_035780.1	7537699	7540588	11.8649234
cvirNC_035780.1	7540759	7549675	8.177338
cvirNC_035780.1	7542793	7544860	7.6961175
cvirNC_035780.1	7544985	7547717	9.0795962
cvirNC_035780.1	7553427	7555165	11.2438548
cvirNC_035780.1	7571885	7596667	21.5266792
cvirNC_035780.1	7599219	7611397	9.6663529
cvirNC_035780.1	7623007	7628394	12.6759743
cvirNC_035780.1	7638094	7641132	10.3696121
cvirNC_035780.1	7644230	7658994	6.626033
cvirNC_035780.1	7696045	7720000	11.0137425744444
cvirNC_035780.1	7748433	7759007	2.3670736
cvirNC_035780.1	7769874	7786773	1.5976724
cvirNC_035780.1	7813125	7821327	2.2944934
cvirNC_035780.1	7824705	7841626	3.5848435
cvirNC_035780.1	7862439	7869860	2.7330811
cvirNC_035780.1	7875702	7894869	4.98537619338314
cvirNC_035780.1	7898151	7909318	7.156052
cvirNC_035780.1	7918111	7929370	12.6436197
cvirNC_035780.1	7933283	7961895	9.2248336
cvirNC_035780.1	7962010	7966245	5.3966722
cvirNC_035780.1	7966292	7970158	10.1186566
cvirNC_035780.1	7970408	7975154	8.8049957
cvirNC_035780.1	7975237	7982162	6.8254561
cvirNC_035780.1	7993660	7997415	17.1799617
cvirNC_035780.1	8003747	8006376	11.8574205
cvirNC_035780.1	8009824	8020164	7.9808936
cvirNC_035780.1	8024566	8035529	12.6757019
cvirNC_035780.1	8044163	8051650	10.234606
cvirNC_035780.1	8052589	8056490	8.2347202
cvirNC_035780.1	8059494	8072390	45.7971224
cvirNC_035780.1	8073245	8080186	7.0702572
cvirNC_035780.1	8080367	8081692	7.0829207
cvirNC_035780.1	8082685	8084651	9.5464269
cvirNC_035780.1	8090370	8098992	10.0911604
cvirNC_035780.1	8102203	8103999	15.4130377
cvirNC_035780.1	8104314	8116455	10.874853
cvirNC_035780.1	8109797	8111841	33.173791
cvirNC_035780.1	8116419	8120996	12.1211952
cvirNC_035780.1	8122845	8129093	7.2455239
cvirNC_035780.1	8131059	8135404	6.9292848
cvirNC_035780.1	8135483	8152406	6.8854466
cvirNC_035780.1	8155358	8158602	17.5277976
cvirNC_035780.1	8169904	8172094	11.8519875
cvirNC_035780.1	8181103	8186242	12.3986992
cvirNC_035780.1	8189591	8196705	10.0088239
cvirNC_035780.1	8199563	8237332	6.8305019
cvirNC_035780.1	8218828	8220922	3.7936739
cvirNC_035780.1	8222876	8246047	7.7541529
cvirNC_035780.1	8260034	8287945	15.373458
cvirNC_035780.1	8289704	8292618	8.7571029
cvirNC_035780.1	8292814	8306980	6.413452938281
cvirNC_035780.1	8306842	8308416	8.8215395
cvirNC_035780.1	8308657	8310945	7.5404868
cvirNC_035780.1	8313010	8314296	2.8626823
cvirNC_035780.1	8320999	8326294	5.7659034
cvirNC_035780.1	8336198	8339336	7.6985132
cvirNC_035780.1	8340399	8352840	7.300792
cvirNC_035780.1	8365125	8376350	6.9775948
cvirNC_035780.1	8381914	8388705	3.6274561
cvirNC_035780.1	8401040	8404074	14.8207167
cvirNC_035780.1	8443750	8445014	10.3358885
cvirNC_035780.1	8477172	8482343	16.5823887
cvirNC_035780.1	8492273	8502116	35.168268
cvirNC_035780.1	8508004	8508997	24.695496
cvirNC_035780.1	8512990	8533322	10.7142356
cvirNC_035780.1	8535007	8548200	9.7924954
cvirNC_035780.1	8560936	8564456	2.2048166
cvirNC_035780.1	8566212	8575984	11.0468055
cvirNC_035780.1	8579031	8579698	3.4190361
cvirNC_035780.1	8583544	8586379	5.083777
cvirNC_035780.1	8591587	8595577	1.97370041
cvirNC_035780.1	8602090	8605789	0.93715434
cvirNC_035780.1	8608694	8611342	3.5084962
cvirNC_035780.1	8612812	8620976	7.4449408
cvirNC_035780.1	8635765	8643465	10.4782838898796
cvirNC_035780.1	8644724	8669554	7.9498443
cvirNC_035780.1	8672409	8679479	11.585729
cvirNC_035780.1	8679665	8683977	9.0151689
cvirNC_035780.1	8684142	8692057	6.07333318049724
cvirNC_035780.1	8692509	8698183	5.3951535
cvirNC_035780.1	8698514	8701494	130.30679
cvirNC_035780.1	8705557	8715475	11.3058353
cvirNC_035780.1	8717138	8727459	9.1168026
cvirNC_035780.1	8734216	8748560	14.050187
cvirNC_035780.1	8752736	8768743	10.2983639
cvirNC_035780.1	8761499	8763551	14.5104353
cvirNC_035780.1	8769461	8794242	6.0798769
cvirNC_035780.1	8778017	8782462	9.751902
cvirNC_035780.1	8783899	8787293	8.4840441
cvirNC_035780.1	8794567	8818934	14.9141
cvirNC_035780.1	8819118	8823985	11.2153376
cvirNC_035780.1	8829533	8833841	11.2438403
cvirNC_035780.1	8833968	8837153	9.2909695
cvirNC_035780.1	8842869	8850351	7.6975094
cvirNC_035780.1	8851480	8904298	10.8503835
cvirNC_035780.1	8878802	8890809	18.628298
cvirNC_035780.1	8891942	8916867	14.903132
cvirNC_035780.1	8919790	8924585	8.4696493
cvirNC_035780.1	8929145	8941284	6.7845674
cvirNC_035780.1	8941429	8943356	14.798534
cvirNC_035780.1	8951007	8951628	5.1869751
cvirNC_035780.1	8954063	8955756	5.9512369
cvirNC_035780.1	8971890	8974460	7.1375553
cvirNC_035780.1	8990815	8992509	7.4285314
cvirNC_035780.1	9011563	9043404	3.7275141
cvirNC_035780.1	9014476	9020599	8.3593364
cvirNC_035780.1	9020939	9022027	7.6252052
cvirNC_035780.1	9052951	9065161	8.9489598
cvirNC_035780.1	9067862	9076213	12.161021
cvirNC_035780.1	9080279	9090126	10.1644334
cvirNC_035780.1	9092949	9103065	8.415643
cvirNC_035780.1	9103662	9111843	10.4227749
cvirNC_035780.1	9112791	9142652	16.3519765
cvirNC_035780.1	9143133	9157522	13.3912276
cvirNC_035780.1	9175214	9177793	0
cvirNC_035780.1	9192178	9194613	0
cvirNC_035780.1	9197675	9209800	3.6290296
cvirNC_035780.1	9251266	9256988	7.1042542
cvirNC_035780.1	9288063	9301976	4.8188737
cvirNC_035780.1	9301979	9310666	3.336942
cvirNC_035780.1	9311083	9317549	3.6894762
cvirNC_035780.1	9324834	9326769	2.2728076
cvirNC_035780.1	9333963	9338256	3.8698261
cvirNC_035780.1	9342567	9346455	2.7524562
cvirNC_035780.1	9360834	9362819	5.9876579
