GO.ID,Term,Annotated,Significant,Expected,classic
GO:0140013,meiotic nuclear division,178,21,8.72,0.00018
GO:0060255,regulation of macromolecule metabolic pr...,5721,333,280.3,0.00018
GO:0021537,telencephalon development,231,25,11.32,0.00018
GO:0061008,hepaticobiliary system development,105,15,5.14,0.00018
GO:0006807,nitrogen compound metabolic process,12800,689,627.13,0.00018
GO:0009059,macromolecule biosynthetic process,7587,429,371.72,0.00019
GO:0060341,regulation of cellular localization,970,73,47.52,0.00019
GO:0001754,eye photoreceptor cell differentiation,141,18,6.91,0.00019
GO:0048207,vesicle targeting, rough ER to cis-Golgi,26,7,1.27,0.00019
GO:0048208,COPII vesicle coating,26,7,1.27,0.00019
GO:0033043,regulation of organelle organization,1088,80,53.31,0.00020
GO:0098876,vesicle-mediated transport to the plasma...,130,17,6.37,0.00021
GO:0000278,mitotic cell cycle,1192,86,58.4,0.00021
GO:0006893,Golgi to plasma membrane transport,84,13,4.12,0.00022
GO:0031023,microtubule organizing center organizati...,143,18,7.01,0.00023
GO:0031323,regulation of cellular metabolic process,5700,331,279.27,0.00023
GO:0007098,centrosome cycle,131,17,6.42,0.00023
GO:0080090,regulation of primary metabolic process,5319,311,260.6,0.00024
GO:0006139,nucleobase-containing compound metabolic...,7157,406,350.65,0.00024
GO:0010556,regulation of macromolecule biosynthetic...,4654,276,228.02,0.00024
GO:0006013,mannose metabolic process,13,5,0.64,0.00026
GO:0009057,macromolecule catabolic process,1476,102,72.32,0.00028
GO:0140014,mitotic nuclear division,265,27,12.98,0.00028
GO:0046605,regulation of centrosome cycle,45,9,2.2,0.00028
GO:0007052,mitotic spindle organization,122,16,5.98,0.00031
GO:1901565,organonitrogen compound catabolic proces...,1464,101,71.73,0.00031
GO:0071702,organic substance transport,3415,209,167.32,0.00032
GO:0051345,positive regulation of hydrolase activit...,413,37,20.23,0.00032
GO:0042462,eye photoreceptor cell development,99,14,4.85,0.00033
GO:0006475,internal protein amino acid acetylation,148,18,7.25,0.00035
GO:0031326,regulation of cellular biosynthetic proc...,4760,280,233.21,0.00037
GO:0006473,protein acetylation,175,20,8.57,0.00038
GO:1902116,negative regulation of organelle assembl...,21,6,1.03,0.00039
GO:0021680,cerebellar Purkinje cell layer developme...,29,7,1.42,0.00040
GO:0009889,regulation of biosynthetic process,4786,281,234.49,0.00040
GO:0010468,regulation of gene expression,4503,266,220.62,0.00042
GO:0061136,regulation of proteasomal protein catabo...,126,16,6.17,0.00045
GO:0001889,liver development,102,14,5,0.00045
GO:0072383,plus-end-directed vesicle transport alon...,4,3,0.2,0.00045
GO:0072386,plus-end-directed organelle transport al...,4,3,0.2,0.00045
GO:0015931,nucleobase-containing compound transport,288,28,14.11,0.00046
GO:0016573,histone acetylation,139,17,6.81,0.00047
GO:0006901,vesicle coating,30,7,1.47,0.00050
GO:0090114,COPII-coated vesicle budding,30,7,1.47,0.00050
GO:0000910,cytokinesis,276,27,13.52,0.00053
GO:0044087,regulation of cellular component biogene...,1006,73,49.29,0.00054
GO:0021695,cerebellar cortex development,49,9,2.4,0.00055
GO:0098534,centriole assembly,49,9,2.4,0.00055
GO:0021694,cerebellar Purkinje cell layer formation,15,5,0.73,0.00056
GO:0021702,cerebellar Purkinje cell differentiation,15,5,0.73,0.00056
GO:0051656,establishment of organelle localization,395,35,19.35,0.00056
GO:0043933,protein-containing complex organization,2058,133,100.83,0.00058
GO:0010826,negative regulation of centrosome duplic...,9,4,0.44,0.00059
GO:0046606,negative regulation of centrosome cycle,9,4,0.44,0.00059
GO:0006396,RNA processing,1095,78,53.65,0.00060
GO:0033059,cellular pigmentation,60,10,2.94,0.00062
GO:0099111,microtubule-based transport,143,17,7.01,0.00065
GO:0036498,IRE1-mediated unfolded protein response,23,6,1.13,0.00067
GO:0051276,chromosome organization,653,51,31.99,0.00074
GO:0018205,peptidyl-lysine modification,356,32,17.44,0.00075
GO:0018393,internal peptidyl-lysine acetylation,145,17,7.1,0.00076
GO:0048199,vesicle targeting, to, from or within Go...,32,7,1.57,0.00076
GO:0000070,mitotic sister chromatid segregation,186,20,9.11,0.00084
GO:0000819,sister chromatid segregation,200,21,9.8,0.00086
GO:0030049,muscle filament sliding,24,6,1.18,0.00086
GO:0051056,regulation of small GTPase mediated sign...,242,24,11.86,0.00086
GO:0006903,vesicle targeting,42,8,2.06,0.00086
GO:0007041,lysosomal transport,85,12,4.16,0.00087
GO:2000060,positive regulation of ubiquitin-depende...,74,11,3.63,0.00091
GO:0007420,brain development,774,58,37.92,0.00092
GO:0006725,cellular aromatic compound metabolic pro...,7595,422,372.11,0.00096
GO:0060322,head development,809,60,39.64,0.00097
GO:0043543,protein acylation,202,21,9.9,0.00097
GO:1903047,mitotic cell cycle process,1012,72,49.58,0.00100
GO:0051173,positive regulation of nitrogen compound...,2199,139,107.74,0.00105
GO:0070841,inclusion body assembly,17,5,0.83,0.00106
GO:0033275,actin-myosin filament sliding,25,6,1.22,0.00108
GO:0035608,protein deglutamylation,5,3,0.24,0.00109
GO:0034504,protein localization to nucleus,275,26,13.47,0.00109
GO:0016050,vesicle organization,442,37,21.66,0.00114
GO:0032436,positive regulation of proteasomal ubiqu...,65,10,3.18,0.00118
GO:0090307,mitotic spindle assembly,65,10,3.18,0.00118
GO:0046483,heterocycle metabolic process,7536,418,369.22,0.00119
GO:0010824,regulation of centrosome duplication,44,8,2.16,0.00119
GO:0021953,central nervous system neuron differenti...,138,16,6.76,0.00121
GO:0016310,phosphorylation,1384,93,67.81,0.00123
GO:0051726,regulation of cell cycle,990,70,48.5,0.00137
GO:0018394,peptidyl-lysine acetylation,153,17,7.5,0.00139
GO:0006914,autophagy,416,35,20.38,0.00140
GO:0061919,process utilizing autophagic mechanism,416,35,20.38,0.00140
GO:0140056,organelle localization by membrane tethe...,140,16,6.86,0.00141
GO:0045935,positive regulation of nucleobase-contai...,1391,93,68.15,0.00143
GO:0097106,postsynaptic density organization,11,4,0.54,0.00143
GO:0099084,postsynaptic specialization organization,11,4,0.54,0.00143
GO:0043687,post-translational protein modification,1909,122,93.53,0.00145
GO:0045893,positive regulation of DNA-templated tra...,1079,75,52.87,0.00148
GO:0010501,RNA secondary structure unwinding,56,9,2.74,0.00150
GO:0043967,histone H4 acetylation,56,9,2.74,0.00150
GO:0035556,intracellular signal transduction,2642,162,129.44,0.00150
GO:0072657,protein localization to membrane,387,33,18.96,0.00151
GO:0022406,membrane docking,141,16,6.91,0.00152
GO:0010970,transport along microtubule,128,15,6.27,0.00152
GO:0000122,negative regulation of transcription by ...,561,44,27.49,0.00153
GO:0007264,small GTPase mediated signal transductio...,497,40,24.35,0.00153
GO:0030900,forebrain development,372,32,18.23,0.00154
GO:0007099,centriole replication,46,8,2.25,0.00161
GO:0021954,central nervous system neuron developmen...,46,8,2.25,0.00161
GO:1902680,positive regulation of RNA biosynthetic ...,1085,75,53.16,0.00172
GO:0007034,vacuolar transport,143,16,7.01,0.00176
GO:0009987,cellular process,22672,1142,1110.81,0.00178
GO:0009132,nucleoside diphosphate metabolic process,19,5,0.93,0.00183
GO:0006352,DNA-templated transcription initiation,144,16,7.06,0.00189
GO:0022411,cellular component disassembly,424,35,20.77,0.00192
GO:0016197,endosomal transport,158,17,7.74,0.00197
GO:1901360,organic cyclic compound metabolic proces...,7984,438,391.17,0.00203
GO:0035065,regulation of histone acetylation,28,6,1.37,0.00203
GO:0009056,catabolic process,3090,185,151.39,0.00204
GO:0021534,cell proliferation in hindbrain,12,4,0.59,0.00207
GO:0021924,cell proliferation in external granule l...,12,4,0.59,0.00207
GO:0021930,cerebellar granule cell precursor prolif...,12,4,0.59,0.00207
GO:0032006,regulation of TOR signaling,70,10,3.43,0.00210
GO:0009992,intracellular water homeostasis,6,3,0.29,0.00210
GO:0050790,regulation of catalytic activity,1607,104,78.73,0.00218
GO:0050877,nervous system process,1096,75,53.7,0.00223
GO:0032434,regulation of proteasomal ubiquitin-depe...,95,12,4.65,0.00232
GO:0034260,negative regulation of GTPase activity,20,5,0.98,0.00234
GO:0070646,protein modification by small protein re...,217,21,10.63,0.00237
GO:0032466,negative regulation of cytokinesis,2,2,0.1,0.00240
GO:0034757,negative regulation of iron ion transpor...,2,2,0.1,0.00240
GO:0060327,cytoplasmic actin-based contraction invo...,2,2,0.1,0.00240
GO:0090239,regulation of histone H4 acetylation,2,2,0.1,0.00240
GO:1903056,regulation of melanosome organization,2,2,0.1,0.00240
GO:1903671,negative regulation of sprouting angioge...,2,2,0.1,0.00240
GO:1903697,negative regulation of microvillus assem...,2,2,0.1,0.00240
GO:0044237,cellular metabolic process,13107,691,642.17,0.00250
GO:0032879,regulation of localization,1941,122,95.1,0.00258
GO:1903052,positive regulation of proteolysis invol...,84,11,4.12,0.00261
GO:0010564,regulation of cell cycle process,611,46,29.94,0.00270
GO:0090630,activation of GTPase activity,61,9,2.99,0.00275
GO:0051321,meiotic cell cycle,309,27,15.14,0.00276
GO:0031929,TOR signaling,85,11,4.16,0.00287
GO:0046474,glycerophospholipid biosynthetic process,150,16,7.35,0.00287
GO:0044249,cellular biosynthetic process,9257,500,453.54,0.00292
GO:0021692,cerebellar Purkinje cell layer morphogen...,21,5,1.03,0.00295
GO:0043085,positive regulation of catalytic activit...,918,64,44.98,0.00298
GO:0008333,endosome to lysosome transport,40,7,1.96,0.00300
GO:0021696,cerebellar cortex morphogenesis,40,7,1.96,0.00300
GO:0048854,brain morphogenesis,40,7,1.96,0.00300
GO:0034641,cellular nitrogen compound metabolic pro...,8265,450,404.94,0.00306
GO:0071824,protein-DNA complex organization,342,29,16.76,0.00306
GO:0031399,regulation of protein modification proce...,1149,77,56.29,0.00336
GO:0051128,regulation of cellular component organiz...,2565,155,125.67,0.00336
GO:0042176,regulation of protein catabolic process,268,24,13.13,0.00338
GO:0007417,central nervous system development,1062,72,52.03,0.00339
GO:0061512,protein localization to cilium,41,7,2.01,0.00347
GO:1903050,regulation of proteolysis involved in pr...,167,17,8.18,0.00352
GO:0035973,aggrephagy,7,3,0.34,0.00354
GO:0044821,meiotic telomere tethering at nuclear pe...,7,3,0.34,0.00354
GO:0070197,meiotic attachment of telomere to nuclea...,7,3,0.34,0.00354
GO:0072710,response to hydroxyurea,7,3,0.34,0.00354
GO:0016192,vesicle-mediated transport,2346,143,114.94,0.00355
GO:0010256,endomembrane system organization,554,42,27.14,0.00357
GO:0006468,protein phosphorylation,1294,85,63.4,0.00364
GO:0019886,antigen processing and presentation of e...,22,5,1.08,0.00367
GO:0032465,regulation of cytokinesis,64,9,3.14,0.00384
GO:1901673,regulation of mitotic spindle assembly,14,4,0.69,0.00387
GO:2000114,regulation of establishment of cell pola...,14,4,0.69,0.00387
GO:0030036,actin cytoskeleton organization,775,55,37.97,0.00394
GO:0044839,cell cycle G2/M phase transition,183,18,8.97,0.00394
GO:0051254,positive regulation of RNA metabolic pro...,1245,82,61,0.00397
GO:0090224,regulation of spindle organization,42,7,2.06,0.00399
GO:0051234,establishment of localization,6123,340,299.99,0.00400
GO:0044271,cellular nitrogen compound biosynthetic ...,5812,324,284.76,0.00407
GO:0048536,spleen development,32,6,1.57,0.00414
GO:0022037,metencephalon development,90,11,4.41,0.00448
GO:0006895,Golgi to endosome transport,23,5,1.13,0.00450
GO:0021955,central nervous system neuron axonogenes...,23,5,1.13,0.00450
GO:0021543,pallium development,157,16,7.69,0.00451
GO:0010498,proteasomal protein catabolic process,545,41,26.7,0.00451
GO:1901800,positive regulation of proteasomal prote...,78,10,3.82,0.00468
GO:0032984,protein-containing complex disassembly,201,19,9.85,0.00480
GO:0006367,transcription initiation at RNA polymera...,91,11,4.46,0.00488
GO:0045132,meiotic chromosome segregation,91,11,4.46,0.00488
GO:1901564,organonitrogen compound metabolic proces...,8337,451,408.47,0.00491
GO:0007409,axonogenesis,648,47,31.75,0.00494
GO:0016071,mRNA metabolic process,733,52,35.91,0.00500
GO:0045732,positive regulation of protein catabolic...,131,14,6.42,0.00501
GO:0045017,glycerolipid biosynthetic process,173,17,8.48,0.00504
GO:0003008,system process,1780,111,87.21,0.00505
GO:0045019,negative regulation of nitric oxide bios...,15,4,0.73,0.00507
GO:0051299,centrosome separation,15,4,0.73,0.00507
GO:1904406,negative regulation of nitric oxide meta...,15,4,0.73,0.00507
GO:0006810,transport,6010,333,294.46,0.00507
GO:0045995,regulation of embryonic development,55,8,2.69,0.00509
GO:0006809,nitric oxide biosynthetic process,44,7,2.16,0.00521
GO:0008283,cell population proliferation,3806,219,186.47,0.00521
GO:0000086,G2/M transition of mitotic cell cycle,174,17,8.53,0.00534
GO:0051302,regulation of cell division,132,14,6.47,0.00536
GO:0017196,N-terminal peptidyl-methionine acetylati...,8,3,0.39,0.00546
GO:0035459,vesicle cargo loading,8,3,0.39,0.00546
GO:0097240,chromosome attachment to the nuclear env...,8,3,0.39,0.00546
GO:0048499,synaptic vesicle membrane organization,24,5,1.18,0.00546
GO:0090659,walking behavior,24,5,1.18,0.00546
GO:0006508,proteolysis,1640,103,80.35,0.00556
GO:0008152,metabolic process,15512,803,760,0.00561
GO:0006283,transcription-coupled nucleotide-excisio...,34,6,1.67,0.00565
GO:0060236,regulation of mitotic spindle organizati...,34,6,1.67,0.00565
GO:0009893,positive regulation of metabolic process,2831,167,138.7,0.00601
GO:0050794,regulation of cellular process,11925,628,584.26,0.00601
GO:0030326,embryonic limb morphogenesis,134,14,6.57,0.00612
GO:0045944,positive regulation of transcription by ...,793,55,38.85,0.00623
GO:0006796,phosphate-containing compound metabolic ...,3062,179,150.02,0.00638
GO:0016579,protein deubiquitination,192,18,9.41,0.00647
GO:0043981,histone H4-K5 acetylation,16,4,0.78,0.00650
GO:0043982,histone H4-K8 acetylation,16,4,0.78,0.00650
GO:0030182,neuron differentiation,1961,120,96.08,0.00654
GO:0035994,response to muscle stretch,35,6,1.71,0.00654
GO:2000756,regulation of peptidyl-lysine acetylatio...,35,6,1.71,0.00654
GO:0021987,cerebral cortex development,108,12,5.29,0.00664
GO:0006661,phosphatidylinositol biosynthetic proces...,95,11,4.65,0.00675
GO:1901873,regulation of post-translational protein...,284,24,13.91,0.00691
GO:0043414,macromolecule methylation,223,20,10.93,0.00692
GO:1901576,organic substance biosynthetic process,9437,504,462.36,0.00694
GO:0035303,regulation of dephosphorylation,136,14,6.66,0.00696
GO:0061572,actin filament bundle organization,136,14,6.66,0.00696
GO:0009292,horizontal gene transfer,3,2,0.15,0.00696
GO:0009294,DNA-mediated transformation,3,2,0.15,0.00696
GO:0032510,endosome to lysosome transport via multi...,3,2,0.15,0.00696
GO:0035610,protein side chain deglutamylation,3,2,0.15,0.00696
GO:0060982,coronary artery morphogenesis,3,2,0.15,0.00696
GO:0070166,enamel mineralization,3,2,0.15,0.00696
GO:0097107,postsynaptic density assembly,3,2,0.15,0.00696
GO:0098698,postsynaptic specialization assembly,3,2,0.15,0.00696
GO:0051090,regulation of DNA-binding transcription ...,269,23,13.18,0.00704
GO:0006793,phosphorus metabolic process,3109,181,152.32,0.00715
GO:0043473,pigmentation,165,16,8.08,0.00724
GO:0002495,antigen processing and presentation of p...,26,5,1.27,0.00779
GO:0090169,regulation of spindle assembly,26,5,1.27,0.00779
GO:0018206,peptidyl-methionine modification,9,3,0.44,0.00789
GO:0035518,histone H2A monoubiquitination,9,3,0.44,0.00789
GO:0070070,proton-transporting V-type ATPase comple...,9,3,0.44,0.00789
GO:0070072,vacuolar proton-transporting V-type ATPa...,9,3,0.44,0.00789
GO:0097119,postsynaptic density protein 95 clusteri...,9,3,0.44,0.00789
GO:0051298,centrosome duplication,84,10,4.12,0.00790
GO:0009894,regulation of catabolic process,804,55,39.39,0.00813
GO:0048666,neuron development,1681,104,82.36,0.00816
GO:0003338,metanephros morphogenesis,17,4,0.83,0.00818
GO:0033522,histone H2A ubiquitination,17,4,0.83,0.00818
GO:0046486,glycerolipid metabolic process,320,26,15.68,0.00833
GO:0035113,embryonic appendage morphogenesis,139,14,6.81,0.00839
GO:0001895,retina homeostasis,72,9,3.53,0.00839
GO:0055006,cardiac cell development,60,8,2.94,0.00864
GO:0071241,cellular response to inorganic substance,243,21,11.91,0.00866
GO:1902531,regulation of intracellular signal trans...,1484,93,72.71,0.00867
GO:0030029,actin filament-based process,859,58,42.09,0.00868
GO:0065003,protein-containing complex assembly,1725,106,84.52,0.00918
GO:0007030,Golgi organization,113,12,5.54,0.00943
GO:0006360,transcription by RNA polymerase I,49,7,2.4,0.00946
GO:0019882,antigen processing and presentation,61,8,2.99,0.00953
GO:1990778,protein localization to cell periphery,185,17,9.06,0.00967
GO:0071704,organic substance metabolic process,14794,765,724.83,0.00969
GO:1901983,regulation of protein acetylation,38,6,1.86,0.00983
GO:0000212,meiotic spindle organization,18,4,0.88,0.01011
GO:0006700,C21-steroid hormone biosynthetic process,18,4,0.88,0.01011
GO:0036158,outer dynein arm assembly,18,4,0.88,0.01011
GO:1902850,microtubule cytoskeleton organization in...,201,18,9.85,0.01019
GO:0021587,cerebellum morphogenesis,50,7,2.45,0.01054
GO:0051168,nuclear export,172,16,8.43,0.01060
GO:0045892,negative regulation of DNA-templated tra...,886,59,43.41,0.01071
GO:0048741,skeletal muscle fiber development,28,5,1.37,0.01074
GO:0021549,cerebellum development,88,10,4.31,0.01085
GO:0009650,UV protection,10,3,0.49,0.01086
GO:0030033,microvillus assembly,10,3,0.49,0.01086
GO:0042438,melanin biosynthetic process,10,3,0.49,0.01086
GO:0010604,positive regulation of macromolecule met...,2651,155,129.88,0.01092
GO:0006206,pyrimidine nucleobase metabolic process,39,6,1.91,0.01114
GO:0006913,nucleocytoplasmic transport,312,25,15.29,0.01124
GO:0051169,nuclear transport,312,25,15.29,0.01124
GO:0018022,peptidyl-lysine methylation,102,11,5,0.01132
GO:1902679,negative regulation of RNA biosynthetic ...,889,59,43.56,0.01142
GO:0007127,meiosis I,116,12,5.68,0.01149
GO:0060415,muscle tissue morphogenesis,63,8,3.09,0.01150
GO:0051592,response to calcium ion,219,19,10.73,0.01164
GO:0048699,generation of neurons,2037,122,99.8,0.01166
GO:0070201,regulation of establishment of protein l...,612,43,29.98,0.01169
GO:0050772,positive regulation of axonogenesis,76,9,3.72,0.01181
GO:1901874,negative regulation of post-translationa...,76,9,3.72,0.01181
GO:0140694,non-membrane-bounded organelle assembly,511,37,25.04,0.01194
GO:0031056,regulation of histone modification,103,11,5.05,0.01212
GO:0051494,negative regulation of cytoskeleton orga...,103,11,5.05,0.01212
GO:0043161,proteasome-mediated ubiquitin-dependent ...,495,36,24.25,0.01222
GO:0009058,biosynthetic process,9529,505,466.87,0.01230
GO:0021952,central nervous system projection neuron...,19,4,0.93,0.01232
GO:0051782,negative regulation of cell division,19,4,0.93,0.01232
GO:0022008,neurogenesis,2247,133,110.09,0.01241
GO:0002504,antigen processing and presentation of p...,29,5,1.42,0.01246
GO:0035995,detection of muscle stretch,29,5,1.42,0.01246
GO:0048769,sarcomerogenesis,29,5,1.42,0.01246
GO:0007076,mitotic chromosome condensation,40,6,1.96,0.01258
GO:0035176,social behavior,40,6,1.96,0.01258
GO:0043001,Golgi to plasma membrane protein transpo...,64,8,3.14,0.01260
GO:0009060,aerobic respiration,146,14,7.15,0.01262
GO:0048523,negative regulation of cellular process,4738,263,232.14,0.01263
GO:0055007,cardiac muscle cell differentiation,77,9,3.77,0.01281
GO:0007015,actin filament organization,397,30,19.45,0.01289
GO:0008380,RNA splicing,397,30,19.45,0.01289
GO:0046209,nitric oxide metabolic process,52,7,2.55,0.01298
GO:0035279,miRNA-mediated gene silencing by mRNA de...,4,2,0.2,0.01347
GO:0036089,cleavage furrow formation,4,2,0.2,0.01347
GO:0036353,histone H2A-K119 monoubiquitination,4,2,0.2,0.01347
GO:0044351,macropinocytosis,4,2,0.2,0.01347
GO:0060024,rhythmic synaptic transmission,4,2,0.2,0.01347
GO:0070966,nuclear-transcribed mRNA catabolic proce...,4,2,0.2,0.01347
GO:0090666,scaRNA localization to Cajal body,4,2,0.2,0.01347
GO:1903748,negative regulation of establishment of ...,4,2,0.2,0.01347
GO:1904861,excitatory synapse assembly,4,2,0.2,0.01347
GO:2000586,regulation of platelet-derived growth fa...,4,2,0.2,0.01347
GO:0051017,actin filament bundle assembly,133,13,6.52,0.01369
GO:0045494,photoreceptor cell maintenance,65,8,3.18,0.01377
GO:0015980,energy derivation by oxidation of organi...,254,21,12.44,0.01381
GO:0006885,regulation of pH,78,9,3.82,0.01387
GO:0030324,lung development,119,12,5.83,0.01389
GO:0006397,mRNA processing,483,35,23.66,0.01403
GO:0006479,protein methylation,148,14,7.25,0.01409
GO:0008213,protein alkylation,148,14,7.25,0.01409
GO:0014013,regulation of gliogenesis,53,7,2.6,0.01434
GO:0021575,hindbrain morphogenesis,53,7,2.6,0.01434
GO:0043124,negative regulation of canonical NF-kapp...,53,7,2.6,0.01434
GO:0021533,cell differentiation in hindbrain,30,5,1.47,0.01437
GO:0021772,olfactory bulb development,30,5,1.47,0.01437
GO:0031641,regulation of myelination,30,5,1.47,0.01437
GO:0043496,regulation of protein homodimerization a...,30,5,1.47,0.01437
GO:0045428,regulation of nitric oxide biosynthetic ...,30,5,1.47,0.01437
GO:0080164,regulation of nitric oxide metabolic pro...,30,5,1.47,0.01437
GO:0009185,ribonucleoside diphosphate metabolic pro...,11,3,0.54,0.01440
GO:0034398,telomere tethering at nuclear periphery,11,3,0.54,0.01440
GO:0035066,positive regulation of histone acetylati...,11,3,0.54,0.01440
GO:0043403,skeletal muscle tissue regeneration,11,3,0.54,0.01440
