gene_ids,controls_FPKM_Coeff_of_Var,exposed_FPKM_Coeff_of_Var
gene-LOC111099222,0.185444359583353,0.611573527540329
gene-LOC111099223,0.812308928341053,1.68829895576372
gene-LOC111099224,0.515244602025297,0.5225207556403
gene-LOC111099225,0.383535909033968,0.760855245135895
gene-LOC111099226,0.24702827750859,0.288971633067994
gene-LOC111099227,0.487882184473478,0.463186603080294
gene-LOC111099228,0.608819623990546,1.04320127401006
gene-LOC111099229,0.504629843275648,0.893143944630474
gene-LOC111099230,0.705304784658329,1.04328122823674
gene-LOC111099246,0.729002600970322,1.15943373500403
gene-LOC111099262,0.426026271932279,1.05425015855616
gene-LOC111099278,1.16372850275627,1.23908196124159
gene-LOC111099289,0.487798735131594,1.01648650131778
gene-LOC111099300,0.241548198638587,0.227486760576732
gene-LOC111099316,0.44685581264459,0.505677419291199
gene-LOC111099327,0.143416984056796,0.396497451925224
gene-LOC111099343,0.141274439888045,0.30504362549336
gene-LOC111099359,0.699401927803962,0.216912841481475
gene-LOC111099375,0.037428695103053,0.316530972603701
gene-LOC111099408,0.58272797759669,0.809271403193585
gene-LOC111099409,2.02687325400149,2.48199718611771
gene-LOC111099410,0.365299589880679,0.696775986668608
gene-LOC111099411,0.814276819595068,2.91681547239451
gene-LOC111099412,1.2788176876635,2.91681547239451
gene-LOC111099413,1.39624926346198,1.19723197744669
gene-LOC111099414,0.757173729079939,0.909846585624
gene-LOC111099415,1.2061427373025,1.21543637126885
gene-LOC111099416,0.411839343648525,0.639174041603843
gene-LOC111099417,1.2844381990509,1.27366906034783
gene-LOC111099418,0.596756585726921,0.82717358506864
gene-LOC111099419,0.448080321795417,0.952796960377917
gene-LOC111099420,0.37511679411679,0.43908301842352
gene-LOC111099421,0.533065135206077,1.08645033588098
gene-LOC111099422,1.4530421003486,2.91681547239451
gene-LOC111099423,1.29104779728654,2.91681547239451
gene-LOC111099424,0.506053476696881,0.405281681509991
gene-LOC111099425,NA,1.9576763318746
gene-LOC111099426,0.206767129864612,0.304921314867369
gene-LOC111099427,0.375999610889127,0.241830758240711
gene-LOC111099428,0.454349979667741,0.509857180284544
gene-LOC111099429,0.314411300168425,0.496031637514767
gene-LOC111099430,1.15432797410291,1.28691118419339
gene-LOC111099431,NA,2.91681547239451
gene-LOC111099432,1.08752284458096,2.1983656694259
gene-LOC111099433,1.62504463977076,0.975116532976019
gene-LOC111099434,0.598930652329328,0.689495981266319
gene-LOC111099435,NA,NA
gene-LOC111099436,0.971588721371883,0.905083663263329
gene-LOC111099437,0.307018699918649,0.333103058055451
gene-LOC111099438,0.522230922629651,2.5066842299452
gene-LOC111099439,0.78887982810663,0.384972934717709
gene-LOC111099440,0.335428985389104,0.513964707226688
gene-LOC111099441,NA,NA
gene-LOC111099442,0.341758445058202,0.259919827130399
gene-LOC111099443,0.120835595390379,0.271544429288157
gene-LOC111099444,1.02132351716065,2.03958642233809
gene-LOC111099445,0.488321702567912,1.01480582219151
gene-LOC111099446,0.161538550074794,0.224326632939358
gene-LOC111099447,0.613364343021901,1.04497372969384
gene-LOC111099448,0.498470249256557,1.88368619604498
gene-LOC111099449,0.578215600181439,0.873618972378352
gene-LOC111099450,0.325644957814463,0.688963240558713
gene-LOC111099451,0.639679088157268,0.831829085842751
gene-LOC111099452,NA,NA
gene-LOC111099453,0.421947111428073,1.48230182481292
gene-LOC111099454,0.803991762698594,0.51359956152921
gene-LOC111099455,0.554884385978386,1.14610351208881
gene-LOC111099456,NA,1.59858795694244
gene-LOC111099457,0.679711366258506,0.684110095444151
gene-LOC111099458,1.12706053588454,0.331196905436732
gene-LOC111099459,0.33084855870501,0.282822417155246
gene-LOC111099460,0.923014832853912,0.328993854961746
gene-LOC111099461,0.430140582539116,0.405034093233177
gene-LOC111099462,0.428930508828231,1.24199684699596
gene-LOC111099463,1.366018663065,2.91681547239451
gene-LOC111099464,0.421978303711208,0.63493890601425
gene-LOC111099465,1.34977168210096,1.28572661653089
gene-LOC111099466,2.125,NA
gene-LOC111099467,0.0289519614046615,0.742275266096009
gene-LOC111099468,0.333318924741651,0.791712016108032
gene-LOC111099469,0.373922107430236,1.28817307704028
gene-LOC111099470,0.301226796629524,0.325201166742033
gene-LOC111099471,0.178515764444311,0.137695050982072
gene-LOC111099472,2.125,2.91681547239451
gene-LOC111099473,0.716274969921953,2.91681547239451
gene-LOC111099474,0.666318050244998,0.916696684320652
gene-LOC111099475,0.62258126213906,1.9827117493687
gene-LOC111099476,0.438703232018661,0.981508023016604
gene-LOC111099477,0.458503458744423,0.417017556540918
gene-LOC111099478,0.308311478164428,0.278424590576034
gene-LOC111099479,0.251342157391947,0.263796237086608
gene-LOC111099480,0.495366250069587,2.91681547239451
gene-LOC111099481,0.4278770788841,0.245437687252364
gene-LOC111099482,1.37284098491153,1.9829879015944
gene-LOC111099483,0.110560446601453,0.21929534830702
gene-LOC111099484,0.515862400659916,0.233351010317276
gene-LOC111099485,0.587821337877514,0.550902137195528
gene-LOC111099486,NA,NA
gene-LOC111099487,0.463895558882341,0.829557196046678
gene-LOC111099488,NA,2.91681547239451
gene-LOC111099489,0.29505691772839,0.79694961539796
gene-LOC111099490,0.508805979978492,0.564134178060436
gene-LOC111099491,2.125,2.91681547239451
gene-LOC111099492,0.317746984061662,0.513810778740567
gene-LOC111099493,0.258900942221636,2.91681547239451
gene-LOC111099494,0.525883416669024,0.73211772268423
gene-LOC111099495,1.24976734741481,2.20715878263521
gene-LOC111099496,0.556409051865136,0.199326733784809
gene-LOC111099497,1.20817611278142,NA
gene-LOC111099498,1.2870616686589,1.34481523348126
gene-LOC111099499,1.59137446949732,1.89280835517948
gene-LOC111099500,0.670283388129134,1.6949832410835
gene-LOC111099501,NA,2.91681547239451
gene-LOC111099502,0.199912991213569,0.382069006748959
gene-LOC111099503,0.471572466778608,1.34483841129208
gene-LOC111099504,0.68464849205375,1.66196035986678
gene-LOC111099505,0.766409931209751,0.976422604128872
gene-LOC111099506,1.34262137559678,1.14895570580903
gene-LOC111099507,0.458382016703772,1.45236515083401
gene-LOC111099508,0.679113115729308,1.95559676611037
gene-LOC111099509,0.63213647919893,1.23848063814465
gene-LOC111099510,0.806543270444062,2.13478955786957
gene-LOC111099511,0.494277558198537,0.195454361216026
gene-LOC111099512,1.25678233413319,2.01273110581493
gene-LOC111099513,1.26752466091029,1.57100170998687
gene-LOC111099514,0.516769077269313,0.730445552905583
gene-LOC111099515,2.125,2.51429722906827
gene-LOC111099516,2.03688010746767,1.86540402000182
gene-LOC111099517,0.0711143448895664,0.175571142351054
gene-LOC111099518,0.280557862970214,1.71572747076814
gene-LOC111099519,0.19311649260756,0.262069649233275
gene-LOC111099520,0.943008988393033,2.91681547239451
gene-LOC111099521,0.492024458711338,1.24750436147719
gene-LOC111099522,0.47805069922768,0.368662119446447
gene-LOC111099523,0.184498198725887,0.344624021043029
gene-LOC111099524,0.125984529172503,0.243334122795086
gene-LOC111099525,0.485592626206748,1.38180330685317
gene-LOC111099526,0.518731445467302,1.87137748880174
gene-LOC111099527,0.527360423353423,1.8896193179124
gene-LOC111099528,0.534250408003208,2.09859951786435
gene-LOC111099529,0.208141172992024,0.808319833286086
gene-LOC111099530,0.514450987011392,1.44906989451127
gene-LOC111099531,0.202887404382204,0.231214081635702
gene-LOC111099532,1.2270028781745,2.91681547239451
gene-LOC111099533,0.542447679537316,0.544179315326029
gene-LOC111099534,0.957657534136773,0.701975411907982
gene-LOC111099535,0.892631928493428,1.28674688239794
gene-LOC111099536,1.16609467363899,2.57742093547541
gene-LOC111099537,0.497570542212749,2.29178008484691
gene-LOC111099538,0.503842277580233,0.787694027598276
gene-LOC111099539,0.596878010923085,0.844584374125884
gene-LOC111099540,0.65801154978651,1.04730405804346
gene-LOC111099541,2.125,1.44495447057439
gene-LOC111099542,1.00577436341536,NA
gene-LOC111099543,0.823902604922947,1.19135016490383
gene-LOC111099544,0.817786799058493,0.303877726468171
gene-LOC111099545,0.433082934231836,0.942231241951609
gene-LOC111099546,NA,NA
gene-LOC111099547,0.293146870174011,0.694087844843257
gene-LOC111099548,0.32243050720756,0.323643359391883
gene-LOC111099549,0.985133234105672,1.12548942992438
gene-LOC111099550,0.741354174214742,2.4240430699816
gene-LOC111099551,0.560738561388098,1.88265089188622
gene-LOC111099552,0.133838018291579,0.171307119885559
gene-LOC111099553,0.517552997212444,0.622262728125094
gene-LOC111099554,1.37026523835634,1.90995464341217
gene-LOC111099555,0.666610221946589,0.44362075016318
gene-LOC111099556,1.44081977141978,1.36434226966105
gene-LOC111099557,0.0849811206048813,0.319360466090338
gene-LOC111099558,0.270038916626445,1.20300008256398
gene-LOC111099559,0.464865896087831,1.62407336955609
gene-LOC111099560,0.402913495481358,0.53407440326843
gene-LOC111099561,0.487026979225853,0.506150843657503
gene-LOC111099562,1.3279081896864,2.91681547239451
gene-LOC111099563,1.56553046342621,1.60952249436197
gene-LOC111099564,1.21176726941237,1.61462195443629
gene-LOC111099565,0.471751298596455,0.761090099656405
gene-LOC111099566,0.542802292786154,0.663371055975389
gene-LOC111099567,0.478459876829855,0.708425678976526
gene-LOC111099568,2.125,2.91681547239451
gene-LOC111099569,0.225749387311766,1.2895679946336
gene-LOC111099570,0.826350955743729,0.790072490737232
gene-LOC111099571,0.213693280619077,0.346253054467565
gene-LOC111099572,0.757387011454062,0.447310081176856
gene-LOC111099573,0.405123938815728,0.189183300757435
gene-LOC111099574,0.648011013919149,2.91681547239451
gene-LOC111099575,1.02317864744554,2.23619933275969
gene-LOC111099576,0.558546407631191,0.64474864110149
gene-LOC111099577,1.07244895786523,0.957446870000585
gene-LOC111099578,0.478820200529639,0.967987194050423
gene-LOC111099579,0.586141033245671,1.06433743694757
gene-LOC111099580,0.233882968079218,0.198678079465804
gene-LOC111099581,1.59807824952459,2.91681547239451
gene-LOC111099582,0.478774971920202,0.17120122727191
gene-LOC111099583,2.09588352877132,1.00119793216961
gene-LOC111099584,0.205766603049259,0.18603256717018
gene-LOC111099585,0.776932342863021,0.464346165739329
gene-LOC111099586,1.24066849787189,NA
gene-LOC111099587,1.51125969290163,1.82153368558632
gene-LOC111099588,0.897898928589854,2.55115265184069
gene-LOC111099589,0.378389898157002,0.892888002941718
gene-LOC111099590,0.748556783793936,2.08344436638524
gene-LOC111099591,0.199270688129659,2.26793586091867
gene-LOC111099592,0.590256368628495,0.724436455256604
gene-LOC111099593,0.199211630497032,0.482078308217999
gene-LOC111099594,0.14372306998275,0.191686179668145
gene-LOC111099595,NA,2.91681547239451
gene-LOC111099596,1.59794749186116,2.57285513370246
gene-LOC111099597,0.2307513277733,0.371830193832226
gene-LOC111099598,0.373211537117124,0.505101387082752
gene-LOC111099599,1.3011608534412,2.91681547239451
gene-LOC111099600,0.4740607021847,0.658340617221951
gene-LOC111099601,0.916067711254474,1.18390739432736
gene-LOC111099602,1.30041059291143,1.9608546354276
gene-LOC111099603,0.0718613327870049,0.40473052834763
gene-LOC111099604,0.385327784801854,0.239011762291204
gene-LOC111099605,0.412326294071723,0.993267316255238
gene-LOC111099606,0.919903027454716,0.84609308921255
gene-LOC111099607,1.60915659951249,2.06723148238094
gene-LOC111099608,0.768359886323301,1.15234180464654
gene-LOC111099609,0.865500719937827,0.714736598397253
gene-LOC111099610,0.109285029555353,0.219658676993651
gene-LOC111099611,0.457634577419289,0.481107914896719
gene-LOC111099612,0.296855266071843,0.198282074789419
gene-LOC111099613,0.222948709191008,0.475829844900608
gene-LOC111099614,0.295662352465766,0.30508581370747
gene-LOC111099615,0.514748262676081,0.952737859611537
gene-LOC111099616,0.924338270064854,1.38073202521033
gene-LOC111099617,0.317789655773946,0.22823412475729
gene-LOC111099618,1.56223327922073,2.91681547239451
gene-LOC111099619,1.25735338880993,NA
gene-LOC111099620,0.603950601416694,1.8070297810121
gene-LOC111099621,0.482998725873273,1.14286639703034
gene-LOC111099622,0.485960582617753,0.963505698420259
gene-LOC111099623,0.332664166557623,0.234103706660417
gene-LOC111099624,0.424842261359334,0.40885812492428
gene-LOC111099625,0.744626251434609,0.44222625108315
gene-LOC111099626,0.41378975662801,0.416457476112752
gene-LOC111099627,0.47910216686253,0.986761672958872
gene-LOC111099628,0.272058423678422,0.412192640357268
gene-LOC111099629,0.644603453122162,0.955700795178108
gene-LOC111099630,0.584030203345025,1.35594734701043
gene-LOC111099631,0.846370106336455,0.979591616477587
gene-LOC111099632,1.32962453611391,2.2211544714318
gene-LOC111099633,0.387558388143461,0.469407645602312
gene-LOC111099634,NA,2.91681547239451
gene-LOC111099635,1.22807568084079,0.801306272152665
gene-LOC111099636,2.125,NA
gene-LOC111099637,0.603057271227674,0.430251154357771
gene-LOC111099638,0.527318415800417,0.65125994038989
gene-LOC111099639,0.258868705278194,0.402363437580341
gene-LOC111099640,2.03636801397919,2.91681547239451
gene-LOC111099641,1.24521799693164,1.65556861824928
gene-LOC111099642,0.360836113172508,0.595157055060719
gene-LOC111099643,0.317359887901917,0.616234299930567
gene-LOC111099644,NA,NA
gene-LOC111099645,0.340762740810976,0.492969044111911
gene-LOC111099646,1.15159678980852,1.87227464771558
gene-LOC111099647,0.717985732904105,1.75785265516617
gene-LOC111099648,0.253169726260625,0.411940977989669
gene-LOC111099649,0.513320036607485,1.56270761858523
gene-LOC111099650,0.602117144511872,1.30061484423741
gene-LOC111099651,0.937547292172924,1.03852885664552
gene-LOC111099652,0.430084517576767,0.38533904747926
gene-LOC111099653,0.471473125467552,0.825969506706788
gene-LOC111099654,0.956730293270351,1.30785323113089
gene-LOC111099655,1.02691716605603,0.442047625127905
gene-LOC111099656,0.568386310503602,1.25854339022303
gene-LOC111099657,0.227441766482527,0.298324668649959
gene-LOC111099658,0.421270347261415,0.418627029580728
gene-LOC111099659,0.341936937647558,0.2351458583643
gene-LOC111099660,0.211595269616918,0.394800075918629
gene-LOC111099661,0.705060548030987,1.10317514332445
gene-LOC111099662,1.77939588354578,2.91681547239451
gene-LOC111099663,0.943573668056076,0.713541324834258
gene-LOC111099664,0.132106983774315,0.302948323213625
gene-LOC111099665,1.88594572481572,1.73253958830948
gene-LOC111099666,0.368205827145046,0.633002922450138
gene-LOC111099667,NA,1.96662982785247
gene-LOC111099668,0.740344148960276,0.933571153428744
gene-LOC111099669,0.528618433287419,0.522926069013169
gene-LOC111099670,0.377521952624502,0.274830006150277
gene-LOC111099671,0.20281853501349,2.04778848876403
gene-LOC111099672,0.610506875244449,0.562744707414007
gene-LOC111099673,NA,1.93478160253776
gene-LOC111099674,0.482750144394178,0.849901271407489
gene-LOC111099675,1.33237840896615,1.31833342353699
gene-LOC111099676,0.560654348781998,1.70939627801299
gene-LOC111099677,0.372006089621284,0.204286324142576
gene-LOC111099678,0.762786774662108,1.1432873027524
gene-LOC111099679,0.564236024653957,0.513130044886057
gene-LOC111099680,0.689093891645948,0.814966351838767
gene-LOC111099681,0.492372400117421,0.984258077351518
gene-LOC111099682,0.456370216847998,1.3175743183318
gene-LOC111099683,1.18519501273124,1.22292722433371
gene-LOC111099684,0.603979025110154,0.467603785981488
gene-LOC111099685,0.540212449508775,0.5976558852882
gene-LOC111099686,1.26946050304959,2.09271769422143
gene-LOC111099687,0.63955617899567,0.734633555098921
gene-LOC111099688,0.239335306921121,0.276824224465636
gene-LOC111099689,2.125,2.91681547239451
gene-LOC111099690,0.428370175490123,0.424826564956402
gene-LOC111099691,0.792098933480353,1.70565758488292
gene-LOC111099692,0.141991921791308,0.118275365477171
gene-LOC111099693,0.27408125457392,0.184959406582328
gene-LOC111099694,0.561965768892843,1.0579504303606
gene-LOC111099695,2.125,2.91681547239451
gene-LOC111099696,0.531674762902913,0.588933652918592
gene-LOC111099697,0.860464416370331,0.271734014760108
gene-LOC111099698,NA,2.91681547239451
gene-LOC111099699,1.24688326292534,2.16874568567605
gene-LOC111099700,0.421955143217184,0.297173747220916
gene-LOC111099701,0.326461397718063,0.554202968728955
gene-LOC111099702,0.412696250235164,0.517519757428283
gene-LOC111099703,1.05594738819669,1.59846085838261
gene-LOC111099704,1.16983474280194,1.34046683866959
gene-LOC111099705,2.125,2.91681547239451
gene-LOC111099706,1.38740012967905,2.31166617100427
gene-LOC111099707,NA,NA
gene-LOC111099708,2.125,NA
gene-LOC111099709,0.685006119599268,2.91681547239451
gene-LOC111099710,1.24191751489541,2.00638028945725
gene-LOC111099711,0.820268870193148,2.06157139288041
gene-LOC111099712,0.992547447189455,1.08493143434445
gene-LOC111099713,0.447720846174712,0.591200711180889
gene-LOC111099714,0.850121863744057,2.19595560379559
gene-LOC111099715,0.395627434130839,1.31429139000736
gene-LOC111099716,0.583791101849992,1.06405394238041
gene-LOC111099717,0.422725486914728,0.600402328778491
gene-LOC111099718,0.443483342010675,1.30863907005172
gene-LOC111099719,1.24511297968747,NA
gene-LOC111099720,1.26826964688708,2.91681547239451
gene-LOC111099721,0.90358961605736,0.822985112816138
gene-LOC111099722,0.486882124638961,0.75285445417545
gene-LOC111099723,0.597377332468114,0.538051159193126
gene-LOC111099724,0.506257833411686,0.340190201381659
gene-LOC111099725,0.734599315978507,1.6000242784359
gene-LOC111099726,NA,2.91681547239451
gene-LOC111099727,1.02713196941072,1.32114433026012
gene-LOC111099728,1.01315259881241,0.758488513151031
gene-LOC111099729,0.392824166099187,0.350782734882224
gene-LOC111099730,2.125,NA
gene-LOC111099731,0.380720490246014,0.39537097570602
gene-LOC111099732,0.559528542637087,2.58625566199032
gene-LOC111099733,0.754742976116308,1.5733821322251
gene-LOC111099734,0.55077584956079,0.79742308742517
