GO.ID,Term,Annotated,Significant,Expected,classic
GO:0046903,secretion,1221,68,47.37,0.00181
GO:0042551,neuron maturation,250,20,9.7,0.00188
GO:0030168,platelet activation,59,8,2.29,0.00191
GO:0034110,regulation of homotypic cell-cell adhesi...,59,8,2.29,0.00191
GO:0061564,axon development,820,49,31.81,0.00195
GO:0007599,hemostasis,269,21,10.44,0.00198
GO:0030011,maintenance of cell polarity,117,12,4.54,0.00199
GO:0010638,positive regulation of organelle organiz...,438,30,16.99,0.00202
GO:0045197,establishment or maintenance of epitheli...,133,13,5.16,0.00203
GO:0030194,positive regulation of blood coagulation,15,4,0.58,0.00218
GO:0050820,positive regulation of coagulation,15,4,0.58,0.00218
GO:0090303,positive regulation of wound healing,15,4,0.58,0.00218
GO:1900048,positive regulation of hemostasis,15,4,0.58,0.00218
GO:0098742,cell-cell adhesion via plasma-membrane a...,500,33,19.4,0.00226
GO:0034112,positive regulation of homotypic cell-ce...,48,7,1.86,0.00238
GO:0031346,positive regulation of cell projection o...,443,30,17.19,0.00239
GO:0032655,regulation of interleukin-12 production,25,5,0.97,0.00242
GO:0050892,intestinal absorption,25,5,0.97,0.00242
GO:0007163,establishment or maintenance of cell pol...,445,30,17.26,0.00256
GO:0009888,tissue development,2159,109,83.76,0.00266
GO:0048630,skeletal muscle tissue growth,16,4,0.62,0.00282
GO:0006888,endoplasmic reticulum to Golgi vesicle-m...,241,19,9.35,0.00284
GO:0032103,positive regulation of response to exter...,588,37,22.81,0.00287
GO:0051897,positive regulation of phosphatidylinosi...,123,12,4.77,0.00302
GO:0031103,axon regeneration,207,17,8.03,0.00304
GO:0031099,regeneration,298,22,11.56,0.00313
GO:0035088,establishment or maintenance of apical/b...,140,13,5.43,0.00319
GO:0061245,establishment or maintenance of bipolar ...,140,13,5.43,0.00319
GO:0006996,organelle organization,3243,155,125.82,0.00322
GO:0007157,heterophilic cell-cell adhesion via plas...,209,17,8.11,0.00336
GO:0045838,positive regulation of membrane potentia...,51,7,1.98,0.00338
GO:0050896,response to stimulus,9587,413,371.95,0.00341
GO:0031175,neuron projection development,1320,71,51.21,0.00343
GO:0032615,interleukin-12 production,27,5,1.05,0.00345
GO:0023052,signaling,6072,272,235.58,0.00345
GO:0032940,secretion by cell,1080,60,41.9,0.00347
GO:0016322,neuron remodeling,228,18,8.85,0.00356
GO:0001556,oocyte maturation,17,4,0.66,0.00358
GO:0048678,response to axon injury,302,22,11.72,0.00368
GO:0140352,export from cell,1085,60,42.09,0.00383
GO:0007266,Rho protein signal transduction,160,14,6.21,0.00389
GO:0048679,regulation of axon regeneration,160,14,6.21,0.00389
GO:0070570,regulation of neuron projection regenera...,160,14,6.21,0.00389
GO:0019228,neuronal action potential,66,8,2.56,0.00391
GO:0051641,cellular localization,3402,161,131.99,0.00393
GO:0048488,synaptic vesicle endocytosis,28,5,1.09,0.00407
GO:0140238,presynaptic endocytosis,28,5,1.09,0.00407
GO:0060538,skeletal muscle organ development,344,24,13.35,0.00430
GO:0006663,platelet activating factor biosynthetic ...,3,2,0.12,0.00439
GO:0032415,regulation of sodium:proton antiporter a...,3,2,0.12,0.00439
GO:0032417,positive regulation of sodium:proton ant...,3,2,0.12,0.00439
GO:0033564,anterior/posterior axon guidance,3,2,0.12,0.00439
GO:0035725,sodium ion transmembrane transport,3,2,0.12,0.00439
GO:0046092,deoxycytidine metabolic process,3,2,0.12,0.00439
GO:0046469,platelet activating factor metabolic pro...,3,2,0.12,0.00439
GO:0050849,negative regulation of calcium-mediated ...,3,2,0.12,0.00439
GO:1902305,regulation of sodium ion transmembrane t...,3,2,0.12,0.00439
GO:1902307,positive regulation of sodium ion transm...,3,2,0.12,0.00439
GO:2000649,regulation of sodium ion transmembrane t...,3,2,0.12,0.00439
GO:2000651,positive regulation of sodium ion transm...,3,2,0.12,0.00439
GO:0080135,regulation of cellular response to stres...,385,26,14.94,0.00466
GO:0010976,positive regulation of neuron projection...,216,17,8.38,0.00468
GO:0031102,neuron projection regeneration,216,17,8.38,0.00468
GO:0036465,synaptic vesicle recycling,29,5,1.13,0.00476
GO:0061061,muscle structure development,754,44,29.25,0.00493
GO:0044087,regulation of cellular component biogene...,712,42,27.62,0.00493
GO:0001525,angiogenesis,734,43,28.48,0.00505
GO:0007169,transmembrane receptor protein tyrosine ...,905,51,35.11,0.00514
GO:0001508,action potential,84,9,3.26,0.00524
GO:0010256,endomembrane system organization,488,31,18.93,0.00525
GO:0034058,endosomal vesicle fusion,19,4,0.74,0.00548
GO:0015695,organic cation transport,70,8,2.72,0.00562
GO:0048680,positive regulation of axon regeneration,133,12,5.16,0.00568
GO:0070572,positive regulation of neuron projection...,133,12,5.16,0.00568
GO:0007600,sensory perception,656,39,25.45,0.00581
GO:0033036,macromolecule localization,2802,134,108.71,0.00606
GO:0006910,phagocytosis, recognition,204,16,7.91,0.00616
GO:0030155,regulation of cell adhesion,661,39,25.64,0.00656
GO:0007498,mesoderm development,170,14,6.6,0.00662
GO:0003006,developmental process involved in reprod...,1048,57,40.66,0.00664
GO:0009228,thiamine biosynthetic process,20,4,0.78,0.00664
GO:0001895,retina homeostasis,72,8,2.79,0.00666
GO:0061025,membrane fusion,206,16,7.99,0.00675
GO:0051896,regulation of phosphatidylinositol 3-kin...,171,14,6.63,0.00696
GO:0022407,regulation of cell-cell adhesion,301,21,11.68,0.00724
GO:0007154,cell communication,6355,280,246.56,0.00724
GO:0031344,regulation of cell projection organizati...,687,40,26.65,0.00737
GO:0022607,cellular component assembly,3127,147,121.32,0.00742
GO:0002063,chondrocyte development,11,3,0.43,0.00760
GO:0007213,G protein-coupled acetylcholine receptor...,11,3,0.43,0.00760
GO:0048632,negative regulation of skeletal muscle t...,11,3,0.43,0.00760
GO:0060707,trophoblast giant cell differentiation,11,3,0.43,0.00760
GO:0095500,acetylcholine receptor signaling pathway,11,3,0.43,0.00760
GO:0098926,postsynaptic signal transduction,11,3,0.43,0.00760
GO:1905144,response to acetylcholine,11,3,0.43,0.00760
GO:1905145,cellular response to acetylcholine,11,3,0.43,0.00760
GO:0061640,cytoskeleton-dependent cytokinesis,173,14,6.71,0.00769
GO:0044283,small molecule biosynthetic process,1035,56,40.15,0.00784
GO:0042724,thiamine-containing compound biosyntheti...,21,4,0.81,0.00795
GO:0006869,lipid transport,304,21,11.79,0.00806
GO:0051301,cell division,1038,56,40.27,0.00829
GO:0007479,leg disc proximal/distal pattern formati...,4,2,0.16,0.00856
GO:0031321,ascospore-type prospore assembly,4,2,0.16,0.00856
GO:0035223,leg disc pattern formation,4,2,0.16,0.00856
GO:0043491,phosphatidylinositol 3-kinase/protein ki...,176,14,6.83,0.00889
GO:0007586,digestion,124,11,4.81,0.00894
GO:0030204,chondroitin sulfate metabolic process,47,6,1.82,0.00928
GO:0045071,negative regulation of viral genome repl...,34,5,1.32,0.00951
GO:0032275,luteinizing hormone secretion,12,3,0.47,0.00985
GO:0045003,double-strand break repair via synthesis...,12,3,0.47,0.00985
GO:0046827,positive regulation of protein export fr...,12,3,0.47,0.00985
GO:0048087,positive regulation of developmental pig...,12,3,0.47,0.00985
GO:0050908,detection of light stimulus involved in ...,12,3,0.47,0.00985
GO:0050962,detection of light stimulus involved in ...,12,3,0.47,0.00985
GO:0030166,proteoglycan biosynthetic process,62,7,2.41,0.00996
GO:0008283,cell population proliferation,3442,159,133.54,0.01004
GO:0070372,regulation of ERK1 and ERK2 cascade,390,25,15.13,0.01023
GO:0048514,blood vessel morphogenesis,788,44,30.57,0.01037
GO:0016525,negative regulation of angiogenesis,216,16,8.38,0.01040
GO:1901343,negative regulation of vasculature devel...,216,16,8.38,0.01040
GO:2000181,negative regulation of blood vessel morp...,216,16,8.38,0.01040
GO:0120035,regulation of plasma membrane bounded ce...,683,39,26.5,0.01089
GO:0048583,regulation of response to stimulus,3187,148,123.65,0.01090
GO:0050878,regulation of body fluid levels,373,24,14.47,0.01121
GO:0050819,negative regulation of coagulation,64,7,2.48,0.01178
GO:0010646,regulation of cell communication,2579,122,100.06,0.01205
GO:0006707,cholesterol catabolic process,80,8,3.1,0.01232
GO:0016127,sterol catabolic process,80,8,3.1,0.01232
GO:0021684,cerebellar granular layer formation,13,3,0.5,0.01244
GO:0021707,cerebellar granule cell differentiation,13,3,0.5,0.01244
GO:0030210,heparin biosynthetic process,13,3,0.5,0.01244
GO:0032274,gonadotropin secretion,13,3,0.5,0.01244
GO:0042590,antigen processing and presentation of e...,13,3,0.5,0.01244
GO:0045494,photoreceptor cell maintenance,65,7,2.52,0.01277
GO:0007484,imaginal disc-derived genitalia developm...,24,4,0.93,0.01288
GO:0032760,positive regulation of tumor necrosis fa...,24,4,0.93,0.01288
GO:1903557,positive regulation of tumor necrosis fa...,24,4,0.93,0.01288
GO:0007165,signal transduction,5516,243,214,0.01319
GO:0065008,regulation of biological quality,2470,117,95.83,0.01334
GO:0070925,organelle assembly,910,49,35.31,0.01338
GO:0030206,chondroitin sulfate biosynthetic process,37,5,1.44,0.01354
GO:0010628,positive regulation of gene expression,758,42,29.41,0.01360
GO:0042742,defense response to bacterium,441,27,17.11,0.01374
GO:0043001,Golgi to plasma membrane protein transpo...,66,7,2.56,0.01382
GO:0061951,establishment of protein localization to...,66,7,2.56,0.01382
GO:0072659,protein localization to plasma membrane,66,7,2.56,0.01382
GO:1990778,protein localization to cell periphery,66,7,2.56,0.01382
GO:0035279,miRNA-mediated gene silencing by mRNA de...,5,2,0.19,0.01391
GO:0045634,regulation of melanocyte differentiation,5,2,0.19,0.01391
GO:0045636,positive regulation of melanocyte differ...,5,2,0.19,0.01391
GO:0046104,thymidine metabolic process,5,2,0.19,0.01391
GO:0046125,pyrimidine deoxyribonucleoside metabolic...,5,2,0.19,0.01391
GO:1902533,positive regulation of intracellular sig...,632,36,24.52,0.01450
GO:0001944,vasculature development,849,46,32.94,0.01465
GO:0010324,membrane invagination,263,18,10.2,0.01468
GO:0010876,lipid localization,342,22,13.27,0.01475
GO:0048513,animal organ development,3675,167,142.58,0.01486
GO:0009313,oligosaccharide catabolic process,25,4,0.97,0.01487
GO:0032526,response to retinoic acid,116,10,4.5,0.01488
GO:0001568,blood vessel development,828,45,32.12,0.01490
GO:0050654,chondroitin sulfate proteoglycan metabol...,52,6,2.02,0.01496
GO:0034109,homotypic cell-cell adhesion,303,20,11.76,0.01512
GO:0048477,oogenesis,303,20,11.76,0.01512
GO:0006029,proteoglycan metabolic process,83,8,3.22,0.01516
GO:1901890,positive regulation of cell junction ass...,188,14,7.29,0.01521
GO:0001502,cartilage condensation,14,3,0.54,0.01538
GO:0006337,nucleosome disassembly,14,3,0.54,0.01538
GO:0032986,protein-DNA complex disassembly,14,3,0.54,0.01538
GO:0048631,regulation of skeletal muscle tissue gro...,14,3,0.54,0.01538
GO:0060739,mesenchymal-epithelial cell signaling in...,14,3,0.54,0.01538
GO:1903046,meiotic cell cycle process,207,15,8.03,0.01541
GO:1903510,mucopolysaccharide metabolic process,100,9,3.88,0.01571
GO:0070374,positive regulation of ERK1 and ERK2 cas...,189,14,7.33,0.01586
GO:0090316,positive regulation of intracellular pro...,68,7,2.64,0.01611
GO:0072359,circulatory system development,1212,62,47.02,0.01636
GO:0060537,muscle tissue development,427,26,16.57,0.01638
GO:0008333,endosome to lysosome transport,39,5,1.51,0.01679
GO:0002474,antigen processing and presentation of p...,26,4,1.01,0.01704
GO:0007205,protein kinase C-activating G protein-co...,26,4,1.01,0.01704
GO:0051968,positive regulation of synaptic transmis...,26,4,1.01,0.01704
GO:0042692,muscle cell differentiation,512,30,19.86,0.01710
GO:0007009,plasma membrane organization,248,17,9.62,0.01713
GO:0016042,lipid catabolic process,429,26,16.64,0.01728
GO:0043266,regulation of potassium ion transport,69,7,2.68,0.01734
GO:0030199,collagen fibril organization,102,9,3.96,0.01768
GO:0044085,cellular component biogenesis,3525,160,136.76,0.01772
GO:0002040,sprouting angiogenesis,137,11,5.32,0.01788
GO:0021953,central nervous system neuron differenti...,137,11,5.32,0.01788
GO:0043410,positive regulation of MAPK cascade,349,22,13.54,0.01818
GO:0048584,positive regulation of response to stimu...,1748,85,67.82,0.01844
GO:0006893,Golgi to plasma membrane transport,86,8,3.34,0.01845
GO:0010647,positive regulation of cell communicatio...,1152,59,44.69,0.01846
GO:0007158,neuron cell-cell adhesion,40,5,1.55,0.01859
GO:0007041,lysosomal transport,70,7,2.72,0.01865
GO:0046824,positive regulation of nucleocytoplasmic...,70,7,2.72,0.01865
GO:0043277,apoptotic cell clearance,270,18,10.48,0.01867
GO:0030202,heparin metabolic process,15,3,0.58,0.01868
GO:0033339,pectoral fin development,15,3,0.58,0.01868
GO:0060352,cell adhesion molecule production,15,3,0.58,0.01868
GO:1902075,cellular response to salt,15,3,0.58,0.01868
GO:0014902,myotube differentiation,103,9,4,0.01873
GO:0035239,tube morphogenesis,1154,59,44.77,0.01905
GO:0007517,muscle organ development,496,29,19.24,0.01930
GO:0006887,exocytosis,667,37,25.88,0.01932
GO:0007520,myoblast fusion,55,6,2.13,0.01934
GO:0006772,thiamine metabolic process,27,4,1.05,0.01941
GO:0009236,cobalamin biosynthetic process,27,4,1.05,0.01941
GO:0017145,stem cell division,27,4,1.05,0.01941
GO:0042723,thiamine-containing compound metabolic p...,27,4,1.05,0.01941
GO:0072528,pyrimidine-containing compound biosynthe...,87,8,3.38,0.01965
GO:0019285,glycine betaine biosynthetic process fro...,6,2,0.23,0.02033
GO:0031455,glycine betaine metabolic process,6,2,0.23,0.02033
GO:0031456,glycine betaine biosynthetic process,6,2,0.23,0.02033
GO:0046959,habituation,6,2,0.23,0.02033
GO:0055001,muscle cell development,353,22,13.7,0.02040
GO:0000281,mitotic cytokinesis,158,12,6.13,0.02047
GO:0051057,positive regulation of small GTPase medi...,56,6,2.17,0.02097
GO:0006911,phagocytosis, engulfment,254,17,9.85,0.02109
GO:0099024,plasma membrane invagination,254,17,9.85,0.02109
GO:0032878,regulation of establishment or maintenan...,72,7,2.79,0.02146
GO:0120034,positive regulation of plasma membrane b...,89,8,3.45,0.02222
GO:0007509,mesoderm migration involved in gastrulat...,16,3,0.62,0.02234
GO:0009214,cyclic nucleotide catabolic process,16,3,0.62,0.02234
GO:0009229,thiamine diphosphate biosynthetic proces...,16,3,0.62,0.02234
GO:0021683,cerebellar granular layer morphogenesis,16,3,0.62,0.02234
GO:0032459,regulation of protein oligomerization,16,3,0.62,0.02234
GO:0048070,regulation of developmental pigmentation,16,3,0.62,0.02234
GO:0060447,bud outgrowth involved in lung branching,16,3,0.62,0.02234
GO:0098743,cell aggregation,16,3,0.62,0.02234
GO:0120305,regulation of pigmentation,16,3,0.62,0.02234
GO:1905962,glutamatergic neuron differentiation,16,3,0.62,0.02234
GO:0051649,establishment of localization in cell,1928,92,74.8,0.02260
GO:0071705,nitrogen compound transport,2400,112,93.11,0.02260
GO:0002028,regulation of sodium ion transport,124,10,4.81,0.02266
GO:0050905,neuromuscular process,124,10,4.81,0.02266
GO:0043270,positive regulation of monoatomic ion tr...,179,13,6.94,0.02267
GO:0000768,syncytium formation by plasma membrane f...,57,6,2.21,0.02269
GO:0140253,cell-cell fusion,57,6,2.21,0.02269
GO:0070371,ERK1 and ERK2 cascade,419,25,16.26,0.02282
GO:0032388,positive regulation of intracellular tra...,73,7,2.83,0.02297
GO:0098771,inorganic ion homeostasis,504,29,19.55,0.02328
GO:0006706,steroid catabolic process,90,8,3.49,0.02359
GO:0003002,regionalization,699,38,27.12,0.02369
GO:0046907,intracellular transport,1330,66,51.6,0.02427
GO:0009311,oligosaccharide metabolic process,58,6,2.25,0.02451
GO:0002062,chondrocyte differentiation,74,7,2.87,0.02455
GO:0072657,protein localization to membrane,181,13,7.02,0.02456
GO:0045069,regulation of viral genome replication,43,5,1.67,0.02475
GO:0050650,chondroitin sulfate proteoglycan biosynt...,43,5,1.67,0.02475
GO:0046822,regulation of nucleocytoplasmic transpor...,126,10,4.89,0.02500
GO:0045785,positive regulation of cell adhesion,381,23,14.78,0.02502
GO:0032874,positive regulation of stress-activated ...,75,7,2.91,0.02620
GO:0035249,synaptic transmission, glutamatergic,75,7,2.91,0.02620
GO:0048014,Tie signaling pathway,75,7,2.91,0.02620
GO:0070304,positive regulation of stress-activated ...,75,7,2.91,0.02620
GO:0003094,glomerular filtration,17,3,0.66,0.02636
GO:0021681,cerebellar granular layer development,17,3,0.66,0.02636
GO:0043518,negative regulation of DNA damage respon...,17,3,0.66,0.02636
GO:0046176,aldonic acid catabolic process,17,3,0.66,0.02636
GO:0060638,mesenchymal-epithelial cell signaling,17,3,0.66,0.02636
GO:0097205,renal filtration,17,3,0.66,0.02636
GO:1901797,negative regulation of signal transducti...,17,3,0.66,0.02636
GO:0051321,meiotic cell cycle,301,19,11.68,0.02642
GO:0070266,necroptotic process,59,6,2.29,0.02642
GO:0097300,programmed necrotic cell death,59,6,2.29,0.02642
GO:0006024,glycosaminoglycan biosynthetic process,146,11,5.66,0.02714
GO:0006892,post-Golgi vesicle-mediated transport,128,10,4.97,0.02750
GO:0021533,cell differentiation in hindbrain,30,4,1.16,0.02767
GO:0023051,regulation of signaling,2539,117,98.51,0.02772
GO:0006426,glycyl-tRNA aminoacylation,7,2,0.27,0.02773
GO:0007320,insemination,7,2,0.27,0.02773
GO:0009120,deoxyribonucleoside metabolic process,7,2,0.27,0.02773
GO:0021553,olfactory nerve development,7,2,0.27,0.02773
GO:0031581,hemidesmosome assembly,7,2,0.27,0.02773
GO:0032633,interleukin-4 production,7,2,0.27,0.02773
GO:0032673,regulation of interleukin-4 production,7,2,0.27,0.02773
GO:0032733,positive regulation of interleukin-10 pr...,7,2,0.27,0.02773
GO:0032753,positive regulation of interleukin-4 pro...,7,2,0.27,0.02773
GO:0040038,polar body extrusion after meiotic divis...,7,2,0.27,0.02773
GO:0046834,lipid phosphorylation,7,2,0.27,0.02773
GO:0046958,nonassociative learning,7,2,0.27,0.02773
GO:0048382,mesendoderm development,7,2,0.27,0.02773
GO:0048518,positive regulation of biological proces...,5095,222,197.67,0.02775
GO:0060099,regulation of phagocytosis, engulfment,76,7,2.95,0.02793
GO:0060100,positive regulation of phagocytosis, eng...,76,7,2.95,0.02793
GO:1905153,regulation of membrane invagination,76,7,2.95,0.02793
GO:1905155,positive regulation of membrane invagina...,76,7,2.95,0.02793
GO:0050766,positive regulation of phagocytosis,93,8,3.61,0.02805
GO:0006023,aminoglycan biosynthetic process,147,11,5.7,0.02835
GO:0002221,pattern recognition receptor signaling p...,204,14,7.91,0.02840
GO:0006813,potassium ion transport,148,11,5.74,0.02960
GO:0044272,sulfur compound biosynthetic process,225,15,8.73,0.02989
GO:0048522,positive regulation of cellular process,4465,196,173.23,0.03000
GO:0050764,regulation of phagocytosis,112,9,4.35,0.03029
GO:0006949,syncytium formation,61,6,2.37,0.03053
GO:0045445,myoblast differentiation,61,6,2.37,0.03053
GO:0006828,manganese ion transport,18,3,0.7,0.03074
GO:0007432,salivary gland boundary specification,18,3,0.7,0.03074
GO:0015979,photosynthesis,18,3,0.7,0.03074
GO:0019520,aldonic acid metabolic process,18,3,0.7,0.03074
GO:0042357,thiamine diphosphate metabolic process,18,3,0.7,0.03074
GO:0060706,cell differentiation involved in embryon...,18,3,0.7,0.03074
GO:0040011,locomotion,983,50,38.14,0.03152
GO:0010975,regulation of neuron projection developm...,540,30,20.95,0.03206
GO:0006144,purine nucleobase metabolic process,46,5,1.78,0.03208
GO:0045026,plasma membrane fusion,46,5,1.78,0.03208
GO:0040012,regulation of locomotion,760,40,29.49,0.03232
GO:0007265,Ras protein signal transduction,308,19,11.95,0.03234
GO:0006629,lipid metabolic process,1843,87,71.5,0.03281
GO:0001570,vasculogenesis,132,10,5.12,0.03304
GO:0009605,response to external stimulus,2942,133,114.14,0.03311
GO:0001894,tissue homeostasis,248,16,9.62,0.03312
GO:0050804,modulation of chemical synaptic transmis...,248,16,9.62,0.03312
GO:0099177,regulation of trans-synaptic signaling,248,16,9.62,0.03312
GO:0016441,post-transcriptional gene silencing,114,9,4.42,0.03341
GO:0000132,establishment of mitotic spindle orienta...,79,7,3.06,0.03357
GO:0018200,peptidyl-glutamic acid modification,32,4,1.24,0.03418
GO:0070727,cellular macromolecule localization,2394,110,92.88,0.03455
GO:0032990,cell part morphogenesis,854,44,33.13,0.03489
GO:0090174,organelle membrane fusion,152,11,5.9,0.03498
GO:0034329,cell junction assembly,566,31,21.96,0.03501
GO:0042335,cuticle development,63,6,2.44,0.03504
GO:0002820,negative regulation of adaptive immune r...,19,3,0.74,0.03548
GO:0045022,early endosome to late endosome transpor...,19,3,0.74,0.03548
GO:0060307,regulation of ventricular cardiac muscle...,19,3,0.74,0.03548
GO:0060602,branch elongation of an epithelium,19,3,0.74,0.03548
GO:0098927,vesicle-mediated transport between endos...,19,3,0.74,0.03548
GO:0099622,cardiac muscle cell membrane repolarizat...,19,3,0.74,0.03548
GO:0099623,regulation of cardiac muscle cell membra...,19,3,0.74,0.03548
GO:0099625,ventricular cardiac muscle cell membrane...,19,3,0.74,0.03548
GO:0016358,dendrite development,416,24,16.14,0.03549
GO:0030193,regulation of blood coagulation,80,7,3.1,0.03561
GO:0043244,regulation of protein-containing complex...,80,7,3.1,0.03561
GO:0061041,regulation of wound healing,80,7,3.1,0.03561
GO:1900046,regulation of hemostasis,80,7,3.1,0.03561
GO:0035295,tube development,1382,67,53.62,0.03565
GO:0007301,female germline ring canal formation,8,2,0.31,0.03604
GO:0007527,adult somatic muscle development,8,2,0.31,0.03604
GO:0030277,maintenance of gastrointestinal epitheli...,8,2,0.31,0.03604
GO:0030725,germline ring canal formation,8,2,0.31,0.03604
GO:0032277,negative regulation of gonadotropin secr...,8,2,0.31,0.03604
GO:0033685,negative regulation of luteinizing hormo...,8,2,0.31,0.03604
GO:0042045,epithelial fluid transport,8,2,0.31,0.03604
GO:0043063,intercellular bridge organization,8,2,0.31,0.03604
