GO.ID,Term,Annotated,Significant,Expected,classic
GO:0061564,axon development,820,88,50.91,3.7e-07
GO:0070925,organelle assembly,910,95,56.5,4.5e-07
GO:0016525,negative regulation of angiogenesis,216,34,13.41,5.3e-07
GO:1901343,negative regulation of vasculature devel...,216,34,13.41,5.3e-07
GO:2000181,negative regulation of blood vessel morp...,216,34,13.41,5.3e-07
GO:0048014,Tie signaling pathway,75,18,4.66,5.5e-07
GO:0001568,blood vessel development,828,88,51.4,5.7e-07
GO:0048593,camera-type eye morphogenesis,267,39,16.58,5.8e-07
GO:0018108,peptidyl-tyrosine phosphorylation,227,35,14.09,6.0e-07
GO:0008037,cell recognition,396,51,24.58,6.5e-07
GO:0022607,cellular component assembly,3127,258,194.13,6.8e-07
GO:0018212,peptidyl-tyrosine modification,229,35,14.22,7.4e-07
GO:0016310,phosphorylation,1334,127,82.82,8.7e-07
GO:0007160,cell-matrix adhesion,400,51,24.83,8.8e-07
GO:0120036,plasma membrane bounded cell projection ...,1841,165,114.3,8.8e-07
GO:0048514,blood vessel morphogenesis,788,84,48.92,9.1e-07
GO:0036211,protein modification process,3881,309,240.94,1.1e-06
GO:0048641,regulation of skeletal muscle tissue dev...,120,23,7.45,1.2e-06
GO:0030030,cell projection organization,1877,167,116.53,1.2e-06
GO:0007010,cytoskeleton organization,1541,142,95.67,1.2e-06
GO:0006910,phagocytosis, recognition,204,32,12.66,1.2e-06
GO:0071840,cellular component organization or bioge...,6873,509,426.7,1.2e-06
GO:0060041,retina development in camera-type eye,265,38,16.45,1.3e-06
GO:0042127,regulation of cell population proliferat...,1976,174,122.68,1.3e-06
GO:0032878,regulation of establishment or maintenan...,72,17,4.47,1.4e-06
GO:0009888,tissue development,2159,187,134.04,1.5e-06
GO:0001944,vasculature development,849,88,52.71,1.6e-06
GO:0035556,intracellular signal transduction,2135,185,132.55,1.7e-06
GO:0007409,axonogenesis,630,70,39.11,1.7e-06
GO:0032990,cell part morphogenesis,854,88,53.02,2.0e-06
GO:0060343,trabecula formation,98,20,6.08,2.1e-06
GO:0061383,trabecula morphogenesis,98,20,6.08,2.1e-06
GO:0048667,cell morphogenesis involved in neuron di...,805,84,49.98,2.1e-06
GO:1901861,regulation of muscle tissue development,134,24,8.32,2.4e-06
GO:0003407,neural retina development,191,30,11.86,2.5e-06
GO:0048858,cell projection morphogenesis,834,86,51.78,2.6e-06
GO:0010842,retina layer formation,164,27,10.18,3.2e-06
GO:0035295,tube development,1382,128,85.8,3.2e-06
GO:0045765,regulation of angiogenesis,297,40,18.44,3.4e-06
GO:1901342,regulation of vasculature development,297,40,18.44,3.4e-06
GO:0048812,neuron projection morphogenesis,829,85,51.47,3.7e-06
GO:0120039,plasma membrane bounded cell projection ...,829,85,51.47,3.7e-06
GO:0010927,cellular component assembly involved in ...,277,38,17.2,3.8e-06
GO:0030029,actin filament-based process,793,82,49.23,4.0e-06
GO:0060042,retina morphogenesis in camera-type eye,216,32,13.41,4.3e-06
GO:0007167,enzyme-linked receptor protein signaling...,1274,119,79.09,4.9e-06
GO:0006796,phosphate-containing compound metabolic ...,2922,238,181.41,5.1e-06
GO:0031589,cell-substrate adhesion,486,56,30.17,6.3e-06
GO:0007166,cell surface receptor signaling pathway,2816,230,174.83,6.3e-06
GO:0001935,endothelial cell proliferation,180,28,11.17,6.5e-06
GO:0007399,nervous system development,3234,259,200.78,6.5e-06
GO:0051093,negative regulation of developmental pro...,869,87,53.95,7.3e-06
GO:0061024,membrane organization,859,86,53.33,8.2e-06
GO:0031032,actomyosin structure organization,309,40,19.18,8.9e-06
GO:0072359,circulatory system development,1212,113,75.24,9.2e-06
GO:0051130,positive regulation of cellular componen...,1187,111,73.69,9.7e-06
GO:0048592,eye morphogenesis,424,50,26.32,1.0e-05
GO:0006793,phosphorus metabolic process,2966,239,184.14,1.0e-05
GO:0060347,heart trabecula formation,83,17,5.15,1.1e-05
GO:0061384,heart trabecula morphogenesis,83,17,5.15,1.1e-05
GO:0035239,tube morphogenesis,1154,108,71.64,1.2e-05
GO:0051128,regulation of cellular component organiz...,2178,183,135.22,1.3e-05
GO:0001539,cilium or flagellum-dependent cell motil...,101,19,6.27,1.3e-05
GO:0033631,cell-cell adhesion mediated by integrin,38,11,2.36,1.3e-05
GO:0034446,substrate adhesion-dependent cell spread...,120,21,7.45,1.5e-05
GO:0060294,cilium movement involved in cell motilit...,77,16,4.78,1.7e-05
GO:0043652,engulfment of apoptotic cell,231,32,14.34,1.7e-05
GO:0051056,regulation of small GTPase mediated sign...,242,33,15.02,1.8e-05
GO:0051223,regulation of protein transport,353,43,21.92,1.9e-05
GO:0001934,positive regulation of protein phosphory...,505,56,31.35,1.9e-05
GO:0043542,endothelial cell migration,191,28,11.86,2.0e-05
GO:0051222,positive regulation of protein transport,212,30,13.16,2.1e-05
GO:1903829,positive regulation of protein localizat...,212,30,13.16,2.1e-05
GO:1904951,positive regulation of establishment of ...,212,30,13.16,2.1e-05
GO:0050673,epithelial cell proliferation,389,46,24.15,2.1e-05
GO:0051897,positive regulation of phosphatidylinosi...,123,21,7.64,2.2e-05
GO:0001936,regulation of endothelial cell prolifera...,142,23,8.82,2.2e-05
GO:0043412,macromolecule modification,4095,314,254.23,2.2e-05
GO:0051894,positive regulation of focal adhesion as...,96,18,5.96,2.3e-05
GO:0150117,positive regulation of cell-substrate ju...,96,18,5.96,2.3e-05
GO:0044085,cellular component biogenesis,3525,275,218.84,2.4e-05
GO:0090596,sensory organ morphogenesis,521,57,32.35,2.4e-05
GO:0007264,small GTPase mediated signal transductio...,498,55,30.92,2.5e-05
GO:0030036,actin cytoskeleton organization,771,77,47.87,2.6e-05
GO:0030587,sorocarp development,48,12,2.98,2.7e-05
GO:0099120,socially cooperative development,48,12,2.98,2.7e-05
GO:0033138,positive regulation of peptidyl-serine p...,125,21,7.76,2.8e-05
GO:0006470,protein dephosphorylation,325,40,20.18,2.9e-05
GO:0016477,cell migration,1302,117,80.83,3.3e-05
GO:0051703,biological process involved in intraspec...,90,17,5.59,3.4e-05
GO:0060285,cilium-dependent cell motility,90,17,5.59,3.4e-05
GO:0001932,regulation of protein phosphorylation,816,80,50.66,3.5e-05
GO:0030317,flagellated sperm motility,65,14,4.04,3.6e-05
GO:0097722,sperm motility,65,14,4.04,3.6e-05
GO:0006909,phagocytosis,529,57,32.84,3.7e-05
GO:0000902,cell morphogenesis,1198,109,74.38,3.7e-05
GO:0002040,sprouting angiogenesis,137,22,8.51,3.7e-05
GO:0048666,neuron development,1578,137,97.97,3.7e-05
GO:0070201,regulation of establishment of protein l...,363,43,22.54,3.8e-05
GO:0010594,regulation of endothelial cell migration,177,26,10.99,3.8e-05
GO:2000026,regulation of multicellular organismal d...,1239,112,76.92,3.8e-05
GO:0051147,regulation of muscle cell differentiatio...,167,25,10.37,3.9e-05
GO:0048583,regulation of response to stimulus,3187,250,197.86,4.1e-05
GO:0010324,membrane invagination,263,34,16.33,4.2e-05
GO:0045766,positive regulation of angiogenesis,148,23,9.19,4.3e-05
GO:1904018,positive regulation of vasculature devel...,148,23,9.19,4.3e-05
GO:0043552,positive regulation of phosphatidylinosi...,92,17,5.71,4.6e-05
GO:0090218,positive regulation of lipid kinase acti...,92,17,5.71,4.6e-05
GO:0070372,regulation of ERK1 and ERK2 cascade,390,45,24.21,4.8e-05
GO:0003007,heart morphogenesis,276,35,17.13,4.8e-05
GO:0006911,phagocytosis, engulfment,254,33,15.77,4.9e-05
GO:0099024,plasma membrane invagination,254,33,15.77,4.9e-05
GO:0003341,cilium movement,84,16,5.21,5.2e-05
GO:0030048,actin filament-based movement,51,12,3.17,5.2e-05
GO:0042327,positive regulation of phosphorylation,536,57,33.28,5.3e-05
GO:0051896,regulation of phosphatidylinositol 3-kin...,171,25,10.62,5.7e-05
GO:0042306,regulation of protein import into nucleu...,85,16,5.28,6.0e-05
GO:1900180,regulation of protein localization to nu...,85,16,5.28,6.0e-05
GO:0035023,regulation of Rho protein signal transdu...,122,20,7.57,6.1e-05
GO:0043277,apoptotic cell clearance,270,34,16.76,7.1e-05
GO:0030010,establishment of cell polarity,143,22,8.88,7.2e-05
GO:0097435,supramolecular fiber organization,809,78,50.23,7.6e-05
GO:0042307,positive regulation of protein import in...,61,13,3.79,7.7e-05
GO:1900182,positive regulation of protein localizat...,61,13,3.79,7.7e-05
GO:0007411,axon guidance,411,46,25.52,8.3e-05
GO:0097485,neuron projection guidance,411,46,25.52,8.3e-05
GO:0140694,non-membrane-bounded organelle assembly,423,47,26.26,8.3e-05
GO:0030182,neuron differentiation,1858,155,115.35,8.7e-05
GO:0040011,locomotion,983,91,61.03,8.8e-05
GO:0033135,regulation of peptidyl-serine phosphoryl...,145,22,9,9.0e-05
GO:0046777,protein autophosphorylation,251,32,15.58,9.0e-05
GO:0000132,establishment of mitotic spindle orienta...,79,15,4.9,9.1e-05
GO:0043491,phosphatidylinositol 3-kinase/protein ki...,176,25,10.93,9.3e-05
GO:0002676,regulation of chronic inflammatory respo...,9,5,0.56,9.4e-05
GO:0051893,regulation of focal adhesion assembly,127,20,7.88,0.00011
GO:0090109,regulation of cell-substrate junction as...,127,20,7.88,0.00011
GO:0150116,regulation of cell-substrate junction or...,127,20,7.88,0.00011
GO:0045785,positive regulation of cell adhesion,381,43,23.65,0.00011
GO:0010562,positive regulation of phosphorus metabo...,589,60,36.57,0.00012
GO:0045937,positive regulation of phosphate metabol...,589,60,36.57,0.00012
GO:0033674,positive regulation of kinase activity,311,37,19.31,0.00012
GO:0070374,positive regulation of ERK1 and ERK2 cas...,189,26,11.73,0.00012
GO:0051294,establishment of spindle orientation,81,15,5.03,0.00012
GO:0007018,microtubule-based movement,267,33,16.58,0.00013
GO:0032880,regulation of protein localization,431,47,26.76,0.00013
GO:0070371,ERK1 and ERK2 cascade,419,46,26.01,0.00013
GO:0001775,cell activation,968,89,60.1,0.00013
GO:0051293,establishment of spindle localization,100,17,6.21,0.00013
GO:0031175,neuron projection development,1320,115,81.95,0.00014
GO:0032388,positive regulation of intracellular tra...,73,14,4.53,0.00014
GO:0043010,camera-type eye development,397,44,24.65,0.00015
GO:0010646,regulation of cell communication,2579,204,160.11,0.00015
GO:0045595,regulation of cell differentiation,1282,112,79.59,0.00015
GO:0040001,establishment of mitotic spindle localiz...,92,16,5.71,0.00016
GO:0043085,positive regulation of catalytic activit...,764,73,47.43,0.00017
GO:0042325,regulation of phosphorylation,882,82,54.76,0.00017
GO:0033632,regulation of cell-cell adhesion mediate...,34,9,2.11,0.00017
GO:0009151,purine deoxyribonucleotide metabolic pro...,15,6,0.93,0.00017
GO:0009966,regulation of signal transduction,2199,177,136.52,0.00018
GO:0003205,cardiac chamber development,112,18,6.95,0.00018
GO:0003206,cardiac chamber morphogenesis,112,18,6.95,0.00018
GO:0048699,generation of neurons,1930,158,119.82,0.00018
GO:0043549,regulation of kinase activity,549,56,34.08,0.00019
GO:0001954,positive regulation of cell-matrix adhes...,122,19,7.57,0.00019
GO:1902531,regulation of intracellular signal trans...,1289,112,80.03,0.00019
GO:0098742,cell-cell adhesion via plasma-membrane a...,500,52,31.04,0.00019
GO:0043550,regulation of lipid kinase activity,103,17,6.39,0.00020
GO:0051259,protein complex oligomerization,755,72,46.87,0.00020
GO:0048041,focal adhesion assembly,185,25,11.49,0.00021
GO:0050678,regulation of epithelial cell proliferat...,320,37,19.87,0.00021
GO:0051049,regulation of transport,1224,107,75.99,0.00021
GO:0032879,regulation of localization,1335,115,82.88,0.00022
GO:0008285,negative regulation of cell population p...,785,74,48.74,0.00023
GO:0009182,purine deoxyribonucleoside diphosphate m...,3,3,0.19,0.00024
GO:0046056,dADP metabolic process,3,3,0.19,0.00024
GO:0030949,positive regulation of vascular endothel...,51,11,3.17,0.00024
GO:0090316,positive regulation of intracellular pro...,68,13,4.22,0.00025
GO:0051653,spindle localization,105,17,6.52,0.00025
GO:0007017,microtubule-based process,774,73,48.05,0.00025
GO:0051347,positive regulation of transferase activ...,360,40,22.35,0.00027
GO:0046903,secretion,1221,106,75.8,0.00029
GO:0140352,export from cell,1085,96,67.36,0.00029
GO:0030155,regulation of cell adhesion,661,64,41.04,0.00029
GO:0022008,neurogenesis,2136,171,132.61,0.00030
GO:0060271,cilium assembly,326,37,20.24,0.00030
GO:0044782,cilium organization,338,38,20.98,0.00030
GO:0016311,dephosphorylation,460,48,28.56,0.00031
GO:0030334,regulation of cell migration,676,65,41.97,0.00032
GO:0001569,branching involved in blood vessel morph...,70,13,4.35,0.00033
GO:0046824,positive regulation of nucleocytoplasmic...,70,13,4.35,0.00033
GO:0050900,leukocyte migration,236,29,14.65,0.00035
GO:0007044,cell-substrate junction assembly,203,26,12.6,0.00037
GO:0150115,cell-substrate junction organization,203,26,12.6,0.00037
GO:0032940,secretion by cell,1080,95,67.05,0.00038
GO:0007266,Rho protein signal transduction,160,22,9.93,0.00038
GO:0040012,regulation of locomotion,760,71,47.18,0.00039
GO:0034330,cell junction organization,774,72,48.05,0.00041
GO:2000145,regulation of cell motility,683,65,42.4,0.00042
GO:0031401,positive regulation of protein modificat...,670,64,41.6,0.00042
GO:0010595,positive regulation of endothelial cell ...,130,19,8.07,0.00043
GO:0019220,regulation of phosphate metabolic proces...,1019,90,63.26,0.00047
GO:0030240,skeletal muscle thin filament assembly,31,8,1.92,0.00047
GO:0055003,cardiac myofibril assembly,31,8,1.92,0.00047
GO:0030049,muscle filament sliding,24,7,1.49,0.00048
GO:0051174,regulation of phosphorus metabolic proce...,1020,90,63.32,0.00048
GO:0042303,molting cycle,142,20,8.82,0.00050
GO:0023051,regulation of signaling,2539,197,157.63,0.00053
GO:0010631,epithelial cell migration,324,36,20.11,0.00053
GO:0090132,epithelium migration,324,36,20.11,0.00053
GO:0044093,positive regulation of molecular functio...,997,88,61.9,0.00055
GO:0090130,tissue migration,325,36,20.18,0.00056
GO:0010811,positive regulation of cell-substrate ad...,154,21,9.56,0.00057
GO:0044089,positive regulation of cellular componen...,387,41,24.03,0.00061
GO:0033275,actin-myosin filament sliding,25,7,1.55,0.00063
GO:0051241,negative regulation of multicellular org...,867,78,53.83,0.00064
GO:0030947,regulation of vascular endothelial growt...,75,13,4.66,0.00066
GO:1903047,mitotic cell cycle process,882,79,54.76,0.00068
GO:0001952,regulation of cell-matrix adhesion,178,23,11.05,0.00069
GO:0034329,cell junction assembly,566,55,35.14,0.00069
GO:0009306,protein secretion,329,36,20.43,0.00071
GO:0035592,establishment of protein localization to...,329,36,20.43,0.00071
GO:0071692,protein localization to extracellular re...,329,36,20.43,0.00071
GO:0060341,regulation of cellular localization,568,55,35.26,0.00075
GO:0032715,negative regulation of interleukin-6 pro...,19,6,1.18,0.00076
GO:0002544,chronic inflammatory response,13,5,0.81,0.00077
GO:0001763,morphogenesis of a branching structure,283,32,17.57,0.00079
GO:0003008,system process,1680,136,104.3,0.00081
GO:0042338,cuticle development involved in collagen...,8,4,0.5,0.00085
GO:0046845,branched duct epithelial cell fate deter...,8,4,0.5,0.00085
GO:0048170,positive regulation of long-term neurona...,8,4,0.5,0.00085
GO:0031399,regulation of protein modification proce...,1027,89,63.76,0.00090
GO:0007267,cell-cell signaling,1430,118,88.78,0.00091
GO:0006195,purine nucleotide catabolic process,42,9,2.61,0.00092
GO:0051247,positive regulation of protein metabolic...,950,83,58.98,0.00105
GO:0010632,regulation of epithelial cell migration,241,28,14.96,0.00107
GO:1902850,microtubule cytoskeleton organization in...,151,20,9.37,0.00110
GO:0061640,cytoskeleton-dependent cytokinesis,173,22,10.74,0.00110
GO:0033157,regulation of intracellular protein tran...,109,16,6.77,0.00112
GO:0048522,positive regulation of cellular process,4465,323,277.2,0.00117
GO:0050680,negative regulation of epithelial cell p...,152,20,9.44,0.00119
GO:0001667,ameboidal-type cell migration,439,44,27.25,0.00123
GO:0007507,heart development,620,58,38.49,0.00125
GO:0007157,heterophilic cell-cell adhesion via plas...,209,25,12.98,0.00128
GO:0050790,regulation of catalytic activity,1375,113,85.36,0.00133
GO:0001570,vasculogenesis,132,18,8.19,0.00136
GO:0033627,cell adhesion mediated by integrin,81,13,5.03,0.00139
GO:0001756,somitogenesis,101,15,6.27,0.00140
GO:0061053,somite development,101,15,6.27,0.00140
GO:0051338,regulation of transferase activity,663,61,41.16,0.00141
GO:0034633,retinol transport,9,4,0.56,0.00145
GO:0040002,collagen and cuticulin-based cuticle dev...,9,4,0.56,0.00145
GO:0046864,isoprenoid transport,9,4,0.56,0.00145
GO:0046865,terpenoid transport,9,4,0.56,0.00145
GO:0070424,regulation of nucleotide-binding oligome...,9,4,0.56,0.00145
GO:0001654,eye development,599,56,37.19,0.00152
GO:0150063,visual system development,599,56,37.19,0.00152
GO:0051050,positive regulation of transport,705,64,43.77,0.00152
GO:0048518,positive regulation of biological proces...,5095,363,316.31,0.00155
GO:0014866,skeletal myofibril assembly,45,9,2.79,0.00155
GO:0045214,sarcomere organization,82,13,5.09,0.00156
GO:0033628,regulation of cell adhesion mediated by ...,54,10,3.35,0.00161
GO:0045019,negative regulation of nitric oxide bios...,15,5,0.93,0.00163
GO:1904406,negative regulation of nitric oxide meta...,15,5,0.93,0.00163
GO:0045806,negative regulation of endocytosis,29,7,1.8,0.00163
GO:0048769,sarcomerogenesis,29,7,1.8,0.00163
GO:0070252,actin-mediated cell contraction,29,7,1.8,0.00163
GO:0061138,morphogenesis of a branching epithelium,272,30,16.89,0.00166
GO:0046578,regulation of Ras protein signal transdu...,202,24,12.54,0.00174
GO:0002164,larval development,135,18,8.38,0.00176
GO:0060429,epithelium development,1330,109,82.57,0.00176
GO:0010634,positive regulation of epithelial cell m...,157,20,9.75,0.00177
GO:0010737,protein kinase A signaling,55,10,3.41,0.00186
GO:0000281,mitotic cytokinesis,158,20,9.81,0.00191
GO:0055008,cardiac muscle tissue morphogenesis,38,8,2.36,0.00199
GO:0046822,regulation of nucleocytoplasmic transpor...,126,17,7.82,0.00205
GO:0035282,segmentation,217,25,13.47,0.00216
GO:0032526,response to retinoic acid,116,16,7.2,0.00218
GO:0039531,regulation of viral-induced cytoplasmic ...,16,5,0.99,0.00225
GO:0048880,sensory system development,610,56,37.87,0.00227
GO:0031650,regulation of heat generation,10,4,0.62,0.00230
GO:0045834,positive regulation of lipid metabolic p...,172,21,10.68,0.00234
GO:0019538,protein metabolic process,6009,420,373.06,0.00247
GO:0048149,behavioral response to ethanol,31,7,1.92,0.00247
GO:0045596,negative regulation of cell differentiat...,547,51,33.96,0.00254
GO:0031346,positive regulation of cell projection o...,443,43,27.5,0.00255
GO:0048010,vascular endothelial growth factor recep...,97,14,6.02,0.00262
GO:0051301,cell division,1038,87,64.44,0.00268
GO:0001937,negative regulation of endothelial cell ...,40,8,2.48,0.00280
GO:0007076,mitotic chromosome condensation,40,8,2.48,0.00280
GO:0019748,secondary metabolic process,141,18,8.75,0.00286
GO:0048729,tissue morphogenesis,821,71,50.97,0.00301
GO:0030100,regulation of endocytosis,223,25,13.84,0.00312
GO:0051641,cellular localization,3402,248,211.21,0.00325
GO:0030241,skeletal muscle myosin thick filament as...,41,8,2.55,0.00329
GO:0034113,heterotypic cell-cell adhesion,41,8,2.55,0.00329
GO:0055006,cardiac cell development,41,8,2.55,0.00329
GO:0055013,cardiac muscle cell development,41,8,2.55,0.00329
GO:0071688,striated muscle myosin thick filament as...,41,8,2.55,0.00329
GO:0072523,purine-containing compound catabolic pro...,69,11,4.28,0.00333
GO:0007445,determination of imaginal disc primordiu...,11,4,0.68,0.00343
GO:0035225,determination of genital disc primordium,11,4,0.68,0.00343
GO:0040003,chitin-based cuticle development,11,4,0.68,0.00343
GO:0045741,positive regulation of epidermal growth ...,11,4,0.68,0.00343
GO:0061098,positive regulation of protein tyrosine ...,11,4,0.68,0.00343
GO:2000273,positive regulation of signaling recepto...,11,4,0.68,0.00343
GO:0050767,regulation of neurogenesis,361,36,22.41,0.00352
GO:0070727,cellular macromolecule localization,2394,180,148.63,0.00363
GO:0034220,monoatomic ion transmembrane transport,400,39,24.83,0.00363
GO:0002376,immune system process,2173,165,134.91,0.00363
GO:0006941,striated muscle contraction,122,16,7.57,0.00364
GO:0048754,branching morphogenesis of an epithelial...,250,27,15.52,0.00369
GO:0010810,regulation of cell-substrate adhesion,226,25,14.03,0.00372
GO:0002168,instar larval development,51,9,3.17,0.00382
GO:0031033,myosin filament organization,51,9,3.17,0.00382
GO:0048644,muscle organ morphogenesis,51,9,3.17,0.00382
GO:0002677,negative regulation of chronic inflammat...,2,2,0.12,0.00385
GO:0006173,dADP biosynthetic process,2,2,0.12,0.00385
GO:0007630,jump response,2,2,0.12,0.00385
GO:0007636,chemosensory jump behavior,2,2,0.12,0.00385
GO:0009183,purine deoxyribonucleoside diphosphate b...,2,2,0.12,0.00385
GO:0021905,forebrain-midbrain boundary formation,2,2,0.12,0.00385
GO:0034147,regulation of toll-like receptor 5 signa...,2,2,0.12,0.00385
GO:0034148,negative regulation of toll-like recepto...,2,2,0.12,0.00385
GO:0034166,toll-like receptor 10 signaling pathway,2,2,0.12,0.00385
GO:0035311,wing cell fate specification,2,2,0.12,0.00385
GO:0070425,negative regulation of nucleotide-bindin...,2,2,0.12,0.00385
GO:0070428,regulation of nucleotide-binding oligome...,2,2,0.12,0.00385
GO:0070429,negative regulation of nucleotide-bindin...,2,2,0.12,0.00385
GO:0070432,regulation of nucleotide-binding oligome...,2,2,0.12,0.00385
GO:0070433,negative regulation of nucleotide-bindin...,2,2,0.12,0.00385
GO:0032504,multicellular organism reproduction,1010,84,62.7,0.00386
GO:0051094,positive regulation of developmental pro...,1180,96,73.26,0.00398
GO:0006936,muscle contraction,276,29,17.13,0.00399
GO:0006887,exocytosis,667,59,41.41,0.00401
GO:0032720,negative regulation of tumor necrosis fa...,61,10,3.79,0.00409
GO:1903556,negative regulation of tumor necrosis fa...,61,10,3.79,0.00409
GO:0051239,regulation of multicellular organismal p...,2372,178,147.26,0.00413
GO:0009786,regulation of asymmetric cell division,6,3,0.37,0.00414
GO:0065009,regulation of molecular function,1715,133,106.47,0.00435
GO:0009605,response to external stimulus,2942,216,182.65,0.00442
GO:0031034,myosin filament assembly,43,8,2.67,0.00448
GO:0008104,protein localization,2377,178,147.57,0.00449
GO:0030335,positive regulation of cell migration,329,33,20.43,0.00463
GO:2000147,positive regulation of cell motility,329,33,20.43,0.00463
GO:0032386,regulation of intracellular transport,148,18,9.19,0.00481
GO:0009155,purine deoxyribonucleotide catabolic pro...,12,4,0.74,0.00490
GO:0009445,putrescine metabolic process,12,4,0.74,0.00490
GO:0045662,negative regulation of myoblast differen...,12,4,0.74,0.00490
GO:0048865,stem cell fate commitment,12,4,0.74,0.00490
GO:0090075,relaxation of muscle,12,4,0.74,0.00490
GO:0007595,lactation,35,7,2.17,0.00508
GO:0018996,molting cycle, collagen and cuticulin-ba...,19,5,1.18,0.00512
GO:1902692,regulation of neuroblast proliferation,19,5,1.18,0.00512
GO:0033036,macromolecule localization,2802,206,173.96,0.00512
GO:0042335,cuticle development,63,10,3.91,0.00519
GO:0022612,gland morphogenesis,208,23,12.91,0.00526
GO:0030534,adult behavior,221,24,13.72,0.00555
GO:0000270,peptidoglycan metabolic process,84,12,5.21,0.00558
GO:0042476,odontogenesis,84,12,5.21,0.00558
GO:0050731,positive regulation of peptidyl-tyrosine...,95,13,5.9,0.00581
GO:0006892,post-Golgi vesicle-mediated transport,128,16,7.95,0.00584
GO:0044419,biological process involved in interspec...,1818,139,112.87,0.00585
GO:0044550,secondary metabolite biosynthetic proces...,45,8,2.79,0.00596
GO:0060415,muscle tissue morphogenesis,45,8,2.79,0.00596
GO:0008039,synaptic target recognition,36,7,2.23,0.00597
GO:0051656,establishment of organelle localization,348,34,21.6,0.00611
GO:0015850,organic hydroxy compound transport,175,20,10.86,0.00620
GO:0007635,chemosensory behavior,55,9,3.41,0.00639
GO:0048596,embryonic camera-type eye morphogenesis,20,5,1.24,0.00648
GO:0120035,regulation of plasma membrane bounded ce...,683,59,42.4,0.00657
GO:0050714,positive regulation of protein secretion,141,17,8.75,0.00658
GO:1901890,positive regulation of cell junction ass...,188,21,11.67,0.00664
