gene,meth_diff
gene-LOC111116417,0.8299548750000003
gene-LOC111116418,-12.304955000000007
gene-LOC111116420,-2.3118561666666624
gene-LOC111116423,-2.5678532499999998
gene-LOC111116424,1.0804231617647133
gene-LOC111116425,1.8772078194444424
gene-LOC111116426,0.027025125000000094
gene-LOC111116427,2.672019625000001
gene-LOC111116433,0.01580060326086946
gene-LOC111116434,0.018970766025640906
gene-LOC111116437,-8.821473243749999
gene-LOC111116438,0.35540965
gene-LOC111116443,8.858100640624997
gene-LOC111116447,-0.462962875
gene-LOC111116453,3.2873065624999986
gene-LOC111116462,-0.48504661458333287
gene-LOC111116469,3.366686187500008
gene-LOC111116472,0.6688758749999995
gene-LOC111116473,2.751456638888883
gene-LOC111116475,-7.23676874999999
gene-LOC111116476,-11.362781375
gene-LOC111116481,-0.11606204999999997
gene-LOC111116485,-0.129361925
gene-LOC111116488,0.26389352777777836
gene-LOC111116489,1.3872242980769247
gene-LOC111116490,2.5643941789772704
gene-LOC111116491,-0.09858341666666626
gene-LOC111116502,1.8591733125000012
gene-LOC111116503,0.78125
gene-LOC111116504,2.0455462155172457
gene-LOC111116515,-0.34628373986485705
gene-LOC111116522,-0.8744213409090769
gene-LOC111116525,0.2734791875000002
gene-LOC111116526,-0.1137709999999997
gene-LOC111116527,-4.727991496710521
gene-LOC111116528,7.419510656249997
gene-LOC111116530,-0.03245440573770492
gene-LOC111116531,1.522757209821429
gene-LOC111116532,0.3199643874999998
gene-LOC111116534,0.8950010478723405
gene-LOC111116535,0.5659437530487814
gene-LOC111116536,-3.9468505795454534
gene-LOC111116546,0.05280791666666662
gene-LOC111116548,-0.09025140909090912
gene-LOC111116549,2.3452385499999995
gene-LOC111116550,-1.9009644791666707
gene-LOC111116551,-1.6633589687499999
gene-LOC111116552,-0.8440806250000059
gene-LOC111116555,-0.056862490384615216
gene-LOC111116556,-0.08668198863636423
gene-LOC111116557,-0.02630229036458326
gene-LOC111116558,-0.6720804687499999
gene-LOC111116561,0.6969456826923057
gene-LOC111116564,0.18522281944444374
gene-LOC111116567,-24.226733924999998
gene-LOC111116568,-0.40521615151515133
gene-LOC111116574,-0.519005875
gene-LOC111116575,-0.2239656458333329
gene-LOC111116587,0.07347104464285731
gene-LOC111116589,0.21351145454545464
gene-LOC111116590,0.07851898007246377
gene-LOC111116591,-0.029829981707316988
gene-LOC111116592,-0.12853359722222224
gene-LOC111116593,0.07405619117647022
gene-LOC111116594,4.409838375
gene-LOC111116596,-1.484191749999991
gene-LOC111116598,3.2038360187499997
gene-LOC111116599,2.4834671875000005
gene-LOC111116600,-1.1601276249999977
gene-LOC111116601,-1.8872119204545488
gene-LOC111116602,-0.1766138522727268
gene-LOC111116603,1.460095125
gene-LOC111116604,0.54746971875
gene-LOC111116605,-0.2186962083333329
gene-LOC111116610,-1.208957286458334
gene-LOC111116612,0.098198203125
gene-LOC111116614,1.6069970208333282
gene-LOC111116616,-0.056839321428571676
gene-LOC111116619,1.0961321136363567
gene-LOC111116623,0.14361327916666777
gene-LOC111116627,-1.207431750000005
gene-LOC111116628,-2.107719314516107
gene-LOC111116629,0.2191512096774062
gene-LOC111116632,-0.12506309046052588
gene-LOC111116633,-0.3945815217391315
gene-LOC111116634,-2.5212978557692214
gene-LOC111116635,0.025470225000000013
gene-LOC111116636,0.13529978571428553
gene-LOC111116637,-0.09314495312499999
gene-LOC111116639,-0.26216077083333383
gene-LOC111116640,3.3188304389534906
gene-LOC111116642,0.23544442499999998
gene-LOC111116643,0.0354777083333333
gene-LOC111116644,0.22044505555555463
gene-LOC111116647,8.471541583333334
gene-LOC111116648,0.011377416666666612
gene-LOC111116650,-0.11346340318627512
gene-LOC111116655,-0.08613455555555549
gene-LOC111116657,-0.9814074166666661
gene-LOC111116660,-0.010924749999999844
gene-LOC111116661,-0.08892913383152162
gene-LOC111116662,3.833107708333333
gene-LOC111116665,10.480232550000004
gene-LOC111116667,0.021968432432432516
gene-LOC111116671,-0.10994695000000002
gene-LOC111116675,-3.636709249999999
gene-LOC111116676,-0.017931000000000058
gene-LOC111116677,1.319133062499997
gene-LOC111116679,-0.164797575
gene-LOC111116683,-0.8807179951923061
gene-LOC111116684,-0.12207317934782602
gene-LOC111116685,-2.4985289999999996
gene-LOC111116686,0.1950162045454551
gene-LOC111116688,-0.13906708401639356
gene-LOC111116692,-0.10057177083331581
gene-LOC111116695,0.10422704166666663
gene-LOC111116696,1.5627086874999998
gene-LOC111116697,-0.947775890151533
gene-LOC111116698,-0.22821227604166633
gene-LOC111116700,0.20468447500000003
gene-LOC111116701,-0.052961812500000094
gene-LOC111116703,0
gene-LOC111116707,0.012071397727272892
gene-LOC111116709,-0.08782750000000011
gene-LOC111116710,-0.1505331551598842
gene-LOC111116711,-7.685246824999998
gene-LOC111116715,0.05475585991379328
gene-LOC111116716,-0.2332609886363629
gene-LOC111116718,-13.271396500000002
gene-LOC111116722,8.997660624999998
gene-LOC111116725,0.36493632193396186
gene-LOC111116726,0.136997125
gene-LOC111116727,-21.540277749999994
gene-LOC111116730,-1.6337293913501996
gene-LOC111116731,0.276341015625
gene-LOC111116732,0.013159187500000002
gene-LOC111116733,-0.12188649999999923
gene-LOC111116734,-10.396634625
gene-LOC111116735,0
gene-LOC111116736,-0.022046752083333232
gene-LOC111116737,-1.4742034261363597
gene-LOC111116738,-0.03674893928571443
gene-LOC111116743,0.12297049999999998
gene-LOC111116744,0.027047579819277134
gene-LOC111116745,-1.7629654375000001
gene-LOC111116746,-0.24930778197674375
gene-LOC111116749,2.0909312884615305
gene-LOC111116750,0.020806359177215267
gene-LOC111116751,4.419889249999999
gene-LOC111116752,-1.21001675
gene-LOC111116754,-0.12231830681818176
gene-LOC111116756,2.5378386250000027
gene-LOC111116761,0.09643688586956523
gene-LOC111116764,-1.8061923749999877
gene-LOC111116766,3.10270025
gene-LOC111116769,-8.75229120833333
gene-LOC111116773,2.04560925
gene-LOC111116774,0.013106950892857239
gene-LOC111116776,1.0549141562499926
gene-LOC111116779,11.343797458333349
gene-LOC111116781,1.083637874999999
gene-LOC111116783,0.09311508791208856
gene-LOC111116784,-10.121743010416658
gene-LOC111116785,0.04926607142857137
gene-LOC111116787,0.2286765285714284
gene-LOC111116789,2.820539434895828
gene-LOC111116790,-0.6627656333333318
gene-LOC111116793,-4.8025987265625005
gene-LOC111116794,-5.1889718125
gene-LOC111116795,0.029280565715434137
gene-LOC111116798,-2.349374416666665
gene-LOC111116800,0.06931274999999992
gene-LOC111116802,-6.131177937499999
gene-LOC111116803,-0.03271841415662635
gene-LOC111116807,0.11073274999999999
gene-LOC111116808,-0.03730087499999968
gene-LOC111116815,-0.2663591259541981
gene-LOC111116817,0.3885052321428565
gene-LOC111116818,-0.038383010416666696
gene-LOC111116819,-0.4836844525316448
gene-LOC111116821,-1.497383799999998
gene-LOC111116824,-4.452718028846149
gene-LOC111116825,3.896296416666644
gene-LOC111116829,-0.06735924287564762
gene-LOC111116830,-0.03751424489795924
gene-LOC111116831,0.010189671296296388
gene-LOC111116834,0.041885645
gene-LOC111116837,0.19219018749999997
gene-LOC111116838,-0.2213240625
gene-LOC111116840,1.6275325625
gene-LOC111116841,-0.109649125
gene-LOC111116842,-1.686172571428576
gene-LOC111116844,0.06197531250000088
gene-LOC111116845,0.8323181499999999
gene-LOC111116846,-0.21208975000000002
gene-LOC111116848,0.026005344429347987
gene-LOC111116851,6.784602
gene-LOC111116854,7.630895152777773
gene-LOC111116857,-0.34148819999999924
gene-LOC111116858,-0.006351982142856372
gene-LOC111116861,-0.00230934797297333
gene-LOC111116862,-0.2083333125
gene-LOC111116863,-0.10036297368421054
gene-LOC111116864,5.180476722222233
gene-LOC111116869,-0.7705694577337994
gene-LOC111116873,-0.029611604687499904
gene-LOC111116874,0.14432306770833492
gene-LOC111116875,7.965281723958341
gene-LOC111116876,-0.6130383125
gene-LOC111116877,-0.4866984374999994
gene-LOC111116878,6.167795849999999
gene-LOC111116879,0.1642106458333329
gene-LOC111116880,0.08856145892857281
gene-LOC111116881,-1.950331462499996
gene-LOC111116886,-0.930480535714286
gene-LOC111116887,-0.06331250000000001
gene-LOC111116888,-0.1659556063432836
gene-LOC111116890,5.091494631250001
gene-LOC111116894,0.16267717361111433
gene-LOC111116897,4.996081211805535
gene-LOC111116904,-11.230913817307702
gene-LOC111116905,1.2569195937499984
gene-LOC111116906,5.2824421515625
gene-LOC111116907,1.4565497272727335
gene-LOC111116908,1.8132366874999999
gene-LOC111116909,-2.1511551160714086
gene-LOC111116910,0.11854464999999986
gene-LOC111116911,3.504682
gene-LOC111116919,1.446049451388883
gene-LOC111116920,-0.25353749038461615
gene-LOC111116922,-0.05644805000000003
gene-LOC111116927,0.41082975
gene-LOC111116928,-0.04031528305785126
gene-LOC111116930,0.033424687499999994
gene-LOC111116931,0.08025953409090916
gene-LOC111116933,0.154809266843972
gene-LOC111116935,-0.0577177323883164
gene-LOC111116937,0.7978731249999997
gene-LOC111116940,-1.079238659090909
gene-LOC111116941,4.5626747806603865
gene-LOC111116945,-9.669169734375004
gene-LOC111116954,-0.004005593750000147
gene-LOC111116957,0.5208333125
gene-LOC111116959,0.18604521370967753
gene-LOC111116960,5.999015314655167
gene-LOC111116964,0.8852838333333217
gene-LOC111116965,-1.772627559278348
gene-LOC111116967,0
gene-LOC111116969,-0.15992917499999848
gene-LOC111116970,1.272287082031255
gene-LOC111116971,0.5890501343283603
gene-LOC111116972,3.727320743055568
gene-LOC111116975,0.1857549375
gene-LOC111116982,-0.05613587500000014
gene-LOC111116983,-1.1556229797297348
gene-LOC111116984,1.74434958333336
gene-LOC111116988,-3.345720262500002
gene-LOC111116989,-1.4367233839285944
gene-LOC111116992,0.30699858333333296
gene-LOC111116993,-2.4842045065789478
gene-LOC111116994,0.5953994250000001
gene-LOC111116996,2.1473427166666674
gene-LOC111116998,1.0342258173076857
gene-LOC111116999,-0.0013930625000000418
gene-LOC111117000,-0.37718849999999904
gene-LOC111117001,-1.9271208562499993
gene-LOC111117004,0.9711781249999998
gene-LOC111117010,-0.1402150965909091
gene-LOC111117016,0.9038574230769263
gene-LOC111117017,0.020023473214286103
gene-LOC111117018,0.019519762499999982
gene-LOC111117020,0.19776264274193556
gene-LOC111117022,-0.1736146136363637
gene-LOC111117024,-0.5752579899691028
gene-LOC111117026,-0.017056626050420354
gene-LOC111117027,-0.0295271676724137
gene-LOC111117028,-0.024308045289855362
gene-LOC111117029,0.051810977777778655
gene-LOC111117030,-0.0662952546296296
gene-LOC111117031,0.07748463722067028
gene-LOC111117032,0.11411367806603728
gene-LOC111117035,0.13440858333333375
gene-LOC111117036,5.743010187500012
gene-LOC111117039,-2.841920100922126
gene-LOC111117040,-0.12818840277777765
gene-LOC111117043,-3.311103361111112
gene-LOC111117044,-0.7346820518749979
gene-LOC111117045,-1.7421601249999998
gene-LOC111117047,1.3632042187500009
gene-LOC111117049,0.16733131250000124
gene-LOC111117051,0.06790289583333337
gene-LOC111117052,0.10853904166666622
gene-LOC111117059,-5.195461114864862
gene-LOC111117060,-2.7870123671875007
gene-LOC111117062,-2.9281395208333425
gene-LOC111117067,0.34024159375000007
gene-LOC111117069,1.349922125
gene-LOC111117070,-3.481394475
gene-LOC111117072,10.393299367647064
gene-LOC111117073,-0.5098699375
gene-LOC111117078,-0.1980811125
gene-LOC111117079,-4.8120195
gene-LOC111117080,-0.02533350000000001
gene-LOC111117081,6.92763175
gene-LOC111117082,-6.931312416666664
gene-LOC111117083,-0.21114592045455716
gene-LOC111117088,-0.5807238125000004
gene-LOC111117092,-1.0644766099999856
gene-LOC111117093,1.22429022499999
gene-LOC111117095,0.8030620625000084
gene-LOC111117099,0.19981182947530868
gene-LOC111117100,0.011802043719211897
gene-LOC111117101,9.721982932142843
gene-LOC111117103,-0.005395402243590475
gene-LOC111117104,0
gene-LOC111117105,-1.437232245689657
gene-LOC111117112,-0.8993421374999997
gene-LOC111117113,0.14660742578124997
gene-LOC111117116,0.008989749999999797
gene-LOC111117117,2.8283255625000017
gene-LOC111117121,0.3839205
gene-LOC111117124,7.468618875000004
gene-LOC111117129,4.6047695952380945
gene-LOC111117132,-0.48564508552631125
gene-LOC111117133,-3.2859646916666776
gene-LOC111117134,-0.05503564375
gene-LOC111117135,0.17306771249999997
gene-LOC111117137,-0.021358875
gene-LOC111117138,-2.7068988125000004
gene-LOC111117139,-0.036721178030304724
gene-LOC111117143,-2.4748005909091013
gene-LOC111117144,-1.7511859195544535
gene-LOC111117147,-0.23659631249999974
gene-LOC111117149,-1.9153276770833365
gene-LOC111117151,-2.670504026785707
gene-LOC111117152,6.700788145833329
gene-LOC111117153,-3.7109201666666674
gene-LOC111117154,-2.2230885051546494
gene-LOC111117155,0.9205319143518764
gene-LOC111117157,2.4670766328125
gene-LOC111117159,-0.08376987635869576
gene-LOC111117161,-0.10771978846153862
gene-LOC111117162,-0.023153483333333114
gene-LOC111117163,4.792336727272726
gene-LOC111117164,6.655373959134607
gene-LOC111117165,19.45079708333334
gene-LOC111117166,-1.5807533333333295
gene-LOC111117170,-0.6857692187500035
gene-LOC111117171,0.10514533333333376
gene-LOC111117173,-0.11801276388888898
gene-LOC111117175,-0.8311589711538545
gene-LOC111117177,-1.7906163125000063
gene-LOC111117178,0.33169700277777725
gene-LOC111117186,0.054970181818181973
gene-LOC111117187,-0.2111011785714283
gene-LOC111117188,-0.14678341145833385
gene-LOC111117189,-6.623706521715622e-4
gene-LOC111117191,0.05875011655405399
gene-LOC111117192,0.005698497395833557
gene-LOC111117193,0.08990098437500013
gene-LOC111117194,0.05293394078947386
gene-LOC111117198,0.27337122916666584
gene-LOC111117201,-11.638112132352926
gene-LOC111117202,-3.3595993619402904
gene-LOC111117203,2.31651209999999
gene-LOC111117205,-1.3786692249999994
gene-LOC111117211,-15.542672000000003
gene-LOC111117217,4.636193445312488
gene-LOC111117219,0.06565630978260872
gene-LOC111117222,-0.0058479024390241385
gene-LOC111117223,0.2701116547619048
gene-LOC111117224,0.21248339583333326
gene-LOC111117225,-0.028907262195121963
gene-LOC111117226,0.03925742584745737
gene-LOC111117227,-2.4740211249999997
gene-LOC111117230,0.7014670624999999
gene-LOC111117231,-2.6356044375000005
gene-LOC111117232,-0.24160139999999997
gene-LOC111117234,-0.09258460000000002
gene-LOC111117238,-2.8372773749999998
gene-LOC111117240,-3.929172562499994
gene-LOC111117241,-7.4347738686708915
gene-LOC111117242,-4.974911448770488
gene-LOC111117244,2.8333919799999947
gene-LOC111117246,0.03995875000000007
gene-LOC111117247,-0.0855644000000001
gene-LOC111117248,-1.0714569999999988
gene-LOC111117251,0.009187987499999994
gene-LOC111117253,0.7317041041666617
gene-LOC111117254,-0.2865541093749999
gene-LOC111117256,-0.24783837500000003
gene-LOC111117258,0.04365360863095252
gene-LOC111117260,-0.42162666379310254
gene-LOC111117262,-0.011021924528302113
gene-LOC111117263,0.06997039285714413
gene-LOC111117264,-0.32113064316608964
gene-LOC111117266,2.575293829545469
gene-LOC111117267,-0.23252249999999985
gene-LOC111117268,-0.026941009615384454
gene-LOC111117275,-0.12748108445946027
gene-LOC111117277,0.03067271590909071
gene-LOC111117278,0.27214182196969644
gene-LOC111117279,0.32004866447368396
gene-LOC111117281,2.3379276124999997
gene-LOC111117287,-0.10064149671052633
gene-LOC111117288,-1.200623520833335
gene-LOC111117289,-0.019534483333333408
gene-LOC111117293,0.12570201973684247
gene-LOC111117297,-1.2281386331521844
gene-LOC111117298,-1.01601645
gene-LOC111117299,-0.7647296770833405
gene-LOC111117300,0.24625563907284792
gene-LOC111117303,0.02466052394635998
gene-LOC111117305,-11.320244990131577
gene-LOC111117308,-0.7318386250000142
gene-LOC111117309,-10.655586025735289
gene-LOC111117310,-0.12504368804347732
gene-LOC111117314,-2.123566447265624
gene-LOC111117315,0.0048651582568908225
gene-LOC111117316,-1.9628029778480962
gene-LOC111117318,-4.808905602272729
gene-LOC111117321,1.7632253749999998
gene-LOC111117324,3.4787550462963024
gene-LOC111117325,3.00973751111111
gene-LOC111117327,-0.16647666594827681
gene-LOC111117328,0.17736590909090832
gene-LOC111117330,0.785103600218676
gene-LOC111117334,0.10949102835052216
gene-LOC111117335,0.8628818057324708
gene-LOC111117337,-0.05531960267857139
gene-LOC111117338,-0.6302032573529422
gene-LOC111117339,0.6731315784313878
gene-LOC111117341,-2.6145712777777703
gene-LOC111117344,0.007094433493589791
gene-LOC111117346,1.7478222812500004
gene-LOC111117348,1.7478222812500004
gene-LOC111117350,-1.5872483014705807
gene-LOC111117351,-19.298937625
gene-LOC111117352,-0.4135955225290695
gene-LOC111117354,3.8945001491712645
gene-LOC111117356,2.132701994565216
gene-LOC111117357,1.4771222968749997
gene-LOC111117358,-0.18906815277777833
gene-LOC111117359,0.2238681785714256
gene-LOC111117361,0.03130382500000001
gene-LOC111117364,2.6871719218749917
gene-LOC111117367,-1.8696797346153744
gene-LOC111117369,-0.08294330504261371
gene-LOC111117370,-0.04829977500000027
gene-LOC111117372,2.3309885312499996
gene-LOC111117373,-2.5112802499999995
gene-LOC111117375,-1.1057102031250006
gene-LOC111117380,1.8208564999999997
gene-LOC111117384,-0.09890917592592585
gene-LOC111117386,1.496793750000002
gene-LOC111117388,-0.055638756313143745
gene-LOC111117391,0.49184336820651
gene-LOC111117393,-1.0591316933333321
gene-LOC111117394,-4.019756739583329
gene-LOC111117396,-0.04234559090909129
gene-LOC111117400,-0.7589895096153843
gene-LOC111117403,3.0234136691176454
gene-LOC111117404,-0.005098241666666892
gene-LOC111117405,-0.1170150535714286
gene-LOC111117406,-4.311557904761901
gene-LOC111117409,-1.7331626102941229
gene-LOC111117410,0.057050958333332846
gene-LOC111117412,0
gene-LOC111117414,0.00677267605634313
gene-LOC111117415,-0.04600367361111124
gene-LOC111117416,-0.09674468465909103
gene-LOC111117417,1.0409508358173127
gene-LOC111117420,0.02110098011363648
gene-LOC111117421,-0.4251729187500001
gene-LOC111117422,-2.9771080673076913
gene-LOC111117423,-0.05263260000000036
gene-LOC111117425,0.11589700000000003
gene-LOC111117426,-0.10296024479166668
gene-LOC111117429,-0.0031440875000000035
gene-LOC111117430,-0.02916643055555551
gene-LOC111117431,-0.06130456249999999
gene-LOC111117433,-0.07119111184210503
gene-LOC111117435,3.1903551875000016
gene-LOC111117436,-0.05617902034883715
gene-LOC111117437,-3.6553872954545525
gene-LOC111117439,-0.37211340624999995
gene-LOC111117441,2.8620721875
gene-LOC111117442,0
gene-LOC111117444,0.07569048750000001
gene-LOC111117445,0.4079281826298691
gene-LOC111117446,-4.937037331790129
gene-LOC111117452,2.496796343749999
gene-LOC111117454,-5.8722891294642885
gene-LOC111117455,-2.2848058750000035
gene-LOC111117456,-2.0695212852564424
gene-LOC111117458,0.03277449999999976
gene-LOC111117459,0.017525423913043403
gene-LOC111117462,-0.21547037500000002
gene-LOC111117464,-0.0037395148514852705
gene-LOC111117465,0.07957978453947362
gene-LOC111117468,-1.8234579111842102
gene-LOC111117469,0.020264052325587478
gene-LOC111117470,0.19147947083333317
gene-LOC111117471,-0.5470161319444458
gene-LOC111117475,-0.027369312499999993
gene-LOC111117481,-0.11154058771929826
gene-LOC111117483,0.34816009615383914
gene-LOC111117486,-1.687261142857139
gene-LOC111117487,-0.056243565789473704
gene-LOC111117488,-0.02622924375000002
gene-LOC111117490,-0.05376494241573049
gene-LOC111117491,-0.06466389516129034
gene-LOC111117496,0.15130043070651988
gene-LOC111117500,-0.014246435546874991
gene-LOC111117501,4.458703375
gene-LOC111117503,3.3252317708333408
gene-LOC111117505,0.6131425
gene-LOC111117507,0.18566278389830546
gene-LOC111117511,-0.21693375000000012
gene-LOC111117512,-0.050076025390625
gene-LOC111117514,-0.337837875
gene-LOC111117521,-0.10001027499999998
gene-LOC111117522,-0.050569575367647224
gene-LOC111117524,1.5059855625000003
gene-LOC111117527,2.6841457375000006
gene-LOC111117529,3.282447175
gene-LOC111117530,2.78106253125
gene-LOC111117531,-0.45112075000000007
gene-LOC111117533,2.498015761363636
gene-LOC111117536,-0.10712374999999996
gene-LOC111117543,-6.037231750000011
gene-LOC111117545,-0.3487636000000016
gene-LOC111117549,0.004665658333332712
gene-LOC111117550,-0.11852788586956522
gene-LOC111117551,0.4650128150684907
gene-LOC111117552,1.1627271953124998
gene-LOC111117553,-0.1731608148148151
gene-LOC111117555,-0.6243113333333339
gene-LOC111117559,0.14991656250000007
gene-LOC111117560,-0.3868201458333316
gene-LOC111117567,0.01598168824701196
gene-LOC111117569,-0.1636976544117646
gene-LOC111117570,-0.25742511179577415
gene-LOC111117571,-0.17065603125
gene-LOC111117575,0.23612743750000037
gene-LOC111117576,0.06087662500000002
gene-LOC111117578,-0.15546083333333288
gene-LOC111117580,0.5275923124999999
gene-LOC111117584,-7.643498504464281
gene-LOC111117586,-6.256662323529412
gene-LOC111117588,0.03986754580745361
gene-LOC111117589,-2.7699119166666577
gene-LOC111117592,0.15662486363636358
gene-LOC111117596,-0.8273786597222239
gene-LOC111117597,-0.045878671511628166
gene-LOC111117599,1.5170314249999999
gene-LOC111117600,0.1563538625
gene-LOC111117603,0.15831825
gene-LOC111117604,0.462963
gene-LOC111117606,2.7686855740740643
gene-LOC111117608,-1.6350554196428888
gene-LOC111117609,7.152113187499987
gene-LOC111117610,0.32018824137930924
gene-LOC111117611,0.5420813651315792
gene-LOC111117613,-5.194915437500001
gene-LOC111117615,0.297544670454545
gene-LOC111117616,0.07725466666666642
gene-LOC111117619,4.808990253333318
gene-LOC111117620,3.931331486413036
gene-LOC111117622,0.7179931619318186
gene-LOC111117625,4.3205265
gene-LOC111117627,-0.147621625
gene-LOC111117628,-0.06325041666666639
gene-LOC111117630,0.09016636778846121
gene-LOC111117632,0.597316569444444
gene-LOC111117633,0.8218040778688542
gene-LOC111117635,0.3586196874999996
gene-LOC111117637,-2.2686264999999946
gene-LOC111117638,-0.37226232352941135
gene-LOC111117639,-0.7754418194444452
gene-LOC111117640,0.018921326704545494
gene-LOC111117641,-2.34855897222225
gene-LOC111117646,6.1883831490384615
gene-LOC111117647,1.651035557692301
gene-LOC111117648,-11.086811625
gene-LOC111117650,-2.3006742983870865
gene-LOC111117652,0.14383812500000026
gene-LOC111117656,-0.0020570483870967493
gene-LOC111117657,-0.8181746002746877
gene-LOC111117664,-0.2662700416666661
gene-LOC111117666,0.21482722500000007
gene-LOC111117667,0.170911964285714
gene-LOC111117670,0.06100034374999999
gene-LOC111117671,-0.9721269999999969
gene-LOC111117673,0.1454631875
gene-LOC111117674,0.3021957916666666
gene-LOC111117678,0.09637887500000009
gene-LOC111117683,-1.5780445416666675
gene-LOC111117687,0.015291750000000381
gene-LOC111117689,15.005241249999997
gene-LOC111117691,-0.18592438888888885
gene-LOC111117692,9.789624806818182
gene-LOC111117695,-1.7715853750000017
gene-LOC111117696,0.06645766071428572
gene-LOC111117698,-0.019077701612903453
gene-LOC111117699,-0.35736762499999997
gene-LOC111117700,-0.05141614583333326
gene-LOC111117701,-8.824018437500001
gene-LOC111117702,-14.2995395
gene-LOC111117703,7.387682250000001
gene-LOC111117704,0.004273352941176423
gene-LOC111117705,5.879507499999999
gene-LOC111117712,0.06671360576923074
gene-LOC111117715,0.20452062733644927
gene-LOC111117718,-0.02597225000000014
gene-LOC111117721,-3.188703749999995
gene-LOC111117722,-1.3737983749999998
gene-LOC111117723,0.07211692927631586
gene-LOC111117724,-0.02506335648148139
gene-LOC111117727,-0.0038002239010991312
gene-LOC111117728,-0.04654084459459476
gene-LOC111117730,-5.024773124999996
gene-LOC111117731,-1.7414359878205232
gene-LOC111117732,2.065483818359375
gene-LOC111117733,-0.2945450820895533
gene-LOC111117734,-0.08191051421800938
gene-LOC111117735,-0.7308144880239436
gene-LOC111117736,-0.8454205454545436
gene-LOC111117738,0.08723106250000001
gene-LOC111117739,-0.9719499295301972
gene-LOC111117740,-2.9341126927083394
gene-LOC111117742,-1.4995194744525575
gene-LOC111117745,-2.3700705020491863
gene-LOC111117747,-3.229703187499995
gene-LOC111117748,1.8370273326612843
gene-LOC111117749,-1.9571581630000008
gene-LOC111117750,-2.6464953744813258
gene-LOC111117751,0.13076303629031827
gene-LOC111117753,-0.016549415322580585
gene-LOC111117754,-1.4230192788461693
gene-LOC111117755,1.4569143337155968
gene-LOC111117757,-0.1975360625
