gene.id,controls.females.mean.methylation.CoV,controls.males.mean.methylation.CoV,controls.females.mean.methylation,controls.males.mean.methylation,mean.methylation,abs.delta.CoV
gene-LOC111099065,NA,NA,NA,NA,NA,NA
gene-LOC111099066,0.456832556832734,0.520803651384354,0.42983335,0.34637565,0.3881045,0.0639710945516201
gene-LOC111099067,0.0545985720957425,0.0242782349436462,55.8905725,63.853285,59.87192875,0.0303203371520963
gene-LOC111099068,0.282010116248105,0.313029575358601,0.5513695125,0.293638725,0.42250411875,0.0310194591104961
gene-LOC111099069,0.893953900986768,0.627498825316847,1.146046375,0.4100207975,0.77803358625,0.26645507566992
gene-LOC111099070,0.676973998658669,0.172089515009489,0.7032958,0.279749775,0.4915227875,0.504884483649181
gene-LOC111099071,0.124241679819031,0.0910871353771619,59.09830875,63.057645,61.077976875,0.0331545444418692
gene-LOC111099072,0.418541495029982,0.64136438133343,0.401776625,0.39048715,0.3961318875,0.222822886303448
gene-LOC111099073,0.0493149351476922,0.0280087034544494,62.250175,81.2929525,71.77156375,0.0213062316932427
gene-LOC111099074,NA,0.543489365370192,NA,0.2012952725,NA,NA
gene-LOC111099075,0.219354685812462,0.273171114413393,0.2402569625,0.1417574,0.19100718125,0.0538164286009308
gene-LOC111099076,0.20625430334801,0.233461305696358,0.800631275,0.964927225,0.88277925,0.027207002348348
gene-LOC111099077,0.360889965867992,0.264447869476348,0.3083915625,0.28843545,0.29841350625,0.0964420963916441
gene-LOC111099078,1.48222121602493,1.65036962422065,1.164576725,0.377589325,0.771083025,0.168148408195725
gene-LOC111099079,0.0550477052395914,0.0608236944088048,67.17102125,69.211315,68.191168125,0.00577598916921341
gene-LOC111099080,2.40806660411187,0.2894514918274,1.4227222625,0.3868511,0.90478668125,2.11861511228447
gene-LOC111099081,0.134436155480432,0.116033947851922,35.36837875,66.2220525,50.795215625,0.0184022076285105
gene-LOC111099082,1.19668701989606,0.876430267161063,11.248010125,22.30236125,16.7751856875,0.320256752735
gene-LOC111099083,NA,1.2103029780282,NA,0.73665185,NA,NA
gene-LOC111099084,0.990272478332107,0.430394310492278,1.3638218125,0.891939425,1.12788061875,0.559878167839829
gene-LOC111099085,NA,1.22880286455936,NA,0.141441525,NA,NA
gene-LOC111099086,NA,NA,NA,NA,NA,NA
gene-LOC111099087,0.39552018424185,0.415933918651079,1.269993275,1.584542425,1.42726785,0.0204137344092292
gene-LOC111099088,0.679969051229934,0.174612852640692,0.4236610125,0.28180855,0.35273478125,0.505356198589242
gene-LOC111099089,2.06053947389201,1.25936335221116,1.58760372625,0.1056034875,0.846603606875,0.801176121680847
gene-LOC111099090,0.470149679646527,0.417941750377894,0.3277765875,0.5335383,0.43065744375,0.0522079292686327
gene-LOC111099091,0.925897087952985,0.422521673195968,0.40198279125,0.360944635,0.381463713125,0.503375414757017
gene-LOC111099092,0.357078569498753,0.556154311460979,22.156548,28.34764725,25.252097625,0.199075741962226
gene-LOC111099093,0.109715117766669,0.0273690232944483,50.0061575,61.25746,55.63180875,0.0823460944722209
gene-LOC111099094,0.174625351737235,0.343947336384304,0.2570534975,0.2316138,0.24433364875,0.169321984647069
gene-LOC111099095,0.0578339949532577,0.025366132824966,58.068535,78.9507425,68.50963875,0.0324678621282918
gene-LOC111099096,0.671211577271109,0.827667259687732,1.241078075,0.5436134,0.8923457375,0.156455682416623
gene-LOC111099097,0.231703647270336,0.150322542676433,46.155895,42.2476575,44.20177625,0.0813811045939034
gene-LOC111099098,1.01300922125094,0.386917368763428,2.57861715,1.2945252,1.936571175,0.626091852487509
gene-LOC111099099,0.245524527502158,0.26141202224544,0.2829369,0.25519845,0.269067675,0.0158874947432813
gene-LOC111099101,0.072587050379502,0.0531028119764528,51.6505025,73.021975,62.33623875,0.0194842384030492
gene-LOC111099102,0.0400010278650909,0.0657871737386275,68.17528625,76.5904325,72.382859375,0.0257861458735365
gene-LOC111099103,1.03910383453234,0.28496887737893,1.437339475,0.79521725,1.1162783625,0.754134957153412
gene-LOC111099104,0.0327464505248337,0.0116078864177064,62.21171375,70.7536125,66.482663125,0.0211385641071273
gene-LOC111099105,0.203432334319541,0.0968688568014731,37.89869,42.16024,40.029465,0.106563477518068
gene-LOC111099106,0.441227681752506,0.41360462268951,0.7908424125,0.2424207,0.51663155625,0.0276230590629957
gene-LOC111099107,0.610994239896045,0.157667698624006,0.30131582,0.272188305,0.2867520625,0.453326541272039
gene-LOC111099108,0.477666179448618,0.399435614394836,8.599812125,9.22021175,8.9100119375,0.0782305650537828
gene-LOC111099109,0.0594482415582767,0.0493307184446965,59.30881625,68.7361325,64.022474375,0.0101175231135801
gene-LOC111099110,1.46018370519768,0.548856248849817,0.77459715,0.41293025,0.5937637,0.911327456347868
gene-LOC111099111,0.458830283177034,0.456938282768104,0.29952581125,0.2683643025,0.283945056875,0.00189200040892984
gene-LOC111099112,0.0917274458477262,0.0406727951518112,57.3299725,69.614835,63.47240375,0.0510546506959149
gene-LOC111099113,0.558439359336934,0.647182169715449,55.973620175,60.014967275,57.994293725,0.0887428103785144
gene-LOC111099114,0.480326738067375,1.17533875380347,0.6316201625,1.10042955,0.86602485625,0.695012015736094
gene-LOC111099115,0.0848971795186307,0.143015421485253,58.08160875,64.0124575,61.047033125,0.0581182419666223
gene-LOC111099116,1.18051669944564,0.722133758769366,0.16545672125,0.2851931375,0.225324929375,0.458382940676276
gene-LOC111099117,0.2521249729641,1.88679180185439,0.3475321625,2.636622425,1.49207729375,1.63466682889029
gene-LOC111099118,0.539460150893549,0.265571334422674,0.63394315,0.256694725,0.4453189375,0.273888816470876
gene-LOC111099119,0.403895683535416,0.506945723948801,0.36895358125,0.08810395,0.228528765625,0.103050040413385
gene-LOC111099120,0.476118100345593,0.191781608416184,0.730851775,0.30130145,0.5160766125,0.284336491929408
gene-LOC111099121,0.223556730021304,0.352174734567436,0.28288907,0.3391623425,0.31102570625,0.128618004546132
gene-LOC111099122,0.112748925602277,0.0921807968027893,77.32238625,89.0170025,83.169694375,0.0205681287994873
gene-LOC111099123,0.232086304376658,0.338101781915081,51.11935,52.85001,51.98468,0.106015477538423
gene-LOC111099124,0.776888613056809,1.49354254350484,0.3301560225,0.31120716,0.32068159125,0.716653930448033
gene-LOC111099125,0.190175104342955,0.127713909614463,44.68517625,48.508595,46.596885625,0.0624611947284923
gene-LOC111099126,0.527283218217349,0.43805531083402,7.59181325,10.142584,8.867198625,0.0892279073833289
gene-LOC111099127,0.283361028440062,0.197349409362252,0.47414915,0.57877835,0.52646375,0.0860116190778104
gene-LOC111099128,0.852543734385428,0.927302120918426,1.32553407625,1.399664555,1.362599315625,0.0747583865329985
gene-LOC111099129,0.208614516353362,0.371241029913047,0.350369675,0.314839375,0.332604525,0.162626513559685
gene-LOC111099130,0.405702795413087,0.45837963191359,0.22902455,0.33596666,0.282495605,0.0526768365005033
gene-LOC111099131,1.08844798819121,0.420589125341547,4.1792913125,1.249041775,2.71416654375,0.667858862849662
gene-LOC111099132,0.513357483793712,0.611270865379053,11.495169275,21.4773037,16.4862364875,0.0979133815853411
gene-LOC111099133,0.990796810491806,0.538735140981037,4.8348661875,1.383958575,3.10941238125,0.45206166951077
gene-LOC111099134,0.779204384449321,0.402237352924249,1.1633416625,1.463103775,1.31322271875,0.376967031525072
gene-LOC111099135,0.692155609111834,0.282526781632836,3.29236605,1.17585605,2.23411105,0.409628827478998
gene-LOC111099136,NA,1.07608226606599,NA,29.929509,NA,NA
gene-LOC111099137,0.937255678946805,1.778361666406,0.9686261625,10.186613975,5.57762006875,0.8411059874592
gene-LOC111099138,1.08895979787034,1.03141672508629,1.0904473625,2.646515825,1.86848159375,0.0575430727840525
gene-LOC111099139,0.402801339988952,0.247316865867612,0.3167113625,0.579108375,0.44790986875,0.15548447412134
gene-LOC111099140,0.140389539823385,0.157813029092026,61.5695175,56.06711,58.81831375,0.0174234892686403
gene-LOC111099141,0.651681623228741,0.582681654870385,0.3211850875,0.231978425,0.27658175625,0.0689999683583555
gene-LOC111099142,0.735737773733848,0.512908156041601,0.24005467875,0.2914299425,0.265742310625,0.222829617692247
gene-LOC111099143,0.0802815802552816,0.166190573137223,28.10134625,29.64876,28.875053125,0.0859089928819413
gene-LOC111099144,NA,NA,NA,NA,NA,NA
gene-LOC111099145,1.07555405873258,1.49609890672723,3.14788455,4.102871725,3.6253781375,0.420544847994642
gene-LOC111099146,1.11545440245415,1.61045318921942,2.62175701375,4.046613985,3.334185499375,0.494998786765265
gene-LOC111099147,0.340249701473934,0.0603237154722871,59.5376525,75.86323,67.70044125,0.279925986001646
gene-LOC111099148,0.47240046519575,0.256910099026388,0.244069075,0.4309211125,0.33749509375,0.215490366169362
gene-LOC111099149,1.28058355692396,1.44689153234822,0.360124055,0.1066849875,0.23340452125,0.166307975424261
gene-LOC111099150,0.356499382009975,0.2357539183579,4.06507975,5.0546225,4.559851125,0.120745463652075
gene-LOC111099151,1.8376358000417,0.395132487372381,1.5246448,0.554542175,1.0395934875,1.44250331266932
gene-LOC111099152,0.181565841295661,0.140854837957298,50.6098575,66.69135,58.65060375,0.0407110033383628
gene-LOC111099153,0.114626052750591,0.123239212295456,49.8995725,57.143335,53.52145375,0.00861315954486463
gene-LOC111099154,0.455765402789069,0.224929097702963,0.3046617675,0.164052135,0.23435695125,0.230836305086106
gene-LOC111099155,2.42384097710781,0.213958957024835,2.1785198375,0.309704225,1.24411203125,2.20988202008298
gene-LOC111099156,0.0658576476491435,0.0390468258257022,53.38226625,56.471675,54.926970625,0.0268108218234413
gene-LOC111099157,0.111625555638205,0.0162839809624854,40.06627,76.6054575,58.33586375,0.0953415746757194
gene-LOC111099158,0.378288646582372,0.214612877156428,0.31103652375,0.24032281,0.275679666875,0.163675769425944
gene-LOC111099159,0.459196625870154,0.203577552784451,0.628476875,0.578232275,0.603354575,0.255619073085703
gene-LOC111099160,1.30215264446692,2.125,0.1922009625,0.1351881,0.16369453125,0.822847355533084
gene-LOC111099161,0.157890561418145,0.169822636339422,33.6653475,52.822795,43.24407125,0.0119320749212773
gene-LOC111099162,0.323506867995225,0.126148369520696,32.9069525,36.25016,34.57855625,0.197358498474528
gene-LOC111099163,0.403528106360529,0.321553298369294,0.26603925625,0.257232815,0.261636035625,0.0819748079912352
gene-LOC111099164,NA,NA,NA,NA,NA,NA
gene-LOC111099165,0.229787690453038,0.374514541006966,0.9064269375,0.512047825,0.70923738125,0.144726850553928
gene-LOC111099166,1.06710448208404,0.947265394139869,1.4897412,1.3339203,1.41183075,0.119839087944173
gene-LOC111099167,0.313477377454288,0.40917086725359,0.304393125,0.4604179,0.3824055125,0.0956934897993025
gene-LOC111099168,0.120384834943022,0.0213158085906965,46.67508875,61.12518,53.900134375,0.0990690263523254
gene-LOC111099169,0.127160995418276,0.0502866735039612,45.33794375,66.72915,56.033546875,0.0768743219143152
gene-LOC111099170,0.722225274205385,0.531805668062837,0.19476648125,0.33977298,0.267269730625,0.190419606142548
gene-LOC111099171,0.424973813432995,0.211123106625864,0.4148849125,0.232061825,0.32347336875,0.213850706807131
gene-LOC111099172,0.833322377390711,0.916184101244531,0.8273285625,1.147335275,0.98733191875,0.0828617238538203
gene-LOC111099173,0.780284643188759,1.06315011801583,0.4094521125,0.3154062,0.36242915625,0.28286547482707
gene-LOC111099174,0.105951552494485,0.145564766840087,49.23546125,50.9737375,50.104599375,0.0396132143456025
gene-LOC111099175,0.0763619693449303,0.0412470981114288,39.8550175,46.0934275,42.9742225,0.0351148712335014
gene-LOC111099176,0.231797295441128,0.360402980013576,0.4992863,0.348047975,0.4236671375,0.128605684572449
gene-LOC111099177,0.270773497800193,0.650724344109377,1.888731175,1.289504425,1.5891178,0.379950846309184
gene-LOC111099178,0.496774948382384,0.656679557255724,0.5112008,0.520452125,0.5158264625,0.159904608873341
gene-LOC111099179,0.332612880807195,0.551201147936389,2.321702,2.2542139,2.28795795,0.218588267129194
gene-LOC111099180,0.152578248374825,0.109013765232524,60.4220725,71.5252125,65.9736425,0.043564483142301
gene-LOC111099181,0.768694167327325,0.304109840516624,10.95939375,11.314578,11.136985875,0.464584326810701
gene-LOC111099182,0.673815690059486,0.271777795847152,3.62521125,1.36148325,2.49334725,0.402037894212334
gene-LOC111099183,0.0867206297841282,0.105413860243693,35.6789775,40.9032,38.29108875,0.0186932304595648
gene-LOC111099184,0.439061663037522,0.400167702177809,0.3613007875,0.3030619,0.33218134375,0.0388939608597133
gene-LOC111099185,0.977172736065775,0.600024883148468,1.080775125,2.042276,1.5615255625,0.377147852917307
gene-LOC111099186,0.619418610397865,0.176256245261608,0.6131141625,0.28300855,0.44806135625,0.443162365136257
gene-LOC111099187,0.439275187258018,0.5015453822139,0.36204775,0.36496151,0.36350463,0.0622701949558822
gene-LOC111099188,NA,NA,NA,NA,NA,NA
gene-LOC111099189,0.999009203894275,0.531276677319753,3.050255025,7.34551,5.1978825125,0.467732526574522
gene-LOC111099190,0.301947517015252,0.968501341620617,0.3268988225,0.3056223625,0.3162605925,0.666553824605365
gene-LOC111099191,0.763836918047604,0.256929694667476,0.9940168125,0.406421375,0.70021909375,0.506907223380128
gene-LOC111099192,0.132513942599845,0.0421953193112189,57.72049625,69.632375,63.676435625,0.0903186232886265
gene-LOC111099193,0.295234286427314,0.253045319051951,0.34171015,0.255167775,0.2984389625,0.0421889673753623
gene-LOC111099194,0.586543007872704,0.214959439425702,0.9396001875,0.2873778,0.61348899375,0.371583568447001
gene-LOC111099195,0.363049430620996,0.231218876522848,0.3323701625,0.335224,0.33379708125,0.131830554098148
gene-LOC111099196,0.0700164247696528,0.00954002563900842,46.02391875,60.38717,53.205544375,0.0604763991306443
gene-LOC111099197,0.268611823755783,0.198510847426854,41.62884875,65.7657025,53.697275625,0.0701009763289296
gene-LOC111099198,0.381240304154882,0.562296678053256,0.27766265,0.2731834,0.275423025,0.181056373898374
gene-LOC111099199,0.313150676623078,0.897177204232366,0.46361487375,0.411031045,0.437322959375,0.584026527609288
gene-LOC111099200,0.0761218627364079,0.0762831410742256,51.60185125,51.9670275,51.784439375,0.000161278337817636
gene-LOC111099201,1.10343585233678,1.23937174348251,9.3101012375,5.916723475,7.61341235625,0.135935891145733
gene-LOC111099202,1.10621611245079,1.01894835826141,14.94905065875,8.1803234925,11.564687075625,0.087267754189384
gene-LOC111099203,0.0838249082922793,0.017091077953253,55.7817575,71.41581,63.59878375,0.0667338303390263
gene-LOC111099204,NA,NA,NA,NA,NA,NA
gene-LOC111099205,0.642593362051749,0.178464007507082,0.433829225,0.33911195,0.3864705875,0.464129354544667
gene-LOC111099206,0.605596432827304,0.234935036003476,13.17653775,13.35467525,13.2656065,0.370661396823828
gene-LOC111099207,0.4295303962741,0.16861458905554,0.7808058375,0.320544625,0.55067523125,0.260915807218559
gene-LOC111099208,0.640374735351071,0.661336892669969,0.19847426125,0.27818569,0.238329975625,0.0209621573188986
gene-LOC111099209,0.040269741545715,0.0339936546685381,78.5825725,85.741855,82.16221375,0.00627608687717694
gene-LOC111099210,0.0538131906953841,0.0318925110361451,62.03818125,73.425325,67.731753125,0.021920679659239
gene-LOC111099211,0.122501555720306,0.1405668091613,51.77411125,58.933835,55.353973125,0.0180652534409941
gene-LOC111099212,0.0658618759131795,0.0804886250922685,58.32460125,69.116665,63.720633125,0.0146267491790889
gene-LOC111099213,0.600037722816371,0.664963176607878,0.2248982125,0.2228504,0.22387430625,0.0649254537915068
gene-LOC111099214,0.472869322653719,0.823825263892694,45.18502605,22.657538775,33.9212824125,0.350955941238976
gene-LOC111099215,0.403509882720072,1.28556036432355,20.745930625,10.541392,15.6436613125,0.882050481603481
gene-LOC111099216,0.0693713172903223,0.0933767799516474,63.67761,72.396015,68.0368125,0.0240054626613251
gene-LOC111099217,0.307221710885903,0.384113348133568,0.7801655875,0.6275024,0.70383399375,0.0768916372476651
gene-LOC111099218,0.0453641634311014,0.0189368698626085,47.43592125,84.1118525,65.773886875,0.0264272935684929
gene-LOC111099219,0.0733000152792553,0.11104402052274,57.36207375,64.0307675,60.696420625,0.0377440052434842
gene-LOC111099220,0.15195555716973,0.188837615360922,53.57620375,59.008875,56.292539375,0.0368820581911927
gene-LOC111099221,0.115656977963446,0.176037565898096,18.632675,21.6467175,20.13969625,0.0603805879346499
gene-LOC111099222,0.0503089831870038,0.00832076567798708,66.55608625,80.14012,73.348103125,0.0419882175090168
gene-LOC111099223,NA,NA,NA,NA,NA,NA
gene-LOC111099224,0.536451439796301,0.55158223389151,0.18706199125,0.2121593725,0.199610681875,0.0151307940952089
gene-LOC111099225,0.299151684712952,0.425971760633027,0.26948540375,0.1931397825,0.231312593125,0.126820075920075
gene-LOC111099226,0.201406721502447,0.279659193505155,33.958662125,39.14828075,36.5534714375,0.0782524720027084
gene-LOC111099227,0.499585473924337,0.218947324184184,9.961180375,16.34200525,13.1515928125,0.280638149740154
gene-LOC111099228,0.52214701010328,0.544831047150385,0.477545975,0.475596775,0.476571375,0.0226840370471051
gene-LOC111099229,0.404371498090908,1.01072447045517,0.2974548575,0.58373163,0.44059324375,0.606352972364264
gene-LOC111099230,0.199379225691426,0.474983525734392,0.4024092875,0.52921115,0.46581021875,0.275604300042965
gene-LOC111099246,0.446960862412574,0.640996160351245,0.3836623125,0.326363525,0.35501291875,0.194035297938671
gene-LOC111099262,0.296603835113074,0.354462448659425,7.69492475,9.2545495,8.474737125,0.0578586135463511
gene-LOC111099278,0.453506675663835,0.352725181369276,41.9020975,50.6157025,46.2589,0.100781494294559
gene-LOC111099289,0.863461449246668,0.44500264443663,0.27870944375,0.372382805,0.325546124375,0.418458804810038
gene-LOC111099300,0.0528519903302684,0.0357806076312515,67.6618375,75.281875,71.47185625,0.0170713826990169
gene-LOC111099316,0.698607045806951,0.693286723001222,26.01438675,21.50434525,23.759366,0.00532032280572825
gene-LOC111099327,0.132995562616479,0.044466821237523,68.739345,70.260635,69.49999,0.0885287413789557
gene-LOC111099343,0.054580245441127,0.121256627564844,45.11264625,53.2817125,49.197179375,0.066676382123717
gene-LOC111099359,0.0654015371945373,0.0285887325499585,57.34486125,59.4946425,58.419751875,0.0368128046445787
gene-LOC111099375,0.0564196312737158,0.0581370712801671,45.37235625,54.8878375,50.130096875,0.00171744000645134
gene-LOC111099408,0.475255973951778,0.120873267008785,39.339722625,64.71083125,52.0252769375,0.354382706942993
gene-LOC111099409,0.640281337703163,0.851711868358845,9.6464623875,4.985721425,7.31609190625,0.211430530655683
gene-LOC111099410,0.229389074690696,0.172669554330984,0.949727575,0.884408775,0.917068175,0.0567195203597124
gene-LOC111099411,0.971475363390902,0.881265574093434,3.29014244,1.8222239925,2.55618321625,0.0902097892974679
gene-LOC111099412,NA,NA,NA,NA,NA,NA
gene-LOC111099413,NA,1.27966813386464,NA,8.30831525,NA,NA
gene-LOC111099414,0.959466556582508,0.877716679965578,0.590955105,0.34541222,0.4681836625,0.0817498766169306
gene-LOC111099415,0.857156958018354,0.708611572955595,0.51105635,0.34217955,0.42661795,0.148545385062759
gene-LOC111099416,NA,NA,NA,NA,NA,NA
gene-LOC111099417,0.525862636943477,0.622522778459236,54.0292075,24.233136,39.13117175,0.0966601415157592
gene-LOC111099418,0.392352405957824,0.314280683747728,0.25444684,0.210794695,0.2326207675,0.0780717222100958
gene-LOC111099419,0.630652014649796,0.272260145839894,0.942069975,0.251008225,0.5965391,0.358391868809903
gene-LOC111099420,0.857796489211468,0.81322289904861,3.6818672,4.750006425,4.2159368125,0.0445735901628574
gene-LOC111099421,1.88702675252263,2.08966303959752,12.2351247075,10.0881018325,11.16161327,0.202636287074897
gene-LOC111099422,0.591784545269281,0.583033218079918,11.72024075,10.20302525,10.961633,0.00875132718936289
gene-LOC111099423,1.00062009698896,2.125,0.3135598825,0.11328725,0.21342356625,1.12437990301104
gene-LOC111099424,0.0721003483715095,0.148341464705157,76.74562625,85.3467475,81.046186875,0.076241116333648
gene-LOC111099425,NA,NA,NA,NA,NA,NA
gene-LOC111099426,0.0295062023395125,0.0186828473396606,47.17480375,69.444365,58.309584375,0.0108233549998519
gene-LOC111099427,0.0876738095686185,0.0579850385993676,51.724665,54.07679,52.9007275,0.0296887709692509
gene-LOC111099428,0.680873235565633,1.16481232828687,1.751458375,0.55704225,1.1542503125,0.483939092721241
gene-LOC111099429,NA,1.33600753964271,NA,10.49378275,NA,NA
gene-LOC111099430,0.625790174612892,1.03752848275795,0.20278617,0.15898501,0.18088559,0.411738308145055
gene-LOC111099431,NA,NA,NA,NA,NA,NA
gene-LOC111099432,NA,0.912092134838266,NA,0.124630505,NA,NA
gene-LOC111099433,1.24313154563869,2.125,0.2135857125,0.0906909,0.15213830625,0.881868454361307
gene-LOC111099434,1.08203896261539,1.10264639642944,6.24573469125,7.5090118975,6.877373294375,0.0206074338140474
gene-LOC111099435,NA,NA,NA,NA,NA,NA
gene-LOC111099436,0.872140487347257,0.872535829285758,0.220821225,0.16142234,0.1911217825,0.000395341938500549
gene-LOC111099437,0.386791629852148,0.819308470876674,24.371211375,46.7635835,35.5673974375,0.432516841024526
gene-LOC111099438,0.306179305380807,0.234029208405648,11.875670125,8.91613875,10.3959044375,0.072150096975159
gene-LOC111099439,0.51191130280119,1.33972702076765,1.4520984,3.6392374,2.5456679,0.82781571796646
gene-LOC111099440,0.0634795755052906,0.0457926099009155,76.4718975,87.50705,81.98947375,0.017686965604375
gene-LOC111099441,NA,NA,NA,NA,NA,NA
gene-LOC111099442,0.106838371575283,0.0920378005196583,39.32227625,42.4802975,40.901286875,0.0148005710556247
gene-LOC111099443,0.208898475022421,0.181046491989797,4.495969125,4.982672,4.7393205625,0.0278519830326237
gene-LOC111099444,NA,NA,NA,NA,NA,NA
gene-LOC111099445,0.88003798544465,1.16711379091386,3.0439621875,0.864280525,1.95412135625,0.287075805469214
gene-LOC111099446,0.0788359245874103,0.0754567690807196,46.19970125,55.4356925,50.817696875,0.00337915550669067
gene-LOC111099447,0.622237377351794,0.720938374456939,0.2570753075,0.274387625,0.26573146625,0.0987009971051455
gene-LOC111099448,0.167279258224453,0.217413611134033,0.3201940425,0.30545289,0.31282346625,0.0501343529095801
gene-LOC111099449,0.509212608363986,0.450457553577429,0.32377929625,0.287315435,0.305547365625,0.0587550547865563
gene-LOC111099450,1.07009780582896,0.176515683153453,2.031079575,1.2356451,1.6333623375,0.893582122675509
gene-LOC111099451,1.41164470143032,1.91206633313443,1.1848906875,4.6789171,2.93190389375,0.500421631704111
gene-LOC111099452,1.08119223661023,0.914920627528587,0.50663483625,0.249370085,0.378002460625,0.166271609081644
gene-LOC111099453,0.278223895591024,0.14758675880131,0.22355458125,0.21259592,0.218075250625,0.130637136789714
gene-LOC111099454,0.102768802641007,0.130764066351144,62.972085,70.4225475,66.69731625,0.0279952637101369
gene-LOC111099455,0.422131897246958,0.650589512391516,0.3913016825,0.236116735,0.31370920875,0.228457615144558
gene-LOC111099456,NA,NA,NA,NA,NA,NA
gene-LOC111099457,0.198667909946591,0.329677635805481,40.5857525,25.0497925,32.8177725,0.13100972585889
gene-LOC111099458,0.0781104253972953,0.0756072273906239,65.31441125,67.04227,66.178340625,0.00250319800667131
gene-LOC111099459,0.0452446161268623,0.0454164179550361,60.9825325,66.8346025,63.9085675,0.000171801828173786
gene-LOC111099460,0.104978687202424,0.107742920127112,61.30606875,60.474535,60.890301875,0.00276423292468747
gene-LOC111099461,0.0993906466455232,0.199416713779402,44.382725,48.899665,46.641195,0.100026067133878
