gene.id,controls.males.mean.methylation.CoV,exposed.males.mean.methylation.CoV,controls.males.mean.methylation,exposed.males.mean.methylation,mean.methylation,abs.delta.CoV
gene-LOC111099056,0.0893745832597104,0.0634847647423854,69.6767725,72.2740583333333,70.9754154166667,0.025889818517325
gene-LOC111099057,0.567389250555158,0.79947680352536,2.239285725,1.68324873333333,1.96126722916667,0.232087552970202
gene-LOC111099058,0.650437659248336,0.280713635529237,0.35805745,0.223454383333333,0.290755916666667,0.369724023719099
gene-LOC111099059,0.417970490683641,0.372929890698087,0.278786725,0.39516375,0.3369752375,0.0450405999855546
gene-LOC111099060,0.783055380902912,0.352205923094493,9.85862485,0.480068816666667,5.16934683333333,0.430849457808419
gene-LOC111099061,0.258765841999156,0.369988801992829,0.256563775,0.29638315,0.2764734625,0.111222959993672
gene-LOC111099062,0.20031708116848,0.117333796135876,73.4032125,76.1501466666667,74.7766795833333,0.0829832850326038
gene-LOC111099063,0.0769216579323291,0.0803196143307445,72.626505,72.9858083333333,72.8061566666667,0.00339795639841536
gene-LOC111099064,1.18768196568913,0.662908553019434,8.04364175,12.5008286666667,10.2722352083333,0.5247734126697
gene-LOC111099065,NA,1.04923230269575,NA,23.3245335,NA,NA
gene-LOC111099066,0.520803651384354,0.275290471949397,0.34637565,0.313195916666667,0.329785783333333,0.245513179434957
gene-LOC111099067,0.0242782349436462,0.054984936180242,63.853285,61.1724933333333,62.5128891666667,0.0307067012365959
gene-LOC111099068,0.313029575358601,0.194725550917495,0.293638725,0.30669135,0.3001650375,0.118304024441106
gene-LOC111099069,0.627498825316847,0.735539663863863,0.4100207975,0.638026353333333,0.524023575416667,0.108040838547016
gene-LOC111099070,0.172089515009489,0.458197728723853,0.279749775,0.302813533333333,0.291281654166667,0.286108213714364
gene-LOC111099071,0.0910871353771619,0.0854921395115222,63.057645,72.5624583333333,67.8100516666667,0.00559499586563973
gene-LOC111099072,0.64136438133343,0.483218295067352,0.39048715,0.450550783333333,0.420518966666667,0.158146086266077
gene-LOC111099073,0.0280087034544494,0.0725064346560427,81.2929525,71.659595,76.47627375,0.0444977312015933
gene-LOC111099074,0.543489365370192,NA,0.2012952725,NA,NA,NA
gene-LOC111099075,0.273171114413393,0.348115969235453,0.1417574,0.26809335,0.204925375,0.0749448548220604
gene-LOC111099076,0.233461305696358,1.12804373681941,0.964927225,2.10973308333333,1.53733015416667,0.894582431123047
gene-LOC111099077,0.264447869476348,0.721380523612004,0.28843545,0.345055516666667,0.316745483333333,0.456932654135656
gene-LOC111099078,1.65036962422065,1.23761569088434,0.377589325,0.436469116666667,0.407029220833333,0.412753933336313
gene-LOC111099079,0.0608236944088048,0.0707226697038217,69.211315,67.1432683333333,68.1772916666667,0.00989897529501692
gene-LOC111099080,0.2894514918274,0.9702514445865,0.3868511,0.51901895,0.452935025,0.6807999527591
gene-LOC111099081,0.116033947851922,0.100731868890317,66.2220525,63.289455,64.75575375,0.0153020789616046
gene-LOC111099082,0.876430267161063,NA,22.30236125,NA,NA,NA
gene-LOC111099083,1.2103029780282,NA,0.73665185,NA,NA,NA
gene-LOC111099084,0.430394310492278,0.67820356085749,0.891939425,0.8408268,0.8663831125,0.247809250365212
gene-LOC111099085,1.22880286455936,NA,0.141441525,NA,NA,NA
gene-LOC111099086,NA,NA,NA,NA,NA,NA
gene-LOC111099087,0.415933918651079,0.36377290592037,1.584542425,1.16870871666667,1.37662557083333,0.0521610127307091
gene-LOC111099088,0.174612852640692,0.321366616029326,0.28180855,0.201969116666667,0.241888833333333,0.146753763388635
gene-LOC111099089,1.25936335221116,1.18301789501159,0.1056034875,0.330999553333333,0.218301520416667,0.0763454571995694
gene-LOC111099090,0.417941750377894,0.655383391230985,0.5335383,0.933244716666667,0.733391508333333,0.237441640853091
gene-LOC111099091,0.422521673195968,0.31696891305397,0.360944635,0.547227351666667,0.454085993333333,0.105552760141998
gene-LOC111099092,0.556154311460979,0.298654354227309,28.34764725,33.1363233333333,30.7419852916667,0.25749995723367
gene-LOC111099093,0.0273690232944483,0.0596478624965972,61.25746,64.7707233333333,63.0140916666667,0.0322788392021489
gene-LOC111099094,0.343947336384304,0.992084846232383,0.2316138,0.129755333333333,0.180684566666667,0.648137509848079
gene-LOC111099095,0.025366132824966,0.0386155730895672,78.9507425,75.74334,77.34704125,0.0132494402646012
gene-LOC111099096,0.827667259687732,1.0507609432036,0.5436134,1.21008175,0.876847575,0.223093683515864
gene-LOC111099097,0.150322542676433,0.363913811293648,42.2476575,48.9980766666667,45.6228670833333,0.213591268617215
gene-LOC111099098,0.386917368763428,0.606587233754752,1.2945252,2.8351561,2.06484065,0.219669864991324
gene-LOC111099099,0.26141202224544,0.336041563593831,0.25519845,0.1913489,0.223273675,0.0746295413483914
gene-LOC111099101,0.0531028119764528,0.0437967319559305,73.021975,73.6061983333333,73.3140866666667,0.00930608002052227
gene-LOC111099102,0.0657871737386275,0.0413751080937113,76.5904325,75.4981466666667,76.0442895833333,0.0244120656449162
gene-LOC111099103,0.28496887737893,0.302262505384014,0.79521725,0.704943083333333,0.750080166666667,0.017293628005084
gene-LOC111099104,0.0116078864177064,0.0286887480625685,70.7536125,71.957295,71.35545375,0.0170808616448621
gene-LOC111099105,0.0968688568014731,0.295700199739666,42.16024,52.2684616666667,47.2143508333333,0.198831342938193
gene-LOC111099106,0.41360462268951,0.354846841781963,0.2424207,0.27159305,0.257006875,0.058757780907547
gene-LOC111099107,0.157667698624006,0.451985326056258,0.272188305,0.2315307,0.2518595025,0.294317627432251
gene-LOC111099108,0.399435614394836,0.404974613798803,9.22021175,11.1671141666667,10.1936629583333,0.0055389994039669
gene-LOC111099109,0.0493307184446965,0.0570483173673339,68.7361325,68.61075,68.67344125,0.00771759892263732
gene-LOC111099110,0.548856248849817,0.32108140843174,0.41293025,0.325394033333333,0.369162141666667,0.227774840418077
gene-LOC111099111,0.456938282768104,0.451157342389344,0.2683643025,0.236899365,0.25263183375,0.00578094037875965
gene-LOC111099112,0.0406727951518112,0.0886671681820836,69.614835,69.17943,69.3971325,0.0479943730302723
gene-LOC111099113,0.647182169715449,0.342666922559912,60.014967275,78.3226227666667,69.1687950208333,0.304515247155537
gene-LOC111099114,1.17533875380347,0.864221135205239,1.10042955,0.50621215,0.80332085,0.31111761859823
gene-LOC111099115,0.143015421485253,0.0805997792019102,64.0124575,64.6127483333333,64.3126029166667,0.0624156422833428
gene-LOC111099116,0.722133758769366,1.20259353496594,0.2851931375,0.389308143333333,0.337250640416667,0.480459776196572
gene-LOC111099117,1.88679180185439,0.389731822122126,2.636622425,0.225684866666667,1.43115364583333,1.49705997973227
gene-LOC111099118,0.265571334422674,0.467123449472834,0.256694725,0.248744216666667,0.252719470833333,0.201552115050161
gene-LOC111099119,0.506945723948801,0.429825887589927,0.08810395,0.178246901666667,0.133175425833333,0.0771198363588743
gene-LOC111099120,0.191781608416184,0.24124027951401,0.30130145,0.29645655,0.298879,0.0494586710978257
gene-LOC111099121,0.352174734567436,0.580161074969036,0.3391623425,0.443824313333333,0.391493327916667,0.227986340401601
gene-LOC111099122,0.0921807968027893,0.0938723807402682,89.0170025,88.3742366666667,88.6956195833333,0.0016915839374789
gene-LOC111099123,0.338101781915081,0.551742012939869,52.85001,47.3692033333333,50.1096066666667,0.213640231024788
gene-LOC111099124,1.49354254350484,1.5408869416261,0.31120716,0.127419375,0.2193132675,0.0473443981212585
gene-LOC111099125,0.127713909614463,0.0999806525905899,48.508595,55.6160216666667,52.0623083333333,0.0277332570238728
gene-LOC111099126,0.43805531083402,0.779907334151398,10.142584,9.58255033333333,9.86256716666667,0.341852023317378
gene-LOC111099127,0.197349409362252,0.128843222407292,0.57877835,0.485220316666667,0.531999333333333,0.0685061869549604
gene-LOC111099128,0.927302120918426,1.16690665660476,1.399664555,0.30791655,0.8537905525,0.239604535686331
gene-LOC111099129,0.371241029913047,0.452697014007039,0.314839375,0.409061933333333,0.361950654166667,0.081455984093992
gene-LOC111099130,0.45837963191359,0.375141602707879,0.33596666,0.239107183333333,0.287536921666667,0.0832380292057113
gene-LOC111099131,0.420589125341547,0.599906083373796,1.249041775,1.54067796666667,1.39485987083333,0.179316958032249
gene-LOC111099132,0.611270865379053,0.753797861509009,21.4773037,18.8370440666667,20.1571738833333,0.142526996129956
gene-LOC111099133,0.538735140981037,0.666770971208156,1.383958575,2.2206567,1.8023076375,0.128035830227119
gene-LOC111099134,0.402237352924249,0.324700366277472,1.463103775,3.75820253333333,2.61065315416667,0.077536986646777
gene-LOC111099135,0.282526781632836,0.719396639423138,1.17585605,1.92376195,1.549809,0.436869857790302
gene-LOC111099136,1.07608226606599,0.588934865572517,29.929509,32.1445165,31.03701275,0.487147400493472
gene-LOC111099137,1.778361666406,0.429982715976813,10.186613975,1.07011693333333,5.62836545416667,1.34837895042919
gene-LOC111099138,1.03141672508629,1.07695105130666,2.646515825,0.961464516666667,1.80399017083333,0.0455343262203731
gene-LOC111099139,0.247316865867612,0.439057347993671,0.579108375,0.265555366666667,0.422331870833333,0.191740482126059
gene-LOC111099140,0.157813029092026,0.221088595470404,56.06711,66.2594183333333,61.1632641666667,0.0632755663783788
gene-LOC111099141,0.582681654870385,0.416171294002775,0.231978425,0.238614933333333,0.235296679166667,0.16651036086761
gene-LOC111099142,0.512908156041601,1.3713124834019,0.2914299425,0.335939163333333,0.313684552916667,0.858404327360295
gene-LOC111099143,0.166190573137223,0.116403459069216,29.64876,33.573555,31.6111575,0.0497871140680072
gene-LOC111099144,NA,NA,NA,NA,NA,NA
gene-LOC111099145,1.49609890672723,0.596767252581539,4.102871725,6.70228295,5.4025773375,0.899331654145687
gene-LOC111099146,1.61045318921942,0.319256442033793,4.046613985,8.75129609,6.3989550375,1.29119674718562
gene-LOC111099147,0.0603237154722871,0.290381687293665,75.86323,71.547045,73.7051375,0.230057971821378
gene-LOC111099148,0.256910099026388,0.430244820102631,0.4309211125,0.327086353333333,0.379003732916667,0.173334721076244
gene-LOC111099149,1.44689153234822,1.51854408089015,0.1066849875,0.30625136,0.20646817375,0.0716525485419264
gene-LOC111099150,0.2357539183579,NA,5.0546225,NA,NA,NA
gene-LOC111099151,0.395132487372381,0.382372089364273,0.554542175,0.549731716666667,0.552136945833333,0.0127603980081081
gene-LOC111099152,0.140854837957298,0.123532648205275,66.69135,62.1479383333333,64.4196441666667,0.0173221897520233
gene-LOC111099153,0.123239212295456,0.252236690232684,57.143335,54.509245,55.82629,0.128997477937228
gene-LOC111099154,0.224929097702963,0.771247426416856,0.164052135,0.19605183,0.1800519825,0.546318328713893
gene-LOC111099155,0.213958957024835,0.334694753572563,0.309704225,0.342344066666667,0.326024145833333,0.120735796547729
gene-LOC111099156,0.0390468258257022,0.0863171586800045,56.471675,55.9404883333333,56.2060816666667,0.0472703328543023
gene-LOC111099157,0.0162839809624854,0.0270060797973998,76.6054575,73.711655,75.15855625,0.0107220988349143
gene-LOC111099158,0.214612877156428,0.402822102603229,0.24032281,0.239890971666667,0.240106890833333,0.188209225446801
gene-LOC111099159,0.203577552784451,0.416291415306332,0.578232275,0.715868166666667,0.647050220833333,0.212713862521881
gene-LOC111099160,2.125,0.841170746717485,0.1351881,0.213681016666667,0.174434558333333,1.28382925328252
gene-LOC111099161,0.169822636339422,0.237861869251466,52.822795,46.9319633333333,49.8773791666667,0.0680392329120441
gene-LOC111099162,0.126148369520696,0.25711589148522,36.25016,38.3080766666667,37.2791183333333,0.130967521964524
gene-LOC111099163,0.321553298369294,0.380168548450459,0.257232815,0.268161086666667,0.262696950833333,0.0586152500811646
gene-LOC111099164,NA,NA,NA,NA,NA,NA
gene-LOC111099165,0.374514541006966,0.965944839608021,0.512047825,1.5344327,1.0232402625,0.591430298601055
gene-LOC111099166,0.947265394139869,1.47768004639561,1.3339203,1.08796558333333,1.21094294166667,0.530414652255737
gene-LOC111099167,0.40917086725359,0.476086981706,0.4604179,0.425968483333333,0.443193191666667,0.0669161144524097
gene-LOC111099168,0.0213158085906965,0.0713763052831383,61.12518,63.2366133333333,62.1808966666667,0.0500604966924418
gene-LOC111099169,0.0502866735039612,0.0558726152341847,66.72915,67.5591933333333,67.1441716666667,0.00558594173022354
gene-LOC111099170,0.531805668062837,0.322602093069169,0.33977298,0.25032983,0.295051405,0.209203574993667
gene-LOC111099171,0.211123106625864,0.0902032531401234,0.232061825,0.25775325,0.2449075375,0.12091985348574
gene-LOC111099172,0.916184101244531,0.783130935490502,1.147335275,1.200017,1.1736761375,0.133053165754029
gene-LOC111099173,1.06315011801583,0.920758469054561,0.3154062,0.42850975,0.371957975,0.142391648961267
gene-LOC111099174,0.145564766840087,0.116388029872218,50.9737375,61.2550483333333,56.1143929166667,0.0291767369678691
gene-LOC111099175,0.0412470981114288,0.0454959960314636,46.0934275,44.9888583333333,45.5411429166667,0.00424889792003473
gene-LOC111099176,0.360402980013576,0.149968566183634,0.348047975,0.273716366666667,0.310882170833333,0.210434413829942
gene-LOC111099177,0.650724344109377,0.5379472003572,1.289504425,1.29143293333333,1.29046867916667,0.112777143752177
gene-LOC111099178,0.656679557255724,0.911055534556857,0.520452125,0.643956866666667,0.582204495833333,0.254375977301132
gene-LOC111099179,0.551201147936389,0.639242262268292,2.2542139,1.32453571666667,1.78937480833333,0.0880411143319024
gene-LOC111099180,0.109013765232524,0.106088392201255,71.5252125,76.5007,74.01295625,0.00292537303126976
gene-LOC111099181,0.304109840516624,0.689915701117499,11.314578,11.9013615,11.60796975,0.385805860600876
gene-LOC111099182,0.271777795847152,0.264946778985347,1.36148325,1.5968435,1.479163375,0.00683101686180571
gene-LOC111099183,0.105413860243693,0.143667510131535,40.9032,42.56742,41.73531,0.0382536498878415
gene-LOC111099184,0.400167702177809,0.322027021029658,0.3030619,0.388821666666667,0.345941783333333,0.0781406811481504
gene-LOC111099185,0.600024883148468,0.876468826735593,2.042276,1.82744273333333,1.93485936666667,0.276443943587125
gene-LOC111099186,0.176256245261608,0.193226384160292,0.28300855,0.245240366666667,0.264124458333333,0.016970138898684
gene-LOC111099187,0.5015453822139,0.371238435912477,0.36496151,0.42471751,0.39483951,0.130306946301423
gene-LOC111099188,NA,0.212476594649332,NA,0.821674616666667,NA,NA
gene-LOC111099189,0.531276677319753,1.11574924551103,7.34551,2.38897946666667,4.86724473333333,0.584472568191281
gene-LOC111099190,0.968501341620617,0.512040919009127,0.3056223625,0.186124533333333,0.245873447916667,0.45646042261149
gene-LOC111099191,0.256929694667476,0.377520735819059,0.406421375,0.244262333333333,0.325341854166667,0.120591041151584
gene-LOC111099192,0.0421953193112189,0.0736223917245826,69.632375,73.3277033333333,71.4800391666667,0.0314270724133638
gene-LOC111099193,0.253045319051951,0.327990753114953,0.255167775,0.244116433333333,0.249642104166667,0.0749454340630022
gene-LOC111099194,0.214959439425702,0.189020905839502,0.2873778,0.346953483333333,0.317165641666667,0.0259385335862006
gene-LOC111099195,0.231218876522848,0.517273922339565,0.335224,0.3721355,0.35367975,0.286055045816716
gene-LOC111099196,0.00954002563900842,0.069090682666986,60.38717,58.8873966666667,59.6372833333333,0.0595506570279775
gene-LOC111099197,0.198510847426854,0.216015961906364,65.7657025,59.63397,62.69983625,0.0175051144795101
gene-LOC111099198,0.562296678053256,0.502021465771705,0.2731834,0.2396039,0.25639365,0.0602752122815509
gene-LOC111099199,0.897177204232366,0.344207890509672,0.411031045,0.20631166,0.3086713525,0.552969313722694
gene-LOC111099200,0.0762831410742256,0.0833790245081374,51.9670275,58.0652633333333,55.0161454166667,0.00709588343391181
gene-LOC111099201,1.23937174348251,0.98651624975796,5.916723475,9.44160026666667,7.67916187083333,0.252855493724551
gene-LOC111099202,1.01894835826141,1.02359129578046,8.1803234925,20.7185820566667,14.4494527745833,0.00464293751905109
gene-LOC111099203,0.017091077953253,0.057706899474362,71.41581,65.7600366666667,68.5879233333333,0.040615821521109
gene-LOC111099204,NA,NA,NA,NA,NA,NA
gene-LOC111099205,0.178464007507082,0.550614901471594,0.33911195,0.672697966666667,0.505904958333333,0.372150893964512
gene-LOC111099206,0.234935036003476,0.750694492087167,13.35467525,19.6059831666667,16.4803292083333,0.515759456083692
gene-LOC111099207,0.16861458905554,0.277295922404541,0.320544625,0.427805383333333,0.374175004166667,0.108681333349
gene-LOC111099208,0.661336892669969,0.996596431028445,0.27818569,0.234143188333333,0.256164439166667,0.335259538358476
gene-LOC111099209,0.0339936546685381,0.0360898009522968,85.741855,85.6057116666667,85.6737833333333,0.00209614628375872
gene-LOC111099210,0.0318925110361451,0.0429305101475673,73.425325,74.3584166666667,73.8918708333333,0.0110379991114222
gene-LOC111099211,0.1405668091613,0.129673344982474,58.933835,54.540775,56.737305,0.0108934641788265
gene-LOC111099212,0.0804886250922685,0.0657494476084886,69.116665,73.4166283333333,71.2666466666667,0.0147391774837799
gene-LOC111099213,0.664963176607878,0.313822268344655,0.2228504,0.2680879,0.24546915,0.351140908263223
gene-LOC111099214,0.823825263892694,0.412424277661457,22.657538775,53.9216811,38.2896099375,0.411400986231237
gene-LOC111099215,1.28556036432355,0.447065127871777,10.541392,19.998612,15.270002,0.838495236451776
gene-LOC111099216,0.0933767799516474,0.0850425794286108,72.396015,69.734165,71.06509,0.0083342005230365
gene-LOC111099217,0.384113348133568,0.102866397626439,0.6275024,0.6763512,0.6519268,0.281246950507128
gene-LOC111099218,0.0189368698626085,0.0146260864847502,84.1118525,85.1183066666667,84.6150795833333,0.00431078337785826
gene-LOC111099219,0.11104402052274,0.030602737797891,64.0307675,66.21426,65.12251375,0.0804412827248485
gene-LOC111099220,0.188837615360922,0.18525196360384,59.008875,65.1207516666667,62.0648133333333,0.00358565175708242
gene-LOC111099221,0.176037565898096,0.0818732934487161,21.6467175,25.4466816666667,23.5466995833333,0.0941642724493795
gene-LOC111099222,0.00832076567798708,0.0526459928150387,80.14012,79.6375733333333,79.8888466666667,0.0443252271370516
gene-LOC111099223,NA,NA,NA,NA,NA,NA
gene-LOC111099224,0.55158223389151,0.601577203348505,0.2121593725,0.18828169,0.20022053125,0.0499949694569952
gene-LOC111099225,0.425971760633027,0.268041541783525,0.1931397825,0.231618641666667,0.212379212083333,0.157930218849502
gene-LOC111099226,0.279659193505155,0.441024655036198,39.14828075,34.7143448333333,36.9313127916667,0.161365461531043
gene-LOC111099227,0.218947324184184,0.381634638920424,16.34200525,14.9314415,15.636723375,0.16268731473624
gene-LOC111099228,0.544831047150385,0.596003489656485,0.475596775,0.496298116666667,0.485947445833333,0.0511724425060998
gene-LOC111099229,1.01072447045517,0.605317493082227,0.58373163,0.30576948,0.444750555,0.405406977372946
gene-LOC111099230,0.474983525734392,0.344625836823681,0.52921115,0.53968625,0.5344487,0.13035768891071
gene-LOC111099246,0.640996160351245,0.961266516194019,0.326363525,0.540532883333333,0.433448204166667,0.320270355842774
gene-LOC111099262,0.354462448659425,0.273824754359031,9.2545495,7.893737,8.57414325,0.0806376943003939
gene-LOC111099278,0.352725181369276,0.277860204097999,50.6157025,49.4792183333333,50.0474604166667,0.0748649772712768
gene-LOC111099289,0.44500264443663,0.766505158011032,0.372382805,0.170784791666667,0.271583798333333,0.321502513574402
gene-LOC111099300,0.0357806076312515,0.0481957385558068,75.281875,80.3035983333333,77.7927366666667,0.0124151309245554
gene-LOC111099316,0.693286723001222,0.661744324119531,21.50434525,36.768234,29.136289625,0.0315423988816916
gene-LOC111099327,0.044466821237523,0.103714301299371,70.260635,75.2033466666667,72.7319908333333,0.059247480061848
gene-LOC111099343,0.121256627564844,0.0537816251786032,53.2817125,52.228445,52.75507875,0.0674750023862409
gene-LOC111099359,0.0285887325499585,0.124791922218926,59.4946425,68.4876266666667,63.9911345833333,0.0962031896689679
gene-LOC111099375,0.0581370712801671,0.0546327096861982,54.8878375,52.003935,53.44588625,0.00350436159396891
gene-LOC111099408,0.120873267008785,0.592142907545659,64.71083125,43.7051503333333,54.2079907916667,0.471269640536874
gene-LOC111099409,0.851711868358845,2.15729403678977,4.985721425,7.3291957,6.1574585625,1.30558216843092
gene-LOC111099410,0.172669554330984,0.312023103868074,0.884408775,1.11019691666667,0.997302845833333,0.13935354953709
gene-LOC111099411,0.881265574093434,1.77327045787525,1.8222239925,7.14853642333333,4.48538020791667,0.892004883781818
gene-LOC111099412,NA,NA,NA,NA,NA,NA
gene-LOC111099413,1.27966813386464,0.895124967417414,8.30831525,11.6183755,9.963345375,0.384543166447228
gene-LOC111099414,0.877716679965578,0.184032474576557,0.34541222,0.222416493333333,0.283914356666667,0.693684205389021
gene-LOC111099415,0.708611572955595,1.22530122006567,0.34217955,0.155524616666667,0.248852083333333,0.516689647110074
gene-LOC111099416,NA,NA,NA,NA,NA,NA
gene-LOC111099417,0.622522778459236,0.444314734239598,24.233136,45.9518595,35.09249775,0.178208044219638
gene-LOC111099418,0.314280683747728,0.595315549300741,0.210794695,0.270994531666667,0.240894613333333,0.281034865553013
gene-LOC111099419,0.272260145839894,0.159143345240284,0.251008225,0.263460333333333,0.257234279166667,0.11311680059961
gene-LOC111099420,0.81322289904861,0.540429265810674,4.750006425,3.21138621666667,3.98069632083333,0.272793633237937
gene-LOC111099421,2.08966303959752,NA,10.0881018325,NA,NA,NA
gene-LOC111099422,0.583033218079918,0.761942326413122,10.20302525,10.9607156666667,10.5818704583333,0.178909108333205
gene-LOC111099423,2.125,1.26580125810348,0.11328725,0.108295611666667,0.110791430833333,0.859198741896515
gene-LOC111099424,0.148341464705157,0.0172109162760947,85.3467475,90.299045,87.82289625,0.131130548429063
gene-LOC111099425,NA,NA,NA,NA,NA,NA
gene-LOC111099426,0.0186828473396606,0.0294812779432099,69.444365,71.0779166666667,70.2611408333333,0.0107984306035493
gene-LOC111099427,0.0579850385993676,0.124155902497796,54.07679,61.870515,57.9736525,0.0661708638984281
gene-LOC111099428,1.16481232828687,1.18647875665851,0.55704225,3.26719668333333,1.91211946666667,0.0216664283716372
gene-LOC111099429,1.33600753964271,0.740557390194412,10.49378275,11.879471,11.186626875,0.595450149448296
gene-LOC111099430,1.03752848275795,0.8259128606683,0.15898501,0.321898178333333,0.240441594166667,0.211615622089647
gene-LOC111099431,NA,NA,NA,NA,NA,NA
gene-LOC111099432,0.912092134838266,0.637733399215094,0.124630505,0.287170261666667,0.205900383333333,0.274358735623172
gene-LOC111099433,2.125,2.55155181539914,0.0906909,0.0427350333333333,0.0667129666666667,0.426551815399143
gene-LOC111099434,1.10264639642944,1.25751472208371,7.5090118975,22.34699975,14.92800582375,0.15486832565427
gene-LOC111099435,NA,NA,NA,NA,NA,NA
gene-LOC111099436,0.872535829285758,0.557795469333237,0.16142234,0.261175325,0.2112988325,0.31474035995252
gene-LOC111099437,0.819308470876674,0.657882506026434,46.7635835,14.7078281666667,30.7357058333333,0.16142596485024
gene-LOC111099438,0.234029208405648,0.407228360407245,8.91613875,11.852492,10.384315375,0.173199152001598
gene-LOC111099439,1.33972702076765,1.13151720038618,3.6392374,3.67637441666667,3.65780590833333,0.208209820381466
gene-LOC111099440,0.0457926099009155,0.101983834978437,87.50705,88.7045083333333,88.1057791666667,0.0561912250775214
gene-LOC111099441,NA,NA,NA,NA,NA,NA
gene-LOC111099442,0.0920378005196583,0.122939525608234,42.4802975,48.8871016666667,45.6836995833333,0.0309017250885758
gene-LOC111099443,0.181046491989797,0.401182935004698,4.982672,4.61127866666667,4.79697533333333,0.220136443014901
gene-LOC111099444,NA,NA,NA,NA,NA,NA
gene-LOC111099445,1.16711379091386,1.08163942210556,0.864280525,1.89935205,1.3818162875,0.0854743688083028
gene-LOC111099446,0.0754567690807196,0.0700118605819184,55.4356925,57.2088233333333,56.3222579166667,0.00544490849880128
gene-LOC111099447,0.720938374456939,0.528254268638168,0.274387625,0.287263408333333,0.280825516666667,0.192684105818772
gene-LOC111099448,0.217413611134033,0.647081324039694,0.30545289,0.368945036666667,0.337198963333333,0.429667712905661
gene-LOC111099449,0.450457553577429,0.929232137328749,0.287315435,0.536668703333333,0.411992069166667,0.47877458375132
gene-LOC111099450,0.176515683153453,0.935514059602135,1.2356451,3.99263171666667,2.61413840833333,0.758998376448682
gene-LOC111099451,1.91206633313443,1.80666878474871,4.6789171,2.66796398333333,3.67344054166667,0.105397548385722
